[KJV | EN | OT | Job | Chapter 18 | Verse 1] Then answered Bildad the Shuhite, and said,
[KJV | EN | OT | Job | Chapter 18 | Verse 2] How long will it be ere you make an end of words? Mark, and afterwards we will speak.
[KJV | EN | OT | Job | Chapter 18 | Verse 3] Wherefore are we counted as beasts, And reputed vile in your sight?
[KJV | EN | OT | Job | Chapter 18 | Verse 4] He teareth himself in his anger: Shall the earth be forsaken for thee? And shall the rock be removed out of his place?
[KJV | EN | OT | Job | Chapter 18 | Verse 5] Yea, the light of the wicked shall be put out, And the spark of his fire shall not shine.
[KJV | EN | OT | Job | Chapter 18 | Verse 6] The light shall be dark in his tabernacle, And his candle shall be put out with him.
[KJV | EN | OT | Job | Chapter 18 | Verse 7] The steps of his strength shall be straitened, And his own counsel shall cast him down.
[KJV | EN | OT | Job | Chapter 18 | Verse 8] For he is cast into a net by his own feet, And he walketh upon a snare.
[KJV | EN | OT | Job | Chapter 18 | Verse 9] The grin shall take him by the heel, And the robber shall prevail against him.
[KJV | EN | OT | Job | Chapter 18 | Verse 10] The snare is laid for him in the ground, And a trap for him in the way.
[KJV | EN | OT | Job | Chapter 18 | Verse 11] Terrors shall make him afraid on every side, And shall drive him to his feet.
[KJV | EN | OT | Job | Chapter 18 | Verse 12] His strength shall be hunger-bitten, And destruction shall be ready at his side.
[KJV | EN | OT | Job | Chapter 18 | Verse 13] It shall devour the strength of his skin: Even the firstborn of death shall devour his strength.
[KJV | EN | OT | Job | Chapter 18 | Verse 14] His confidence shall be rooted out of his tabernacle, And it shall bring him to the king of terrors.
[KJV | EN | OT | Job | Chapter 18 | Verse 15] It shall dwell in his tabernacle, because it is none of his: Brimstone shall be scattered upon his habitation.
[KJV | EN | OT | Job | Chapter 18 | Verse 16] His roots shall be dried up beneath, And above shall his branch be cut off.
[KJV | EN | OT | Job | Chapter 18 | Verse 17] His remembrance shall perish from the earth, And he shall have no name in the street.
[KJV | EN | OT | Job | Chapter 18 | Verse 18] He shall be driven from light into darkness, And chased out of the world.
[KJV | EN | OT | Job | Chapter 18 | Verse 19] He shall neither have son nor nephew among his people, Nor any remaining in his dwellings.
[KJV | EN | OT | Job | Chapter 18 | Verse 20] They that come after him shall be astonied at his day, As they that went before were affrighted.
[KJV | EN | OT | Job | Chapter 18 | Verse 21] Surely such are the dwellings of the wicked, And this is the place of him that knoweth not God.
