[KJV | EN | OT | Job | Chapter 33 | Verse 1] Wherefore, Job, I pray thee, hear my speeches, And hearken to all my words.
[KJV | EN | OT | Job | Chapter 33 | Verse 2] Behold, now I have opened my mouth, My tongue hath spoken in my mouth.
[KJV | EN | OT | Job | Chapter 33 | Verse 3] My words shall be of the uprightness of my heart: And my lips shall utter knowledge clearly.
[KJV | EN | OT | Job | Chapter 33 | Verse 4] The Spirit of God hath made me, And the breath of the Almighty hath given me life.
[KJV | EN | OT | Job | Chapter 33 | Verse 5] If thou canst, answer me, Set thy words in order before me, stand up.
[KJV | EN | OT | Job | Chapter 33 | Verse 6] Behold, I am according to thy wish in God’s stead: I also am formed out of the clay.
[KJV | EN | OT | Job | Chapter 33 | Verse 7] Behold, my terror shall not make thee afraid, Neither shall my hand be heavy upon thee.
[KJV | EN | OT | Job | Chapter 33 | Verse 8] Surely thou hast spoken in mine hearing, And I have heard the voice of thy words, saying,
[KJV | EN | OT | Job | Chapter 33 | Verse 9] I am clean without transgression, I am innocent; neither is there iniquity in me.
[KJV | EN | OT | Job | Chapter 33 | Verse 10] Behold, he findeth occasions against me, He counteth me for his enemy,
[KJV | EN | OT | Job | Chapter 33 | Verse 11] He putteth my feet in the stocks, He marketh all my paths.
[KJV | EN | OT | Job | Chapter 33 | Verse 12] Behold, in this thou art not just: I will answer thee, That God is greater than man.
[KJV | EN | OT | Job | Chapter 33 | Verse 13] Why dost thou strive against him? For he giveth not account of any of his matters.
[KJV | EN | OT | Job | Chapter 33 | Verse 14] For God speaketh once, Yea twice, yet man perceiveth it not.
[KJV | EN | OT | Job | Chapter 33 | Verse 15] In a dream, in a vision of the night, When deep sleep falleth upon men, In slumberings upon the bed;
[KJV | EN | OT | Job | Chapter 33 | Verse 16] Then he openeth the ears of men, And sealeth their instruction,
[KJV | EN | OT | Job | Chapter 33 | Verse 17] That he may withdraw man from his purpose, And hide pride from man.
[KJV | EN | OT | Job | Chapter 33 | Verse 18] He keepeth back his soul from the pit, And his life from perishing by the sword.
[KJV | EN | OT | Job | Chapter 33 | Verse 19] He is chastened also with pain upon his bed, And the multitude of his bones with strong pain:
[KJV | EN | OT | Job | Chapter 33 | Verse 20] So that his life abhorreth bread, And his soul dainty meat.
[KJV | EN | OT | Job | Chapter 33 | Verse 21] His flesh is consumed away, that it cannot be seen; And his bones that were not seen stick out.
[KJV | EN | OT | Job | Chapter 33 | Verse 22] Yea, his soul draweth near unto the grave, And his life to the destroyers.
[KJV | EN | OT | Job | Chapter 33 | Verse 23] If there be a messenger with him, an interpreter, One among a thousand, To shew unto man his uprightness:
[KJV | EN | OT | Job | Chapter 33 | Verse 24] Then he is gracious unto him, and saith, Deliver him from going down to the pit: I have found a ransom.
[KJV | EN | OT | Job | Chapter 33 | Verse 25] His flesh shall be fresher than a child’s: He shall return to the days of his youth:
[KJV | EN | OT | Job | Chapter 33 | Verse 26] He shall pray unto God, and he will be favourable unto him: And he shall see his face with joy: For he will render unto man his righteousness.
[KJV | EN | OT | Job | Chapter 33 | Verse 27] He looketh upon men, and if any say, I have sinned, and perverted that which was right, And it profited me not;
[KJV | EN | OT | Job | Chapter 33 | Verse 28] He will deliver his soul from going into the pit, And his life shall see the light.
[KJV | EN | OT | Job | Chapter 33 | Verse 29] Lo, all these things worketh God Oftentimes with man,
[KJV | EN | OT | Job | Chapter 33 | Verse 30] To bring back his soul from the pit, To be enlightened with the light of the living.
[KJV | EN | OT | Job | Chapter 33 | Verse 31] Mark well, O Job, hearken unto me: Hold thy peace, and I will speak.
[KJV | EN | OT | Job | Chapter 33 | Verse 32] If thou hast any thing to say, answer me: Speak, for I desire to justify thee.
[KJV | EN | OT | Job | Chapter 33 | Verse 33] If not, hearken unto me: Hold thy peace, and I shall teach thee wisdom.
