[KJV | EN | OT | Job | Chapter 19 | Verse 1] Then Job answered and said,
[KJV | EN | OT | Job | Chapter 19 | Verse 2] How long will ye vex my soul, And break me in pieces with words?
[KJV | EN | OT | Job | Chapter 19 | Verse 3] These ten times have ye reproached me: You are not ashamed that you make yourselves strange to me.
[KJV | EN | OT | Job | Chapter 19 | Verse 4] And be it indeed that I have erred, Mine error remaineth with myself.
[KJV | EN | OT | Job | Chapter 19 | Verse 5] If indeed ye will magnify yourselves against me, And plead against me my reproach:
[KJV | EN | OT | Job | Chapter 19 | Verse 6] Know now that God hath overthrown me, And hath compassed me with his net.
[KJV | EN | OT | Job | Chapter 19 | Verse 7] Behold, I cry out of wrong, but I am not heard: I cry aloud, but there is no judgment.
[KJV | EN | OT | Job | Chapter 19 | Verse 8] He hath fenced up my way that I cannot pass, And he hath set darkness in my paths.
[KJV | EN | OT | Job | Chapter 19 | Verse 9] He hath stript me of my glory, And taken the crown from my head.
[KJV | EN | OT | Job | Chapter 19 | Verse 10] He hath destroyed me on every side, and I am gone: And mine hope hath he removed like a tree.
[KJV | EN | OT | Job | Chapter 19 | Verse 11] He hath also kindled his wrath against me, And he counteth me unto him as one of his enemies.
[KJV | EN | OT | Job | Chapter 19 | Verse 12] His troops come together, And raise up their way against me, And encamp round about my tabernacle.
[KJV | EN | OT | Job | Chapter 19 | Verse 13] He hath put my brethren far from me, And mine acquaintance are verily estranged from me.
[KJV | EN | OT | Job | Chapter 19 | Verse 14] My kinsfolk have failed, And my familiar friends have forgotten me.
[KJV | EN | OT | Job | Chapter 19 | Verse 15] They that dwell in mine house, and my maidens, Count me for a stranger: I am an alien in their sight.
[KJV | EN | OT | Job | Chapter 19 | Verse 16] I called my servant, and he gave me no answer; I intreated him with my mouth.
[KJV | EN | OT | Job | Chapter 19 | Verse 17] My breath is strange to my wife, Though I intreated for the children’s sake of mine own body.
[KJV | EN | OT | Job | Chapter 19 | Verse 18] Yea, young children despised me; I arose, and they spake against me.
[KJV | EN | OT | Job | Chapter 19 | Verse 19] All my inward friends abhorred me: And they whom I loved are turned against me.
[KJV | EN | OT | Job | Chapter 19 | Verse 20] My bone cleaveth to my skin and to my flesh, And I am escaped with the skin of my teeth.
[KJV | EN | OT | Job | Chapter 19 | Verse 21] Have pity upon me, have pity upon me, O ye my friends; For the hand of God hath touched me.
[KJV | EN | OT | Job | Chapter 19 | Verse 22] Why do ye persecute me as God, And are not satisfied with my flesh?
[KJV | EN | OT | Job | Chapter 19 | Verse 23] O that my words were now written! O that they were printed in a book!
[KJV | EN | OT | Job | Chapter 19 | Verse 24] That they were graven with an iron pen and lead In the rock for ever!
[KJV | EN | OT | Job | Chapter 19 | Verse 25] For I know that my Redeemer liveth, And that he shall stand at the latter day upon the earth:
[KJV | EN | OT | Job | Chapter 19 | Verse 26] And though after my skin worms destroy this body, Yet in my flesh shall I see God:
[KJV | EN | OT | Job | Chapter 19 | Verse 27] Whom I shall see for myself, And mine eyes shall behold, and not another; Though my reins be consumed within me.
[KJV | EN | OT | Job | Chapter 19 | Verse 28] But ye should say, Why persecute we him? Seeing the root of the matter is found in me;
[KJV | EN | OT | Job | Chapter 19 | Verse 29] Be ye afraid of the sword: For wrath bringeth the punishments of the sword, That ye may know there is a judgment.
