[KJV | EN | OT | Job | Chapter 23 | Verse 1] Then Job answered and said,
[KJV | EN | OT | Job | Chapter 23 | Verse 2] Even to day is my complaint bitter: My stroke is heavier than my groaning.
[KJV | EN | OT | Job | Chapter 23 | Verse 3] O that I knew where I might find him! That I might come even to his seat!
[KJV | EN | OT | Job | Chapter 23 | Verse 4] I would order my cause before him, And fill my mouth with arguments.
[KJV | EN | OT | Job | Chapter 23 | Verse 5] I would know the words which he would answer me, And understand what he would say unto me.
[KJV | EN | OT | Job | Chapter 23 | Verse 6] Will he plead against me with his great power? No; but he would put strength in me.
[KJV | EN | OT | Job | Chapter 23 | Verse 7] There the righteous might dispute with him; So should I be delivered for ever from my judge.
[KJV | EN | OT | Job | Chapter 23 | Verse 8] Behold, I go forward, but he is not there; And backward, but I cannot perceive him:
[KJV | EN | OT | Job | Chapter 23 | Verse 9] On the left hand, where he doth work, but I cannot behold him: He hideth himself on the right hand, that I cannot see him:
[KJV | EN | OT | Job | Chapter 23 | Verse 10] But he knoweth the way that I take: When he hath tried me, I shall come forth as gold.
[KJV | EN | OT | Job | Chapter 23 | Verse 11] My foot hath held his steps, His way have I kept, and not declined.
[KJV | EN | OT | Job | Chapter 23 | Verse 12] Neither have I gone back from the commandment of his lips; I have esteemed the words of his mouth more than my necessary food.
[KJV | EN | OT | Job | Chapter 23 | Verse 13] But he is in one mind, and who can turn him? And what his soul desireth, even that he doeth.
[KJV | EN | OT | Job | Chapter 23 | Verse 14] For he performeth the thing that is appointed for me: And many such things are with him.
[KJV | EN | OT | Job | Chapter 23 | Verse 15] Therefore am I troubled at his presence: When I consider, I am afraid of him.
[KJV | EN | OT | Job | Chapter 23 | Verse 16] For God maketh my heart soft, And the Almighty troubleth me:
[KJV | EN | OT | Job | Chapter 23 | Verse 17] Because I was not cut off before the darkness, Neither hath he covered the darkness from my face.
