[KJV | EN | OT | Job | Chapter 6 | Verse 1] But Job answered and said,
[KJV | EN | OT | Job | Chapter 6 | Verse 2] Oh that my grief were throughly weighed, And my calamity laid in the balances together!
[KJV | EN | OT | Job | Chapter 6 | Verse 3] For now it would be heavier than the sand of the sea: Therefore my words are swallowed up.
[KJV | EN | OT | Job | Chapter 6 | Verse 4] For the arrows of the Almighty are within me, The poison whereof drinketh up my spirit: The terrors of God do set themselves in array against me.
[KJV | EN | OT | Job | Chapter 6 | Verse 5] Doth the wild ass bray when he hath grass? Or loweth the ox over his fodder?
[KJV | EN | OT | Job | Chapter 6 | Verse 6] Can that which is unsavoury be eaten without salt? Or is there any taste in the white of an egg?
[KJV | EN | OT | Job | Chapter 6 | Verse 7] The things that my soul refused to touch Are as my sorrowful meat.
[KJV | EN | OT | Job | Chapter 6 | Verse 8] O that I might have my request; And that God would grant me the thing that I long for!
[KJV | EN | OT | Job | Chapter 6 | Verse 9] Even that it would please God to destroy me: That he would let loose his hand, and cut me off!
[KJV | EN | OT | Job | Chapter 6 | Verse 10] Then should I yet have comfort; Yea, I would harden myself in sorrow; let him not spare: For I have not concealed the words of the Holy One.
[KJV | EN | OT | Job | Chapter 6 | Verse 11] What is my strength, that I should hope? And what is mine end, that I should prolong my life?
[KJV | EN | OT | Job | Chapter 6 | Verse 12] Is my strength the strength of stones? Or is my flesh of brass?
[KJV | EN | OT | Job | Chapter 6 | Verse 13] Is not my help in me? And is wisdom driven quite from me?
[KJV | EN | OT | Job | Chapter 6 | Verse 14] To him that is afflicted pity should be shewed from his friend; But he forsaketh the fear of the Almighty.
[KJV | EN | OT | Job | Chapter 6 | Verse 15] My brethren have dealt deceitfully as a brook, And as the stream of brooks they pass away;
[KJV | EN | OT | Job | Chapter 6 | Verse 16] Which are blackish by reason of the ice, And wherein the snow is hid:
[KJV | EN | OT | Job | Chapter 6 | Verse 17] What time they wax warm, they vanish: When it is hot, they are consumed out of their place.
[KJV | EN | OT | Job | Chapter 6 | Verse 18] The paths of their way are turned aside; They go to nothing, and perish.
[KJV | EN | OT | Job | Chapter 6 | Verse 19] The troops of Tema looked, The companies of Sheba waited for them.
[KJV | EN | OT | Job | Chapter 6 | Verse 20] They were confounded because they had hoped; They came thither, and were ashamed.
[KJV | EN | OT | Job | Chapter 6 | Verse 21] For now ye are nothing; Ye see my casting down, and are afraid.
[KJV | EN | OT | Job | Chapter 6 | Verse 22] Did I say, Bring unto me? Or, Give a reward for me of your substance?
[KJV | EN | OT | Job | Chapter 6 | Verse 23] Or, Deliver me from the enemy’s hand? Or, Redeem me from the hand of the mighty?
[KJV | EN | OT | Job | Chapter 6 | Verse 24] Teach me, and I will hold my tongue: And cause me to understand wherein I have erred.
[KJV | EN | OT | Job | Chapter 6 | Verse 25] How forcible are right words! But what doth your arguing reprove?
[KJV | EN | OT | Job | Chapter 6 | Verse 26] Do ye imagine to reprove words, And the speeches of one that is desperate, which are as wind?
[KJV | EN | OT | Job | Chapter 6 | Verse 27] Yea, ye overwhelm the fatherless, And you dig a pit for your friend.
[KJV | EN | OT | Job | Chapter 6 | Verse 28] Now therefore be content, look upon me; For it is evident unto you if I lie.
[KJV | EN | OT | Job | Chapter 6 | Verse 29] Return, I pray you, let it not be iniquity; Yea, return again, my righteousness is in it.
[KJV | EN | OT | Job | Chapter 6 | Verse 30] Is there iniquity in my tongue? Cannot my taste discern perverse things?
