[KJV | EN | OT | Job | Chapter 11 | Verse 1] Then answered Zophar the Naamathite, and said,
[KJV | EN | OT | Job | Chapter 11 | Verse 2] Should not the multitude of words be answered? And should a man full of talk be justified?
[KJV | EN | OT | Job | Chapter 11 | Verse 3] Should thy lies make men hold their peace? And when thou mockest, shall no man make thee ashamed?
[KJV | EN | OT | Job | Chapter 11 | Verse 4] For thou hast said, My doctrine is pure, And I am clean in thine eyes.
[KJV | EN | OT | Job | Chapter 11 | Verse 5] But O that God would speak, And open his lips against thee;
[KJV | EN | OT | Job | Chapter 11 | Verse 6] And that he would shew thee the secrets of wisdom, That they are double to that which is. Know therefore that God exacteth of thee less than thine iniquity deserveth.
[KJV | EN | OT | Job | Chapter 11 | Verse 7] Canst thou by searching find out God? Canst thou find out the Almighty unto perfection?
[KJV | EN | OT | Job | Chapter 11 | Verse 8] It is as high as heaven; what canst thou do? Deeper than hell; what canst thou know?
[KJV | EN | OT | Job | Chapter 11 | Verse 9] The measure thereof is longer than the earth, And broader than the sea.
[KJV | EN | OT | Job | Chapter 11 | Verse 10] If he cut off, and shut up, or gather together, Then who can hinder him?
[KJV | EN | OT | Job | Chapter 11 | Verse 11] For he knoweth vain men: He seeth wickedness also; will he not then consider it?
[KJV | EN | OT | Job | Chapter 11 | Verse 12] For vain man would be wise, Though man be born like a wild ass’s colt.
[KJV | EN | OT | Job | Chapter 11 | Verse 13] If thou prepare thine heart, And stretch out thine hands toward him;
[KJV | EN | OT | Job | Chapter 11 | Verse 14] If iniquity be in thine hand, put it far away, And let not wickedness dwell in thy tabernacles.
[KJV | EN | OT | Job | Chapter 11 | Verse 15] For then shalt thou lift up thy face without spot; Yea, thou shalt be steadfast, and shalt not fear.
[KJV | EN | OT | Job | Chapter 11 | Verse 16] Because thou shalt forget thy misery, And remember it as waters that pass away:
[KJV | EN | OT | Job | Chapter 11 | Verse 17] And thine age shall be clearer than the noonday; Thou shalt shine forth, thou shalt be as the morning.
[KJV | EN | OT | Job | Chapter 11 | Verse 18] And thou shalt be secure, because there is hope; Yea, thou shalt dig about thee, and thou shalt take thy rest in safety.
[KJV | EN | OT | Job | Chapter 11 | Verse 19] Also thou shalt lie down, and none shall make thee afraid; Yea, many shall make suit unto thee.
[KJV | EN | OT | Job | Chapter 11 | Verse 20] But the eyes of the wicked shall fail, And they shall not escape, And their hope shall be as the giving up of the ghost.
