[KJV | EN | OT | Job | Chapter 27 | Verse 1] Moreover Job continued his parable, and said,
[KJV | EN | OT | Job | Chapter 27 | Verse 2] As God liveth, who hath taken away my judgment; And the Almighty, who hath vexed my soul;
[KJV | EN | OT | Job | Chapter 27 | Verse 3] All the while my breath is in me, And the spirit of God is in my nostrils;
[KJV | EN | OT | Job | Chapter 27 | Verse 4] My lips shall not speak wickedness, Nor my tongue utter deceit.
[KJV | EN | OT | Job | Chapter 27 | Verse 5] God forbid that I should justify you: Till I die I will not remove my integrity from me.
[KJV | EN | OT | Job | Chapter 27 | Verse 6] My righteousness I hold fast, and will not let it go: My heart shall not reproach me so long as I live.
[KJV | EN | OT | Job | Chapter 27 | Verse 7] Let mine enemy be as the wicked, And he that riseth up against me as the unrighteous.
[KJV | EN | OT | Job | Chapter 27 | Verse 8] For what is the hope of the hypocrite, though he hath gained, When God taketh away his soul?
[KJV | EN | OT | Job | Chapter 27 | Verse 9] Will God hear his cry When trouble cometh upon him?
[KJV | EN | OT | Job | Chapter 27 | Verse 10] Will he delight himself in the Almighty? Will he always call upon God?
[KJV | EN | OT | Job | Chapter 27 | Verse 11] I will teach you by the hand of God: That which is with the Almighty will I not conceal.
[KJV | EN | OT | Job | Chapter 27 | Verse 12] Behold, all ye yourselves have seen it; Why then are ye thus altogether vain?
[KJV | EN | OT | Job | Chapter 27 | Verse 13] This is the portion of a wicked man with God, And the heritage of oppressors, which they shall receive of the Almighty.
[KJV | EN | OT | Job | Chapter 27 | Verse 14] If his children be multiplied, it is for the sword: And his offspring shall not be satisfied with bread.
[KJV | EN | OT | Job | Chapter 27 | Verse 15] Those that remain of him shall be buried in death: And his widows shall not weep.
[KJV | EN | OT | Job | Chapter 27 | Verse 16] Though he heap up silver as the dust, And prepare raiment as the clay;
[KJV | EN | OT | Job | Chapter 27 | Verse 17] He may prepare it, but the just shall put it on, And the innocent shall divide the silver.
[KJV | EN | OT | Job | Chapter 27 | Verse 18] He buildeth his house as a moth, And as a booth that the keeper maketh.
[KJV | EN | OT | Job | Chapter 27 | Verse 19] The rich man shall lie down, but he shall not be gathered: He openeth his eyes, and he is not.
[KJV | EN | OT | Job | Chapter 27 | Verse 20] Terrors take hold on him as waters, A tempest stealeth him away in the night.
[KJV | EN | OT | Job | Chapter 27 | Verse 21] The east wind carrieth him away, and he departeth: And as a storm hurleth him out of his place.
[KJV | EN | OT | Job | Chapter 27 | Verse 22] For God shall cast upon him, and not spare: He would fain flee out of his hand.
[KJV | EN | OT | Job | Chapter 27 | Verse 23] Men shall clap their hands at him, And shall hiss him out of his place.
