[IRV | TE | OT | Job | Chapter 21 | Verse 1] అప్పుడు యోబు ఇలా జవాబిచ్చాడు.
[IRV | TE | OT | Job | Chapter 21 | Verse 2] మీరు నా మాటలు శ్రద్ధగా వినండి. నా మాటలు విని నన్ను ఆదరించకపోయినా సరే నా మాటలు వింటే చాలు.
[IRV | TE | OT | Job | Chapter 21 | Verse 3] నాకు అనుమతి ఇస్తే నేను మాట్లాడతాను. నా మాటలు విన్న తరువాత మీరు నన్ను ఎగతాళి చేస్తారేమో.
[IRV | TE | OT | Job | Chapter 21 | Verse 4] నేను మనుషులకు విన్నపం చేయడం లేదు. నేనెందుకు ఆత్రుత చెందకూడదు?
[IRV | TE | OT | Job | Chapter 21 | Verse 5] మీ నోళ్ళపై చేతులు ఉంచుకుని నన్ను పరిశీలించి చూసి ఆశ్చర్యపడండి.
[IRV | TE | OT | Job | Chapter 21 | Verse 6] ఈ విషయాలను గురించి తలుచుకుంటే నాకేమీ తోచడం లేదు. నా శరీరమంతా వణికిపోతుంది.
[IRV | TE | OT | Job | Chapter 21 | Verse 7] భక్తిహీనులు ఇంకా ఎలా బతికి ఉన్నారు? వాళ్ళు ముసలివాళ్ళు అవుతున్నా ఇంకా బలంగా ఉంటున్నారెందుకు?
[IRV | TE | OT | Job | Chapter 21 | Verse 8] వాళ్ళు బతికి ఉండగానే వాళ్ళ సంతానం, వాళ్ళు చూస్తూ ఉండగానే వాళ్ళ కుటుంబాలు చక్కబడుతున్నాయి.
[IRV | TE | OT | Job | Chapter 21 | Verse 9] వాళ్ళ సంతానానికి ఎలాంటి ఆపదా కలగడం లేదు. వాళ్ళు క్షేమం ఉన్నారు. దేవుని కాపుదల వాళ్ళపై ఉంటుంది.
[IRV | TE | OT | Job | Chapter 21 | Verse 10] వాళ్ళ పశువులు దాటితే తప్పకుండా చూలు కలుగుతుంది. ఆవులు తేలికగా ఈనుతున్నాయి, వాటి దూడలు పుట్టగానే చనిపోవడం లేదు.
[IRV | TE | OT | Job | Chapter 21 | Verse 11] వాళ్ళ పిల్లలు గుంపులు గుంపులుగా బయటికి వస్తారు. వాళ్ళు ఎగురుతూ గంతులు వేస్తారు.
[IRV | TE | OT | Job | Chapter 21 | Verse 12] వాళ్ళు తంబుర, తంతివాద్యం వాయిస్తూ గొంతెత్తి పాటలు పాడుతూ సంతోషిస్తారు.
[IRV | TE | OT | Job | Chapter 21 | Verse 13] వాళ్ళు సుఖంగా తమ రోజులు గడుపుతారు. అయితే ఒక్క క్షణంలోనే పాతాళానికి దిగిపోతారు.
[IRV | TE | OT | Job | Chapter 21 | Verse 14] వాళ్ళు “నువ్వు మాకు అక్కరలేదు, నువ్వు బోధించే జ్ఞానయుక్తమైన సంగతులు మేము వినం” అని దేవునితో చెబుతారు.
[IRV | TE | OT | Job | Chapter 21 | Verse 15] “మేము సేవించడానికి సర్వశక్తుడైన ఆయన ఎంతటి వాడు? మేము ఆయనను వేడుకుంటే మాకు ఒరిగే దేమిటి?” అని వాళ్ళు అడుగుతారు.
[IRV | TE | OT | Job | Chapter 21 | Verse 16] వారి ఎదుగుదల వాళ్ళ చేతుల్లో లేదు. భక్తిహీనుల తలంపులు నాకు దూరంగా ఉండుగాక.
[IRV | TE | OT | Job | Chapter 21 | Verse 17] భక్తిహీనుల దీపం ఆరిపోవడం తరచుగా జరుగుతుందా? వాళ్ళ మీదికి విపత్తులు రావడం చాలా అరుదు గదా.
[IRV | TE | OT | Job | Chapter 21 | Verse 18] ఆయన వాళ్ళపై కోపం తెచ్చుకుని వాళ్లకు ఆపదలు కలిగించడం, వాళ్ళను తుఫానుకు కొట్టుకుపోయే చెత్తలాగా, గాలికి ఎగిరిపోయే పొట్టులాగా చేయడం తరచూ జరగదు గదా.
[IRV | TE | OT | Job | Chapter 21 | Verse 19] “వాళ్ళ పాపాలన్నీ వాళ్ళ సంతానం మీద మోపడానికి ఆయన వాటిని దాచి ఉండవచ్చు” అని మీరు అంటున్నారు. పాపం చేసిన వాళ్లే వాటిని అనుభవించేలా ఆయన వారికే ప్రతిఫలమివ్వాలి.
[IRV | TE | OT | Job | Chapter 21 | Verse 20] తమ నాశనాన్ని వాళ్ళు స్వయంగా చూడాలి. సర్వశక్తుడైన దేవుని కోపాగ్నిని వారు అనుభవించాలి.
[IRV | TE | OT | Job | Chapter 21 | Verse 21] వాళ్ళ జీవితకాలం ముగిసిపోయి, చనిపోయిన తరువాత ఇంటి విషయాల మీద వాళ్లకు శ్రద్ధ ఎలా ఉంటుంది?
[IRV | TE | OT | Job | Chapter 21 | Verse 22] దేవునికి జ్ఞాన వివేకాలు నేర్పించేవాడు ఎవరైనా ఉన్నారా? ఆయన పరలోకంలో ఉండే నీతిమంతులకు తీర్పు తీర్చేవాడు గదా.
[IRV | TE | OT | Job | Chapter 21 | Verse 23] ఒకడు సమస్త సుఖాలు అనుభవించి, మంచి ఆరోగ్యం, నెమ్మది కలిగి జీవించి చనిపోతాడు.
[IRV | TE | OT | Job | Chapter 21 | Verse 24] అతడి కుండ నిండా పాలు పొర్లుతాయి. అతడి ఎముకలు సత్తువ కలిగి ఉంటాయి.
[IRV | TE | OT | Job | Chapter 21 | Verse 25] మరొకడు ఎన్నడూ సుఖ సంతోషాలు అనేవి తెలియకుండా మనోవేదన గలవాడై చనిపోతాడు.
[IRV | TE | OT | Job | Chapter 21 | Verse 26] ఇద్దరినీ సమానంగా ఒకే వరసలో మట్టిలో పాతిపెడతారు. ఇద్దరినీ పురుగులు కప్పివేస్తాయి.
