[IRV | TE | OT | Job | Chapter 41 | Verse 1] నువ్వు జలరాక్షసిని గాలంతో లాగగలవా? దాని దవడలను తాడుతో బిగించగలవా?
[IRV | TE | OT | Job | Chapter 41 | Verse 2] నువ్వు దాని ముక్కుకు పగ్గం వేయగలవా? దాని దవడకు కొంకి ఎక్కించగలవా?
[IRV | TE | OT | Job | Chapter 41 | Verse 3] అది నీకు విన్నపాలు చేస్తుందా? మృదువైన మాటలు నీతో పలుకుతుందా?
[IRV | TE | OT | Job | Chapter 41 | Verse 4] నువ్వు శాశ్వతంగా దాన్ని సేవకుడుగా చేసుకునేలా అది నీతో ఒప్పందం చేస్తుందా?
[IRV | TE | OT | Job | Chapter 41 | Verse 5] నువ్వు ఒక పిట్టతో ఆటలాడినట్టు దానితో ఆటలాడతావా? నీ పనిపిల్లలు ఆడుకోడానికి దాని కట్టివేస్తావా?
[IRV | TE | OT | Job | Chapter 41 | Verse 6] బెస్తవాళ్ళు దానితో బేరాలు చేస్తారా? వారు దాన్ని తునకలు చేసి వర్తకులతో వ్యాపారం చేస్తారా?
[IRV | TE | OT | Job | Chapter 41 | Verse 7] దాని ఒంటినిండా ఇనప శూలాలు గుచ్చగలవా? దాని తలనిండా చేప అలుగులు గుచ్చగలవా?
[IRV | TE | OT | Job | Chapter 41 | Verse 8] దాని మీద చెయ్యి వేసి చూడు, దానితో కలిగే పోరు నువ్వు గుర్తు చేసుకుంటే నువ్వు మళ్ళీ అలా చెయ్యవు.
[IRV | TE | OT | Job | Chapter 41 | Verse 9] దాన్ని చూస్తే చాలు, మనుషులు దాన్ని వశపరచుకోవచ్చనే ఆశ వదులుకుంటారు. దాని చూస్తే చాలు ఎవరికైనా గుండెలు అవిసిపోతాయి.
[IRV | TE | OT | Job | Chapter 41 | Verse 10] సముద్ర రాక్షసిని రేపడానికి తెగించే శూరుడు లేడు. అలా ఉండగా నా ఎదుట నిలవగలవాడెవడు?
[IRV | TE | OT | Job | Chapter 41 | Verse 11] నేను తిరిగి చెల్లించేలా నాకెవరైనా ఏమైనా ఇచ్చారా? ఆకాశం కింద ఉన్నదంతా నాదే గదా.
[IRV | TE | OT | Job | Chapter 41 | Verse 12] సముద్ర రాక్షసి కాళ్ళను గురించైనా దాని మహా బలాన్ని గురించైనా దాని చక్కని ఆకారాన్ని గురించైనా పలకకుండా మౌనంగా ఉండను.
[IRV | TE | OT | Job | Chapter 41 | Verse 13] ఎవడైనా దాని పై పొరలను లాగివేయగలడా? దాని రెండు కవచాలను గుచ్చి రంధ్రం చేయగలడా?
[IRV | TE | OT | Job | Chapter 41 | Verse 14] దాని భయంకరమైన కోరలు ఉన్న ముఖ ద్వారాలను తెరవగల వాడెవడు?
[IRV | TE | OT | Job | Chapter 41 | Verse 15] దాని వీపుకు దృఢమైన పొలుసులు అతికి ఉన్నాయి. విడదీయలేనంత గట్టిగా అవి కూర్చి ఉన్నాయి.
[IRV | TE | OT | Job | Chapter 41 | Verse 16] అవి ఒకదానితో ఒకటి హత్తుకుని ఉన్నాయి. వాటి మధ్యకు గాలి ఏమాత్రం చొరబడదు.
[IRV | TE | OT | Job | Chapter 41 | Verse 17] అవి ఒకదానితో ఒకటి అతికి ఉన్నాయి. వాటిని ఛేదించడం ఎవరివల్లా కాదు.
[IRV | TE | OT | Job | Chapter 41 | Verse 18] అది తుమ్మితే వెలుగు చిమ్ముతుంది. దాని కళ్ళు ఉదయకాలపు కనురెప్పల్లాగా ఉన్నాయి.
[IRV | TE | OT | Job | Chapter 41 | Verse 19] దాని నోటి నుండి మండే నిప్పులు బయలుదేరుతాయి. అగ్ని కణాలు దాని నుండి లేస్తాయి.
[IRV | TE | OT | Job | Chapter 41 | Verse 20] పొయ్యిపై మసులుతున్న కాగులోనుండి, బాగా గాలి విసిరి రాజబెట్టిన మంటలోనుండి లేచినట్టు దాని నాసికా రంధ్రాల్లో నుండి పొగ లేస్తుంది.
[IRV | TE | OT | Job | Chapter 41 | Verse 21] దాని ఊపిరి నిప్పులను మండిస్తుంది. దాని నోటి నుండి జ్వాలలు బయలుదేరుతాయి.
[IRV | TE | OT | Job | Chapter 41 | Verse 22] దాని మెడలో బలముంది. భయం దాని ఎదుట తాండవమాడుతూ ఉంటుంది.
[IRV | TE | OT | Job | Chapter 41 | Verse 23] దాని దళసరి కండరాలు గట్టిగా అతికి ఉన్నాయి. అవి దాని ఒంటిని గట్టిగా అంటి ఉన్నాయి. అవి ఊడి రావు.
[IRV | TE | OT | Job | Chapter 41 | Verse 24] దాని గుండె రాయి లాగా గట్టిగా ఉంది. అది తిరగలి కింది దిమ్మంత కఠినం.
[IRV | TE | OT | Job | Chapter 41 | Verse 25] అది లేచేటప్పుడు మహామహులు సైతం భయపడతారు. భయంతో వారు వెనక్కి తగ్గుతారు.
[IRV | TE | OT | Job | Chapter 41 | Verse 26] కత్తి దెబ్బ దాన్ని ఏమీ చెయ్యదు. ఈటె, బాణం, పదునైన ఏ అయుధమైనా పనికి రావు.
