[ASV | EN | NT | Luke | Chapter 2 | Verse 1] Now it came to pass in those days, there went out a decree from Caesar Augustus, that all the world should be enrolled.
[ASV | EN | NT | Luke | Chapter 2 | Verse 2] This was the first enrollment made when Quirinius was governor of Syria.
[ASV | EN | NT | Luke | Chapter 2 | Verse 3] And all went to enroll themselves, every one to his own city.
[ASV | EN | NT | Luke | Chapter 2 | Verse 4] And Joseph also went up from Galilee, out of the city of Nazareth, into Judea, to the city of David, which is called Bethlehem, because he was of the house and family of David;
[ASV | EN | NT | Luke | Chapter 2 | Verse 5] to enroll himself with Mary, who was betrothed to him as his wife, being great with child.
[ASV | EN | NT | Luke | Chapter 2 | Verse 6] And it came to pass, while they were there, the days were fulfilled that she should be delivered.
[ASV | EN | NT | Luke | Chapter 2 | Verse 7] And she brought forth her firstborn son; and she wrapped him in swaddling clothes, and laid him in the manger, because there was no room for them in the inn.
[ASV | EN | NT | Luke | Chapter 2 | Verse 8] And there were shepherds in the same country abiding in the field, and keeping watch by night over their flock.
[ASV | EN | NT | Luke | Chapter 2 | Verse 9] And lo, an angel of the Lord stood by them, and the glory of the Lord shone round about them: and they were sore afraid.
[ASV | EN | NT | Luke | Chapter 2 | Verse 10] And the angel said unto them, Be not afraid; for behold, I bring you good tidings of great joy which shall be to all the people:
[ASV | EN | NT | Luke | Chapter 2 | Verse 11] for there is born to you this day in the city of David a Savior, who is Christ the Lord.
[ASV | EN | NT | Luke | Chapter 2 | Verse 12] And this is the sign unto you: Ye shall find a babe wrapped in swaddling clothes, lying in the manger.
[ASV | EN | NT | Luke | Chapter 2 | Verse 13] And suddenly there was with the angel a multitude of the heavenly host praising God, and saying,
[ASV | EN | NT | Luke | Chapter 2 | Verse 14] Glory to God in the highest, And on earth peace, good pleasure among men.
[ASV | EN | NT | Luke | Chapter 2 | Verse 15] And it came to pass, when the angels went away from them into heaven, that the men, the shepherds, said one to another, Let us now go even unto Bethlehem, and see this thing that is come to pass, which the Lord hath made known unto us.
[ASV | EN | NT | Luke | Chapter 2 | Verse 16] And they came with haste, and found both Mary and Joseph, and the babe lying in the manger.
[ASV | EN | NT | Luke | Chapter 2 | Verse 17] And when they saw it, they made known abroad concerning the saying which was spoken to them about this child.
[ASV | EN | NT | Luke | Chapter 2 | Verse 18] And all that heard it wondered at the things which were spoken unto them by the shepherds.
[ASV | EN | NT | Luke | Chapter 2 | Verse 19] But Mary kept all these sayings, pondering them in her heart.
[ASV | EN | NT | Luke | Chapter 2 | Verse 20] And the shepherds returned, glorifying and praising God for all the things that they had heard and seen, even as it was spoken unto them.
[ASV | EN | NT | Luke | Chapter 2 | Verse 21] And when eight days were fulfilled for circumcising him, his name was called JESUS, which was so called by the angel before he was conceived in the womb.
[ASV | EN | NT | Luke | Chapter 2 | Verse 22] And when the days of their purification according to the law of Moses were fulfilled, they brought him up to Jerusalem, to present him to the Lord
[ASV | EN | NT | Luke | Chapter 2 | Verse 23] (as it is written in the law of the Lord, Every male that openeth the womb shall be called holy to the Lord),
[ASV | EN | NT | Luke | Chapter 2 | Verse 24] and to offer a sacrifice according to that which is said in the law of the Lord, A pair of turtledoves, or two young pigeons.
[ASV | EN | NT | Luke | Chapter 2 | Verse 25] And behold, there was a man in Jerusalem, whose name was Simeon; and this man was righteous and devout, looking for the consolation of Israel: and the Holy Spirit was upon him.
[ASV | EN | NT | Luke | Chapter 2 | Verse 26] And it had been revealed unto him by the Holy Spirit, that he should not see death, before he had seen the Lord’s Christ.
[ASV | EN | NT | Luke | Chapter 2 | Verse 27] And he came in the Spirit into the temple: and when the parents brought in the child Jesus, that they might do concerning him after the custom of the law,
[ASV | EN | NT | Luke | Chapter 2 | Verse 28] then he received him into his arms, and blessed God, and said,
[ASV | EN | NT | Luke | Chapter 2 | Verse 29] Now lettest thou thy servant depart, Lord, According to thy word, in peace;
[ASV | EN | NT | Luke | Chapter 2 | Verse 30] For mine eyes have seen thy salvation,
[ASV | EN | NT | Luke | Chapter 2 | Verse 31] Which thou hast prepared before the face of all peoples;
[ASV | EN | NT | Luke | Chapter 2 | Verse 32] A light for revelation to the Gentiles, And the glory of thy people Israel.
[ASV | EN | NT | Luke | Chapter 2 | Verse 33] And Joseph and his mother were marveling at the things which were spoken concerning him;
[ASV | EN | NT | Luke | Chapter 2 | Verse 34] and Simeon blessed them, and said unto Mary his mother, Behold, this child is set for the falling and the rising of many in Israel; and for a sign which is spoken against;
[ASV | EN | NT | Luke | Chapter 2 | Verse 35] yea and a sword shall pierce through thine own soul; that thoughts out of many hearts may be revealed.
[ASV | EN | NT | Luke | Chapter 2 | Verse 36] And there was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Asher (she was of a great age, having lived with a husband seven years from her virginity,
[ASV | EN | NT | Luke | Chapter 2 | Verse 37] and she was a widow of about fourscore and four years), who departed not from the temple, worshiping with fastings and supplications night and day.
[ASV | EN | NT | Luke | Chapter 2 | Verse 38] And she, coming up at that very hour, gave thanks unto the Lord, and spake of him to all them that were looking for redemption in Jerusalem.
[ASV | EN | NT | Luke | Chapter 2 | Verse 39] And when they had accomplished all things that were according to the law of the Lord, they returned into Galilee, to their own city Nazareth.
[ASV | EN | NT | Luke | Chapter 2 | Verse 40] And the child grew, and waxed strong in spirit, filled with wisdom: and the grace of God was upon him.
[ASV | EN | NT | Luke | Chapter 2 | Verse 41] And his parents went every year to Jerusalem at the feast of the passover.
[ASV | EN | NT | Luke | Chapter 2 | Verse 42] And when he was twelve years old, they went up to Jerusalem after the custom of the feast;
[ASV | EN | NT | Luke | Chapter 2 | Verse 43] and when they had fulfilled the days, as they were returning, the boy Jesus tarried behind in Jerusalem; and Joseph and his mother knew it not;
[ASV | EN | NT | Luke | Chapter 2 | Verse 44] but supposing him to be in the company, they went a day’s journey; and they sought for him among their kinsfolk and among their acquaintance:
[ASV | EN | NT | Luke | Chapter 2 | Verse 45] and when they found him not, they returned to Jerusalem, seeking him.
[ASV | EN | NT | Luke | Chapter 2 | Verse 46] And it came to pass, after three days they found him in the temple, sitting in the midst of the teachers, both hearing them, and asking them questions:
[ASV | EN | NT | Luke | Chapter 2 | Verse 47] and all that heard him were amazed at his understanding and his answers.
[ASV | EN | NT | Luke | Chapter 2 | Verse 48] And when they saw him, they were astonished; and his mother said unto him, Son, why hast thou thus dealt with us? behold, thy father and I sought thee sorrowing.
[ASV | EN | NT | Luke | Chapter 2 | Verse 49] And he said unto them, How is it that ye sought me? knew ye not that I must be in my Father’s house?
[ASV | EN | NT | Luke | Chapter 2 | Verse 50] And they understood not the saying which he spake unto them.
[ASV | EN | NT | Luke | Chapter 2 | Verse 51] And he went down with them, and came to Nazareth; and he was subject unto them: and his mother kept all these sayings in her heart.
[ASV | EN | NT | Luke | Chapter 2 | Verse 52] And Jesus advanced in wisdom and stature, and in favor with God and men.
