[GNV | EN | NT | John | Chapter 10 | Verse 1] Verely, verely I say vnto you, Hee that entreth not in by the doore into the sheepefolde, but climeth vp another way, he is a theefe and a robber.
[GNV | EN | NT | John | Chapter 10 | Verse 2] But he that goeth in by the doore, is the shepheard of the sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 3] To him the porter openeth, and the sheepe heare his voyce, and he calleth his owne sheepe by name, and leadeth them out.
[GNV | EN | NT | John | Chapter 10 | Verse 4] And when hee hath sent foorth his owne sheepe, he goeth before them, and the sheepe follow him: for they know his voyce.
[GNV | EN | NT | John | Chapter 10 | Verse 5] And they will not follow a stranger, but they flee from him: for they know not the voyce of strangers.
[GNV | EN | NT | John | Chapter 10 | Verse 6] This parable spake Iesus vnto them: but they vnderstoode not what things they were which he spake vnto them.
[GNV | EN | NT | John | Chapter 10 | Verse 7] Then sayd Iesus vnto them againe, Verely, verely I say vnto you, I am that doore of the sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 8] All, that euer came before me, are theeues and robbers: but the sheepe did not heare them.
[GNV | EN | NT | John | Chapter 10 | Verse 9] I am that doore: by me if any man enter in, he shall be saued, and shall go in, and go out, and finde pasture.
[GNV | EN | NT | John | Chapter 10 | Verse 10] The theefe commeth not, but for to steale, and to kill, and to destroy: I am come that they might haue life, and haue it in abundance.
[GNV | EN | NT | John | Chapter 10 | Verse 11] I am that good shepheard: that good shepheard giueth his life for his sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 12] But an hireling, and hee which is not the shepheard, neither the sheepe are his owne, seeth the wolfe comming, and hee leaueth the sheepe, and fleeth, and the wolfe catcheth them, and scattreth the sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 13] So the hireling fleeth, because he is an hireling, and careth not for the sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 14] I am that good shepheard, and knowe mine, and am knowen of mine.
[GNV | EN | NT | John | Chapter 10 | Verse 15] As the Father knoweth me, so know I the Father: and I lay downe my life for my sheepe.
[GNV | EN | NT | John | Chapter 10 | Verse 16] Other sheepe I haue also, which are not of this folde: them also must I bring, and they shall heare my voyce: and there shalbe one sheepefolde, and one shepheard.
[GNV | EN | NT | John | Chapter 10 | Verse 17] Therefore doeth my Father loue me, because I lay downe my life, that I might take it againe.
[GNV | EN | NT | John | Chapter 10 | Verse 18] No man taketh it from me, but I lay it downe of my selfe: I haue power to lay it downe, and haue power to take it againe: this commandement haue I receiued of my Father.
[GNV | EN | NT | John | Chapter 10 | Verse 19] Then there was a dissension againe among the Iewes for these sayings,
[GNV | EN | NT | John | Chapter 10 | Verse 20] And many of them sayd, He hath a deuill, and is mad: why heare ye him?
[GNV | EN | NT | John | Chapter 10 | Verse 21] Other sayd, These are not the wordes of him that hath a deuill: can the deuill open the eyes of the blinde?
[GNV | EN | NT | John | Chapter 10 | Verse 22] And it was at Hierusalem the feast of the Dedication, and it was winter.
[GNV | EN | NT | John | Chapter 10 | Verse 23] And Iesus walked in the Temple, in Salomons porche.
[GNV | EN | NT | John | Chapter 10 | Verse 24] Then came the Iewes round about him, and sayd vnto him, Howe long doest thou make vs dout? If thou be that Christ, tell vs plainely.
[GNV | EN | NT | John | Chapter 10 | Verse 25] Iesus answered them, I tolde you, and ye beleeue not: the workes that I doe in my Fathers Name, they beare witnes of me.
[GNV | EN | NT | John | Chapter 10 | Verse 26] But ye beleeue not: for ye are not of my sheepe, as I sayd vnto you.
[GNV | EN | NT | John | Chapter 10 | Verse 27] My sheepe heare my voyce, and I knowe them, and they follow me,
[GNV | EN | NT | John | Chapter 10 | Verse 28] And I giue vnto them eternall life, and they shall neuer perish, neither shall any plucke them out of mine hand.
[GNV | EN | NT | John | Chapter 10 | Verse 29] My Father which gaue them me, is greater then all, and none is able to take them out of my Fathers hand.
[GNV | EN | NT | John | Chapter 10 | Verse 30] I and my Father are one.
[GNV | EN | NT | John | Chapter 10 | Verse 31] Then ye Iewes againe tooke vp stones, to stone him.
[GNV | EN | NT | John | Chapter 10 | Verse 32] Iesus answered them, Many good workes haue I shewed you from my Father: for which of these workes doe ye stone me?
[GNV | EN | NT | John | Chapter 10 | Verse 33] The Iewes answered him, saying, For the good worke we stone thee not, but for blasphemie, and that thou being a man, makest thy selfe God.
[GNV | EN | NT | John | Chapter 10 | Verse 34] Iesus answered them, Is it not written in your Lawe, I sayd, Ye are gods?
[GNV | EN | NT | John | Chapter 10 | Verse 35] If hee called them gods, vnto whome the worde of God was giuen, and the Scripture cannot be broken,
[GNV | EN | NT | John | Chapter 10 | Verse 36] Say ye of him, whome the Father hath sanctified, and sent into the worlde, Thou blasphemest, because I said, I am the Sonne of God?
[GNV | EN | NT | John | Chapter 10 | Verse 37] If I doe not the workes of my Father, beleeue me not.
[GNV | EN | NT | John | Chapter 10 | Verse 38] But if I doe, then though ye beleeue not mee, yet beleeue the workes, that ye may knowe and beleeue, that the Father is in me, and I in him.
[GNV | EN | NT | John | Chapter 10 | Verse 39] Againe they went about to take him: but he escaped out of their handes,
[GNV | EN | NT | John | Chapter 10 | Verse 40] And went againe beyonde Iordan, into the place where Iohn first baptized, and there abode.
[GNV | EN | NT | John | Chapter 10 | Verse 41] And many resorted vnto him, and saide, Iohn did no miracle: but all thinges that Iohn spake of this man, were true.
[GNV | EN | NT | John | Chapter 10 | Verse 42] And many beleeued in him there.
