[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 1] Benjamin became the father of Bela his firstborn, Ashbel the second, Aharah the third,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 2] Nohah the fourth, and Rapha the fifth.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 3] Bela had sons: Addar, Gera, Abihud,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 4] Abishua, Naaman, Ahoah,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 5] Gera, Shephuphan, and Huram.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 6] These are the sons of Ehud. These are the heads of fathers’ households of the inhabitants of Geba, who were carried captive to Manahath:
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 7] Naaman, Ahijah, and Gera, who carried them captive; and he became the father of Uzza and Ahihud.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 8] Shaharaim became the father of children in the field of Moab, after he had sent them away. Hushim and Baara were his wives.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 9] By Hodesh his wife, he became the father of Jobab, Zibia, Mesha, Malcam,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 10] Jeuz, Shachia, and Mirmah. These were his sons, heads of fathers’ households.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 11] By Hushim, he became the father of Abitub and Elpaal.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 12] The sons of Elpaal: Eber, Misham, and Shemed, who built Ono and Lod, with its towns;
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 13] and Beriah and Shema, who were heads of fathers’ households of the inhabitants of Aijalon, who put to flight the inhabitants of Gath;
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 14] and Ahio, Shashak, Jeremoth,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 15] Zebadiah, Arad, Eder,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 16] Michael, Ishpah, Joha, the sons of Beriah,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 17] Zebadiah, Meshullam, Hizki, Heber,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 18] Ishmerai, Izliah, Jobab, the sons of Elpaal,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 19] Jakim, Zichri, Zabdi,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 20] Elienai, Zillethai, Eliel,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 21] Adaiah, Beraiah, Shimrath, the sons of Shimei,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 22] Ishpan, Eber, Eliel,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 23] Abdon, Zichri, Hanan,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 24] Hananiah, Elam, Anthothijah,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 25] Iphdeiah, Penuel, the sons of Shashak,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 26] Shamsherai, Shehariah, Athaliah,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 27] Jaareshiah, Elijah, Zichri, and the sons of Jeroham.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 28] These were heads of fathers’ households throughout their generations, chief men. These lived in Jerusalem.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 29] The father of Gibeon, whose wife’s name was Maacah, lived in Gibeon
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 30] with his firstborn son Abdon, Zur, Kish, Baal, Nadab,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 31] Gedor, Ahio, Zecher,
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 32] and Mikloth, who became the father of Shimeah. They also lived with their families in Jerusalem, near their relatives.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 33] Ner became the father of Kish. Kish became the father of Saul. Saul became the father of Jonathan, Malchishua, Abinadab, and Eshbaal.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 34] The son of Jonathan was Merib-baal. Merib-baal became the father of Micah.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 35] The sons of Micah: Pithon, Melech, Tarea, and Ahaz.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 36] Ahaz became the father of Jehoaddah. Jehoaddah became the father of Alemeth, Azmaveth, and Zimri. Zimri became the father of Moza.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 37] Moza became the father of Binea. Raphah was his son, Eleasah his son, and Azel his son.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 38] Azel had six sons, whose names are these: Azrikam, Bocheru, Ishmael, Sheariah, Obadiah, and Hanan. All these were the sons of Azel.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 39] The sons of Eshek his brother: Ulam his firstborn, Jeush the second, and Eliphelet the third.
[WEB | EN | OT | 1 Chronicles | Chapter 8 | Verse 40] The sons of Ulam were mighty men of valor, archers, and had many sons, and grandsons, one hundred fifty. All these were of the sons of Benjamin.
