[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 1] Hiram king of Tyre sent messengers to David with cedar trees, masons, and carpenters, to build him a house.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 2] David perceived that the LORD had established him king over Israel, for his kingdom was highly exalted, for his people Israel’s sake.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 3] David took more wives in Jerusalem, and David became the father of more sons and daughters.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 4] These are the names of the children whom he had in Jerusalem: Shammua, Shobab, Nathan, Solomon,
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 5] Ibhar, Elishua, Elpelet,
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 6] Nogah, Nepheg, Japhia,
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 7] Elishama, Beeliada, and Eliphelet.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 8] When the Philistines heard that David was anointed king over all Israel, all the Philistines went up to seek David; and David heard of it, and went out against them.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 9] Now the Philistines had come and made a raid in the valley of Rephaim.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 10] David inquired of God, saying, “Shall I go up against the Philistines? Will you deliver them into my hand?” The LORD said to him, “Go up; for I will deliver them into your hand.”
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 11] So they came up to Baal Perazim, and David defeated them there. David said, God has broken my enemies by my hand, like waters breaking out. Therefore they called the name of that place Baal Perazim.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 12] They left their gods there; and David gave a command, and they were burned with fire.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 13] The Philistines made another raid in the valley.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 14] David inquired again of God; and God said to him, “You shall not go up after them. Turn away from them, and come on them opposite the mulberry trees.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 15] When you hear the sound of marching in the tops of the mulberry trees, then go out to battle; for God has gone out before you to strike the army of the Philistines.”
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 16] David did as God commanded him; and they attacked the army of the Philistines from Gibeon even to Gezer.
[WEB | EN | OT | 1 Chronicles | Chapter 14 | Verse 17] The fame of David went out into all lands; and the LORD brought the fear of him on all nations.
