[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 1] So all Israel were listed by genealogies; and behold, they are written in the book of the kings of Israel. Judah was carried away captive to Babylon for their disobedience.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 2] Now the first inhabitants who lived in their possessions in their cities were Israel, the priests, the Levites, and the temple servants.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 3] In Jerusalem, there lived of the children of Judah, of the children of Benjamin, and of the children of Ephraim and Manasseh:
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 4] Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Perez the son of Judah.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 5] Of the Shilonites: Asaiah the firstborn and his sons.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 6] Of the sons of Zerah: Jeuel and their brothers, six hundred ninety.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 7] Of the sons of Benjamin: Sallu the son of Meshullam, the son of Hodaviah, the son of Hassenuah;
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 8] and Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri; and Meshullam the son of Shephatiah, the son of Reuel, the son of Ibnijah;
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 9] and their brothers, according to their generations, nine hundred fifty-six. All these men were heads of fathers’ households by their fathers’ houses.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 10] Of the priests: Jedaiah, Jehoiarib, Jachin,
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 11] and Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of God’s house;
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 12] and Adaiah the son of Jeroham, the son of Pashhur, the son of Malchijah; and Maasai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 13] and their brothers, heads of their fathers’ houses, one thousand seven hundred sixty; they were very able men for the work of the service of God’s house.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 14] Of the Levites: Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 15] and Bakbakkar, Heresh, Galal, and Mattaniah the son of Mica, the son of Zichri, the son of Asaph,
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 16] and Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun; and Berechiah the son of Asa, the son of Elkanah, who lived in the villages of the Netophathites.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 17] The gatekeepers: Shallum, Akkub, Talmon, Ahiman, and their brothers (Shallum was the chief),
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 18] who previously served in the king’s gate eastward. They were the gatekeepers for the camp of the children of Levi.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 19] Shallum was the son of Kore, the son of Ebiasaph, the son of Korah, and his brothers, of his father’s house, the Korahites, were over the work of the service, keepers of the thresholds of the tent. Their fathers had been over the LORD’s camp, keepers of the entry.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 20] Phinehas the son of Eleazar was ruler over them in time past, and the LORD was with him.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 21] Zechariah the son of Meshelemiah was gatekeeper of the door of the Tent of Meeting.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 22] All these who were chosen to be gatekeepers in the thresholds were two hundred twelve. These were listed by genealogy in their villages, whom David and Samuel the seer ordained in their office of trust.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 23] So they and their children had the oversight of the gates of the LORD’s house, even the house of the tent, as guards.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 24] On the four sides were the gatekeepers, toward the east, west, north, and south.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 25] Their brothers, in their villages, were to come in every seven days from time to time to be with them,
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 26] for the four chief gatekeepers, who were Levites, were in an office of trust, and were over the rooms and over the treasuries in God’s house.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 27] They stayed around God’s house, because that was their duty; and it was their duty to open it morning by morning.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 28] Certain of them were in charge of the vessels of service, for these were brought in by count, and these were taken out by count.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 29] Some of them also were appointed over the furniture, and over all the vessels of the sanctuary, over the fine flour, the wine, the oil, the frankincense, and the spices.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 30] Some of the sons of the priests prepared the mixing of the spices.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 31] Mattithiah, one of the Levites, who was the firstborn of Shallum the Korahite, had the office of trust over the things that were baked in pans.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 32] Some of their brothers, of the sons of the Kohathites, were over the show bread, to prepare it every Sabbath.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 33] These are the singers, heads of fathers’ households of the Levites, who lived in the rooms and were free from other service, for they were employed in their work day and night.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 34] These were heads of fathers’ households of the Levites, throughout their generations, chief men. They lived at Jerusalem.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 35] Jeiel the father of Gibeon, whose wife’s name was Maacah, lived in Gibeon.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 36] His firstborn son was Abdon, then Zur, Kish, Baal, Ner, Nadab,
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 37] Gedor, Ahio, Zechariah, and Mikloth.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 38] Mikloth became the father of Shimeam. They also lived with their relatives in Jerusalem, near their relatives.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 39] Ner became the father of Kish. Kish became the father of Saul. Saul became the father of Jonathan, Malchishua, Abinadab, and Eshbaal.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 40] The son of Jonathan was Merib-baal. Merib-baal became the father of Micah.
[WEB | EN | OT | 1 Chronicles | Chapter 9 | Verse 41] The sons of Micah: Pithon, Melech, Tahrea, and Ahaz.
