[DRA | EN | OT | Joshua | Chapter 19 | Verse 1] And the second lot came forth for the children of Simeon by their kindreds: and their inheritance was
[DRA | EN | OT | Joshua | Chapter 19 | Verse 2] In the midst of the possession of the children of Juda: Bersabee and Sabee and Molada,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 3] And Hasersual, Bala and Asem,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 4] And Eltholad, Bethul and Harma,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 5] And Siceleg and Bethmarchaboth and Hasersusa,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 6] And Bethlebaoth and Sarohen: thirteen cities, and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 7] Ain and Remmon and Athor and Asan: four cities, and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 8] And all the villages round about these cities to Baalath Beer Ramath to the south quarter. This is the inheritance of the children of Simeon according to their kindreds,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 9] In the possession and lot of the children of Juda: because it was too great, and therefore the children of Simeon had their possession in the midst of their inheritance.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 10] And the third lot fell to the children of Zabulon by their kindreds: and the border of their possession was unto Sarid.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 11] And it went up from the sea and from Merala, and came to Debbaseth: as far as the torrent, which is over against Jeconam.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 12] And it returneth from Sarid eastward to the borders of Ceseleththabor: and it goeth out to Dabereth, and ascendeth towards Japhie.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 13] And it passeth along from thence to the east side of Gethhepher and Thacasin: and goeth out to Remmon, Amthar and Noa.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 14] And it turneth about to the north of Hanathon: and the outgoings thereof are the valley of Jephtahel,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 15] And Cateth and Naalol and Semeron and Jedala and Bethlehem: twelve cities and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 16] This is the inheritance of the tribe of the children of Zabulon by their kindreds, the cities and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 17] The fourth lot came out to Issachar by their kindreds.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 18] And his inheritance was Jezrael and Casaloth and Sunem,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 19] And Hapharaim and Seen and Anaharath,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 20] And Rabboth and Cesion, Abes,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 21] And Rameth and Engannim and Enhadda and Bethpheses.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 22] And the border thereof cometh to Thabor and Sehesima and Bethsames: and the outgoings thereof shall be at the Jordan: sixteen cities, and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 23] This is the possession of the sons of Issachar by their kindreds, the cities and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 24] And the fifth lot fell to the tribe of the children of Aser by their kindreds:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 25] And their border was Halcath and Chali and Beten and Axaph,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 26] And Elmelech and Amaad and Messal: and it reacheth to Carmel by the sea and Sihor and Labanath,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 27] And it returneth towards the east to Bethdagon: and passeth along to Zabulon and to the valley of Jephthael towards the north to Bethemec and Nehiel. And it goeth out to the left side of Cabul,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 28] And to Abaran and Rohob and Hamon and Cana, as far as the great Sidon.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 29] And it returneth to Horma to the strong city of Tyre, and to Hosa: and the outgoings thereof shall be at the sea from the portion of Achziba:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 30] And Amma and Aphec and Rohob: twenty-two cities, and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 31] This is the possession of the children of Aser by their kindreds, and the cities and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 32] The sixth lot came out to the sons of Nephtali by their families:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 33] And the border began from Heleph and Elon to Saananim, and Adami, which is Neceb, and Jebnael even to Lecum: and their outgoings unto the Jordan:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 34] And the border returneth westward to Azanotthabor, and goeth out from thence to Hucuca, and passeth along to Zabulon southward, and to Aser westward, and to Juda upon the Jordan towards the rising of the sun.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 35] And the strong cities are Assedim, Ser, and Emath, and Reccath and Cenereth,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 36] And Edema and Arama, Asor,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 37] And Cedes and Edri, Enhasor,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 38] And Jeron and Magdalel, Herem, and Bethanath and Bethsames: nineteen cities, and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 39] This is the possession of the tribe of the children of Nephtali by their kindreds, the cities and their villages.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 40] The seventh lot came out to the tribe of the children of Dan by their families:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 41] And the border of their possession was Saraa and Esthaol, and Hirsemes, that is, the city of the sun.
[DRA | EN | OT | Joshua | Chapter 19 | Verse 42] Selebin and Aialon and Jethela,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 43] Elon and Themna and Acron,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 44] Elthece, Gebbethon and Balaath,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 45] And Jud and Bane and Barach and Gethremmon:
[DRA | EN | OT | Joshua | Chapter 19 | Verse 46] And Mejarcon and Arecon, with the border that looketh towards Joppe,
[DRA | EN | OT | Joshua | Chapter 19 | Verse 47] And is terminated there. And the children of Dan went up and fought against Lesem, and took it: and they put it to the sword, and possessed it, and dwelt in it, calling the name of it Lesem Dan, by the name of Dan their father.
