[WLC | HE | OT | Psalms | Chapter 116 | Verse 1] אָ֭הַבְתִּי כִּֽי־יִשְׁמַ֥ע ׀ יְהוָ֑ה אֶת־ק֝וֹלִ֗י תַּחֲנוּנָֽי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 2] כִּֽי־הִטָּ֣ה אָזְנ֣וֹ לִ֑י וּבְיָמַ֥י אֶקְרָֽא׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 3] אֲפָפ֤וּנִי ׀ חֶבְלֵי־מָ֗וֶת וּמְצָרֵ֣י שְׁא֣וֹל מְצָא֑וּנִי צָרָ֖ה וְיָג֣וֹן אֶמְצָֽא׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 4] וּבְשֵֽׁם־יְהוָ֥ה אֶקְרָ֑א אָנָּ֥ה יְ֝הוָ֗ה מַלְּטָ֥ה נַפְשִֽׁי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 5] חַנּ֣וּן יְהֹוָ֣ה וְצַדִּ֑יק וֵ֖אלֹהֵ֣ינוּ מְרַחֵֽם׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 6] שֹׁמֵ֣ר פְּתָאיִ֣ם יְהֹוָ֑ה דַּ֝לּוֹתִ֗י וְלִ֣י יְהוֹשִֽׁיעַ׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 7] שׁוּבִ֣י נַ֭פְשִׁי לִמְנוּחָ֑יְכִי כִּֽי־יְ֝הוָ֗ה גָּמַ֥ל עָלָֽיְכִי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 8] כִּ֤י חִלַּ֥צְתָּ נַפְשִׁ֗י מִ֫מָּ֥וֶת אֶת־עֵינִ֥י מִן־דִּמְעָ֑ה אֶת־רַגְלִ֥י מִדֶּֽחִי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 9] אֶ֭תְהַלֵּךְ לִפְנֵ֣י יְהוָ֑ה בְּ֝אַרְצ֗וֹת הַֽחַיִּֽים׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 10] הֶ֭אֱמַנְתִּי כִּ֣י אֲדַבֵּ֑ר אֲ֝נִ֗י עָנִ֥יתִי מְאֹֽד׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 11] אֲ֭נִי אָמַ֣רְתִּי בְחָפְזִ֑י כָּֽל־הָאָדָ֥ם כֹּזֵֽב׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 12] מָֽה־אָשִׁ֥יב לַיהוָ֑ה כָּֽל־תַּגְמוּל֥וֹהִי עָלָֽי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 13] כּוֹס־יְשׁוּע֥וֹת אֶשָּׂ֑א וּבְשֵׁ֖ם יְהוָ֣ה אֶקְרָֽא׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 14] נְ֭דָרַי לַיהוָ֣ה אֲשַׁלֵּ֑ם נֶגְדָה־נָּ֝֗א לְכָל־עַמּֽוֹ׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 15] יָ֭קָר בְּעֵינֵ֣י יְהוָ֑ה הַ֝מָּ֗וְתָה לַחֲסִידָֽיו׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 16] אָֽנָּ֣ה יְהוָה֮ כִּֽי־אֲנִ֪י עַ֫בְדֶּ֥ךָ אֲֽנִי־עַ֭בְדְּךָ בֶּן־אֲמָתֶ֑ךָ פִּ֝תַּ֗חְתָּ לְמוֹסֵרָֽי׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 17] לְֽךָ־אֶ֭זְבַּח זֶ֣בַח תּוֹדָ֑ה וּבְשֵׁ֖ם יְהוָ֣ה אֶקְרָֽא׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 18] נְ֭דָרַי לַיהוָ֣ה אֲשַׁלֵּ֑ם נֶגְדָה־נָּ֝֗א לְכָל־עַמּֽוֹ׃
[WLC | HE | OT | Psalms | Chapter 116 | Verse 19] בְּחַצְר֤וֹת ׀ בֵּ֤ית יְהוָ֗ה בְּֽת֘וֹכֵ֤כִי יְֽרוּשָׁלִָ֗ם הַֽלְלוּ־יָֽהּ ׃
