[WLC | HE | OT | Psalms | Chapter 80 | Verse 1] לַמְנַצֵּ֥חַ אֶל־שֹׁשַׁנִּ֑ים עֵד֖וּת לְאָסָ֣ף מִזְמֽוֹר׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 2] רֹ֘עֵ֤ה יִשְׂרָאֵ֨ל ׀ הַאֲזִ֗ינָה נֹהֵ֣ג כַּצֹּ֣אן יוֹסֵ֑ף יֹשֵׁ֖ב הַכְּרוּבִ֣ים הוֹפִֽיעָה׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 3] לִפְנֵ֤י אֶפְרַ֨יִם ׀ וּבִנְיָ֘מִ֤ן וּמְנַשֶּׁ֗ה עוֹרְרָ֥ה אֶת־גְּבֽוּרָתֶ֑ךָ וּלְכָ֖ה לִישֻׁעָ֣תָה לָּֽנוּ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 4] אֱלֹהִ֥ים הֲשִׁיבֵ֑נוּ וְהָאֵ֥ר פָּ֝נֶ֗יךָ וְנִוָּשֵֽׁעָה׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 5] יְהוָ֣ה אֱלֹהִ֣ים צְבָא֑וֹת עַד־מָתַ֥י עָ֝שַׁ֗נְתָּ בִּתְפִלַּ֥ת עַמֶּֽךָ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 6] הֶ֭אֱכַלְתָּם לֶ֣חֶם דִּמְעָ֑ה וַ֝תַּשְׁקֵ֗מוֹ בִּדְמָע֥וֹת שָׁלִֽישׁ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 7] תְּשִׂימֵ֣נוּ מָ֭דוֹן לִשְׁכֵנֵ֑ינוּ וְ֝אֹיְבֵ֗ינוּ יִלְעֲגוּ־לָֽמוֹ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 8] אֱלֹהִ֣ים צְבָא֣וֹת הֲשִׁיבֵ֑נוּ וְהָאֵ֥ר פָּ֝נֶ֗יךָ וְנִוָּשֵֽׁעָה׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 9] גֶּ֭פֶן מִמִּצְרַ֣יִם תַּסִּ֑יעַ תְּגָרֵ֥שׁ גּ֝וֹיִ֗ם וַתִּטָּעֶֽהָ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 10] פִּנִּ֥יתָ לְפָנֶ֑יהָ וַתַּשְׁרֵ֥שׁ שָׁ֝רָשֶׁ֗יהָ וַתְּמַלֵּא־אָֽרֶץ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 11] כָּסּ֣וּ הָרִ֣ים צִלָּ֑הּ וַ֝עֲנָפֶ֗יהָ אַֽרְזֵי־אֵֽל׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 12] תְּשַׁלַּ֣ח קְצִירֶ֣הָ עַד־יָ֑ם וְאֶל־נָ֝הָ֗ר יֽוֹנְקוֹתֶֽיהָ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 13] לָ֭מָּה פָּרַ֣צְתָּ גְדֵרֶ֑יהָ וְ֝אָר֗וּהָ כָּל־עֹ֥בְרֵי דָֽרֶךְ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 14] יְכַרְסְמֶ֣נָּֽה חֲזִ֣יר 'l s="H3293"'מִיָּ֑'seg type="x-suspended"'עַ'seg'ר'/l' וְזִ֖יז שָׂדַ֣י יִרְעֶֽנָּה׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 15] אֱלֹהִ֣ים צְבָאוֹת֮ שֽׁ֫וּב־נָ֥א הַבֵּ֣ט מִשָּׁמַ֣יִם וּרְאֵ֑ה וּ֝פְקֹ֗ד גֶּ֣פֶן זֹֽאת׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 16] וְ֭כַנָּה אֲשֶׁר־נָטְעָ֣ה יְמִינֶ֑ךָ וְעַל־בֵּ֝֗ן אִמַּ֥צְתָּה לָּֽךְ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 17] שְׂרֻפָ֣ה בָאֵ֣שׁ כְּסוּחָ֑ה מִגַּעֲרַ֖ת פָּנֶ֣יךָ יֹאבֵֽדוּ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 18] תְּֽהִי־יָ֭דְךָ עַל־אִ֣ישׁ יְמִינֶ֑ךָ עַל־בֶּן־אָ֝דָ֗ם אִמַּ֥צְתָּ לָּֽךְ׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 19] וְלֹא־נָס֥וֹג מִמֶּ֑ךָּ תְּ֝חַיֵּ֗נוּ וּבְשִׁמְךָ֥ נִקְרָֽא׃
[WLC | HE | OT | Psalms | Chapter 80 | Verse 20] יְה֘וָ֤ה אֱלֹהִ֣ים צְבָא֣וֹת הֲשִׁיבֵ֑נוּ הָאֵ֥ר פָּ֝נֶ֗יךָ וְנִוָּשֵֽׁעָה׃
