[DRA | EN | OT | Proverbs | Chapter 1 | Verse 1] The parables of Solomon, the son of David, king of Israel.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 2] To know wisdom, and instruction:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 3] To understand the words of prudence: and to receive the instruction of doctrine, justice, and judgment, and equity:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 4] To give subtilty to little ones, to the young man knowledge and understanding.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 5] A wise man shall hear and shall be wiser: and he that understandeth, shall possess governments.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 6] He shall understand a parable, and the interpretation, the words of the wise, and their mysterious sayings.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 7] The fear of the Lord is the beginning of wisdom. Fools despise wisdom and instruction.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 8] My son, hear the instruction of thy father, and forsake not the law of thy mother:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 9] That grace may be added to thy head, and a chain of gold to thy neck.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 10] My son, if sinners shall entice thee, consent not to them.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 11] If they shall say: Come with us, let us lie in wait for blood, let us hide snares for the innocent without cause:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 12] Let us swallow him up alive like hell, and whole as one that goeth down into the pit.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 13] We shall find all precious substance, we shall fill our houses with spoils.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 14] Cast in thy lot with us, let us all have one purse.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 15] My son, walk not thou with them, restrain thy foot from their paths.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 16] For their feet run to evil, and make haste to shed blood.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 17] But a net is spread in vain before the eyes of them that have wings.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 18] And they themselves lie in wait for their own blood, and practise deceits against their own souls.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 19] So the wage of every covetous man destroy the souls of the possessors.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 20] Wisdom preacheth abroad, she uttereth her voice in the streets:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 21] At the head of multitudes she crieth out, in the entrance of the gates of the city she uttereth her words, saying:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 22] O children, how long will you love childishness, and fools covet those things which are hurtful to themselves, and the unwise hate knowledge?
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 23] Turn ye at my reproof: behold I will utter my spirit to you, and will shew you my words.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 24] Because I called, and you refused: I stretched out my hand, and there was none that regarded.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 25] You have despised all my counsel, and have neglected my reprehensions.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 26] I also will laugh in your destruction, and will mock when that shall come to you which you feared.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 27] When sudden calamity shall fall on you, and destruction, as a tempest, shall be at hand: when tribulation and distress shall come upon you:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 28] Then shall they call upon me, and I will not hear: they shall rise in the morning and shall not find me:
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 29] Because they have hated instruction and received not the fear of the Lord,
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 30] Nor consented to my counsel, but despised all my reproof.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 31] Therefore they shall eat the fruit of their own way, and shall be filled with their own devices.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 32] The turning away of little ones shall kill them, and the prosperity of fools shall destroy them.
[DRA | EN | OT | Proverbs | Chapter 1 | Verse 33] But he that shall hear me, shall rest without terror, and shall enjoy abundance, without fear of evils.
