[YLT | EN | OT | Job | Chapter 27 | Verse 1] And Job addeth to lift up his simile, and saith: —
[YLT | EN | OT | Job | Chapter 27 | Verse 2] God liveth! He turned aside my judgment, And the Mighty — He made my soul bitter.
[YLT | EN | OT | Job | Chapter 27 | Verse 3] For all the while my breath [is] in me, And the spirit of God in my nostrils.
[YLT | EN | OT | Job | Chapter 27 | Verse 4] My lips do not speak perverseness, And my tongue doth not utter deceit.
[YLT | EN | OT | Job | Chapter 27 | Verse 5] Pollution to me — if I justify you, Till I expire I turn not aside mine integrity from me.
[YLT | EN | OT | Job | Chapter 27 | Verse 6] On my righteousness I have laid hold, And I do not let it go, My heart doth not reproach me while I live.
[YLT | EN | OT | Job | Chapter 27 | Verse 7] As the wicked is my enemy, And my withstander as the perverse.
[YLT | EN | OT | Job | Chapter 27 | Verse 8] For what [is] the hope of the profane, When He doth cut off? When God doth cast off his soul?
[YLT | EN | OT | Job | Chapter 27 | Verse 9] His cry doth God hear, When distress cometh on him?
[YLT | EN | OT | Job | Chapter 27 | Verse 10] On the Mighty doth he delight himself? Call God at all times?
[YLT | EN | OT | Job | Chapter 27 | Verse 11] I shew you by the hand of God, That which [is] with the Mighty I hide not.
[YLT | EN | OT | Job | Chapter 27 | Verse 12] Lo, ye — all of you — have seen, And why [is] this — ye are altogether vain?
[YLT | EN | OT | Job | Chapter 27 | Verse 13] This [is] the portion of wicked man with God, And the inheritance of terrible ones From the Mighty they receive.
[YLT | EN | OT | Job | Chapter 27 | Verse 14] If his sons multiply — for them [is] a sword. And his offspring [are] not satisfied [with] bread.
[YLT | EN | OT | Job | Chapter 27 | Verse 15] His remnant in death are buried, And his widows do not weep.
[YLT | EN | OT | Job | Chapter 27 | Verse 16] If he heap up as dust silver, And as clay prepare clothing,
[YLT | EN | OT | Job | Chapter 27 | Verse 17] He prepareth — and the righteous putteth [it] on, And the silver the innocent doth apportion.
[YLT | EN | OT | Job | Chapter 27 | Verse 18] He hath built as a moth his house, And as a booth a watchman hath made.
[YLT | EN | OT | Job | Chapter 27 | Verse 19] Rich he lieth down, and he is not gathered, His eyes he hath opened, and he is not.
[YLT | EN | OT | Job | Chapter 27 | Verse 20] Overtake him as waters do terrors, By night stolen him away hath a whirlwind.
[YLT | EN | OT | Job | Chapter 27 | Verse 21] Take him up doth an east wind, and he goeth, And it frighteneth him from his place,
[YLT | EN | OT | Job | Chapter 27 | Verse 22] And it casteth at him, and doth not spare, From its hand he diligently fleeth.
[YLT | EN | OT | Job | Chapter 27 | Verse 23] It clappeth at him its hands, And it hisseth at him from his place.
