[YLT | EN | OT | Job | Chapter 9 | Verse 1] And Job answereth and saith: —
[YLT | EN | OT | Job | Chapter 9 | Verse 2] Truly I have known that [it is] so, And what — is man righteous with God?
[YLT | EN | OT | Job | Chapter 9 | Verse 3] If he delight to strive with Him — He doth not answer him one of a thousand.
[YLT | EN | OT | Job | Chapter 9 | Verse 4] Wise in heart and strong in power — Who hath hardened toward Him and is at peace?
[YLT | EN | OT | Job | Chapter 9 | Verse 5] Who is removing mountains, And they have not known, Who hath overturned them in His anger.
[YLT | EN | OT | Job | Chapter 9 | Verse 6] Who is shaking earth from its place, And its pillars move themselves.
[YLT | EN | OT | Job | Chapter 9 | Verse 7] Who is speaking to the sun, and it riseth not, And the stars He sealeth up.
[YLT | EN | OT | Job | Chapter 9 | Verse 8] Stretching out the heavens by Himself, And treading on the heights of the sea,
[YLT | EN | OT | Job | Chapter 9 | Verse 9] Making Osh, Kesil, and Kimah, And the inner chambers of the south.
[YLT | EN | OT | Job | Chapter 9 | Verse 10] Doing great things till there is no searching, And wonderful, till there is no numbering.
[YLT | EN | OT | Job | Chapter 9 | Verse 11] Lo, He goeth over by me, and I see not, And He passeth on, and I attend not to it.
[YLT | EN | OT | Job | Chapter 9 | Verse 12] Lo, He snatches away, who bringeth it back? Who saith unto Him, 'What dost Thou?'
[YLT | EN | OT | Job | Chapter 9 | Verse 13] God doth not turn back His anger, Under Him bowed have proud helpers.
[YLT | EN | OT | Job | Chapter 9 | Verse 14] How much less do I — I answer Him? Choose out my words with Him?
[YLT | EN | OT | Job | Chapter 9 | Verse 15] Whom, though I were righteous, I answer not, For my judgment I make supplication.
[YLT | EN | OT | Job | Chapter 9 | Verse 16] Though I had called and He answereth me, I do not believe that He giveth ear [to] my voice.
[YLT | EN | OT | Job | Chapter 9 | Verse 17] Because with a tempest He bruiseth me, And hath multiplied my wounds for nought.
[YLT | EN | OT | Job | Chapter 9 | Verse 18] He permitteth me not to refresh my spirit, But filleth me with bitter things.
[YLT | EN | OT | Job | Chapter 9 | Verse 19] If of power, lo, the Strong One; And if of judgment — who doth convene me?
[YLT | EN | OT | Job | Chapter 9 | Verse 20] If I be righteous, Mine mouth doth declare me wicked, Perfect I am! — it declareth me perverse.
[YLT | EN | OT | Job | Chapter 9 | Verse 21] Perfect I am! — I know not my soul, I despise my life.
[YLT | EN | OT | Job | Chapter 9 | Verse 22] It is the same thing, therefore I said, 'The perfect and the wicked He is consuming.'
[YLT | EN | OT | Job | Chapter 9 | Verse 23] If a scourge doth put to death suddenly, At the trial of the innocent He laugheth.
[YLT | EN | OT | Job | Chapter 9 | Verse 24] Earth hath been given Into the hand of the wicked one. The face of its judges he covereth, If not — where, who [is] he?
[YLT | EN | OT | Job | Chapter 9 | Verse 25] My days have been swifter than a runner, They have fled, they have not seen good,
[YLT | EN | OT | Job | Chapter 9 | Verse 26] They have passed on with ships of reed, As an eagle darteth on food.
[YLT | EN | OT | Job | Chapter 9 | Verse 27] Though I say, 'I forget my talking, I forsake my corner, and I brighten up!'
[YLT | EN | OT | Job | Chapter 9 | Verse 28] I have been afraid of all my griefs, I have known that Thou dost not acquit me.
[YLT | EN | OT | Job | Chapter 9 | Verse 29] I — I am become wicked; why [is] this? [In] vain I labour.
[YLT | EN | OT | Job | Chapter 9 | Verse 30] If I have washed myself with snow-water, And purified with soap my hands,
[YLT | EN | OT | Job | Chapter 9 | Verse 31] Then in corruption Thou dost dip me, And my garments have abominated me.
[YLT | EN | OT | Job | Chapter 9 | Verse 32] But if a man like myself — I answer him, We come together into judgment.
[YLT | EN | OT | Job | Chapter 9 | Verse 33] If there were between us an umpire, He doth place his hand on us both.
[YLT | EN | OT | Job | Chapter 9 | Verse 34] He doth turn aside from off me his rod, And His terror doth not make me afraid,
[YLT | EN | OT | Job | Chapter 9 | Verse 35] I speak, and do not fear Him, But I am not right with myself.
