[YLT | EN | OT | Job | Chapter 16 | Verse 1] And Job answereth and saith: —
[YLT | EN | OT | Job | Chapter 16 | Verse 2] I have heard many such things, Miserable comforters [are] ye all.
[YLT | EN | OT | Job | Chapter 16 | Verse 3] Is there an end to words of wind? Or what doth embolden thee that thou answerest?
[YLT | EN | OT | Job | Chapter 16 | Verse 4] I also, like you, might speak, If your soul were in my soul's stead. I might join against you with words, And nod at you with my head.
[YLT | EN | OT | Job | Chapter 16 | Verse 5] I might harden you with my mouth, And the moving of my lips might be sparing.
[YLT | EN | OT | Job | Chapter 16 | Verse 6] If I speak, my pain is not restrained, And I cease — what goeth from me?
[YLT | EN | OT | Job | Chapter 16 | Verse 7] Only, now, it hath wearied me; Thou hast desolated all my company,
[YLT | EN | OT | Job | Chapter 16 | Verse 8] And Thou dost loathe me, For a witness it hath been, And rise up against me doth my failure, In my face it testifieth.
[YLT | EN | OT | Job | Chapter 16 | Verse 9] His anger hath torn, and he hateth me, He hath gnashed at me with his teeth, My adversary sharpeneth his eyes for me.
[YLT | EN | OT | Job | Chapter 16 | Verse 10] They have gaped on me with their mouth, In reproach they have smitten my cheeks, Together against me they set themselves.
[YLT | EN | OT | Job | Chapter 16 | Verse 11] God shutteth me up unto the perverse, And to the hands of the wicked turneth me over.
[YLT | EN | OT | Job | Chapter 16 | Verse 12] At ease I have been, and he breaketh me, And he hath laid hold on my neck, And he breaketh me in pieces, And he raiseth me to him for a mark.
[YLT | EN | OT | Job | Chapter 16 | Verse 13] Go round against me do his archers. He splitteth my reins, and spareth not, He poureth out to the earth my gall.
[YLT | EN | OT | Job | Chapter 16 | Verse 14] He breaketh me — breach upon breach, He runneth upon me as a mighty one.
[YLT | EN | OT | Job | Chapter 16 | Verse 15] Sackcloth I have sewed on my skin, And have rolled in the dust my horn.
[YLT | EN | OT | Job | Chapter 16 | Verse 16] My face is foul with weeping, And on mine eyelids [is] death-shade.
[YLT | EN | OT | Job | Chapter 16 | Verse 17] Not for violence in my hands, And my prayer [is] pure.
[YLT | EN | OT | Job | Chapter 16 | Verse 18] O earth, do not thou cover my blood! And let there not be a place for my cry.
[YLT | EN | OT | Job | Chapter 16 | Verse 19] Also, now, lo, in the heavens [is] my witness, And my testifier in the high places.
[YLT | EN | OT | Job | Chapter 16 | Verse 20] My interpreter [is] my friend, Unto God hath mine eye dropped:
[YLT | EN | OT | Job | Chapter 16 | Verse 21] And he reasoneth for a man with God, And a son of man for his friend.
[YLT | EN | OT | Job | Chapter 16 | Verse 22] When a few years do come, Then a path I return not do I go.
