[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 1] Now it came to pass, when the wall was built, and I had set up the doors, and the porters and the singers and the Levites were appointed,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 2] that I gave my brother Hanani, and Hananiah the ruler of the palace, charge over Jerusalem: for he was a faithful man, and feared God above many.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 3] And I said unto them, Let not the gates of Jerusalem be opened until the sun be hot; and while they stand by, let them shut the doors, and bar them: and appoint watches of the inhabitants of Jerusalem, every one in his watch, and every one to be over against his house.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 4] Now the city was large and great: but the people were few therein, and the houses were not builded.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 5] And my God put into mine heart to gather together the nobles, and the rulers, and the people, that they might be reckoned by genealogy. And I found a register of the genealogy of them which came up at the first, and found written therein:
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 6] These are the children of the province, that went up out of the captivity, of those that had been carried away, whom Nebuchadnezzar the king of Babylon had carried away, and came again to Jerusalem and to Judah, every one unto his city;
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 7] who came with Zerubbabel, Jeshua, Nehemiah, Azariah, Raamiah, Nahamani, Mordecai, Bilshan, Mispereth, Bigvai, Nehum, Baanah. The number, I say, of the men of the people of Israel was this:
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 8] The children of Parosh, two thousand an hundred seventy and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 9] The children of Shephatiah, three hundred seventy and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 10] The children of Arah, six hundred fifty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 11] The children of Pahath-moab, of the children of Jeshua and Joab, two thousand and eight hundred and eighteen.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 12] The children of Elam, a thousand two hundred fifty and four.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 13] The children of Zattu, eight hundred forty and five.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 14] The children of Zaccai, seven hundred and threescore.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 15] The children of Binnui, six hundred forty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 16] The children of Bebai, six hundred twenty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 17] The children of Azgad, two thousand three hundred twenty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 18] The children of Adonikam, six hundred threescore and seven.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 19] The children of Bigvai, two thousand threescore and seven.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 20] The children of Adin, six hundred fifty and five.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 21] The children of Ater of Hezekiah, ninety and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 22] The children of Hashum, three hundred twenty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 23] The children of Bezai, three hundred twenty and four.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 24] The children of Hariph, an hundred and twelve.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 25] The children of Gibeon, ninety and five.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 26] The men of Beth-lehem and Netophah, an hundred fourscore and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 27] The men of Anathoth, an hundred twenty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 28] The men of Beth-azmaveth, forty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 29] The men of Kirjath-jearim, Chephirah, and Beeroth, seven hundred forty and three.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 30] The men of Ramah and Geba, six hundred twenty and one.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 31] The men of Michmas, an hundred and twenty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 32] The men of Beth-el and Ai, an hundred twenty and three.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 33] The men of the other Nebo, fifty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 34] The children of the other Elam, a thousand two hundred fifty and four.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 35] The children of Harim, three hundred and twenty.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 36] The children of Jericho, three hundred forty and five.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 37] The children of Lod, Hadid, and Ono, seven hundred twenty and one.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 38] The children of Senaah, three thousand nine hundred and thirty.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 39] The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy and three.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 40] The children of Immer, a thousand fifty and two.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 41] The children of Pashur, a thousand two hundred forty and seven.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 42] The children of Harim, a thousand and seventeen.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 43] The Levites: the children of Jeshua, of Kadmiel, and of the children of Hodevah, seventy and four.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 44] The singers: the children of Asaph, an hundred forty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 45] The porters: the children of Shallum, the children of Ater, the children of Talmon, the children of Akkub, the children of Hatita, the children of Shobai, an hundred thirty and eight.
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 46] The Nethinims: the children of Ziha, the children of Hashupha, the children of Tabbaoth,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 47] the children of Keros, the children of Sia, the children of Padon,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 48] the children of Lebana, the children of Hagaba, the children of Shalmai,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 49] the children of Hanan, the children of Giddel, the children of Gahar,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 50] the children of Reaiah, the children of Rezin, the children of Nekoda,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 51] the children of Gazzam, the children of Uzza, the children of Phaseah,
[KJV | EN | OT | Nehemiah | Chapter 7 | Verse 52] the children of Besai, the children of Meunim, the children of Nephishesim,
