[IRV | GU | OT | Proverbs | Chapter 29 | Verse 1] જે માણસ વારંવાર ઠપકો પામવા છતાં પોતાની ગરદન અક્કડ રાખે છે, તે અકસ્માતમાં નાશ પામશે, તેનો કોઈ ઉપાય રહેશે નહિ.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 2] જ્યારે ન્યાયી લોકો સત્તા પર આવે છે ત્યારે લોકો આનંદોત્સવ કરે છે, પણ જ્યારે દુષ્ટોના હાથમાં સત્તા આવે છે ત્યારે તેઓ નિસાસા નાખે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 3] જે કોઈ ડહાપણને પ્રેમ કરે તે પોતાના પિતાને આનંદ આપે છે, પણ જે ગણિકાઓની સાથે સંબંધ રાખે છે તે પોતાની સંપત્તિ પણ ગુમાવે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 4] નીતિમાન ન્યાયી રાજા દેશને સ્થિરતા આપે છે, પણ જે લાંચ મેળવવાનું ચાહે છે તે તેનો નાશ કરે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 5] જે માણસ પોતાના પડોશીનાં ખોટાં વખાણ કરે છે તે તેને ફસાવવા જાળ પાથરે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 6] દુષ્ટ માણસ પોતાના પાપના ફાંદામાં ફસાય છે, પણ નેકીવાન માણસ ગીતો ગાય છે અને આનંદ કરે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 7] નેકીવાન માણસ ગરીબોના હિતની ચિંતા રાખે છે; દુષ્ટ માણસ તે જાણવાની દરકાર પણ કરતો નથી.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 8] તિરસ્કાર કરનાર માણસો શહેર સળગાવે છે, પણ ડાહ્યા માણસો રોષને સમાવે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 9] જ્યારે ડાહ્યો માણસ મૂર્ખ સાથે વાદવિવાદમાં ઊતરે છે, ત્યારે કાં તો તે ગુસ્સે થાય છે અગર તે હસે છે, પણ તેને કંઈ નિરાંત વળતી નથી.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 10] લોહીના તરસ્યા માણસો પ્રામાણિક માણસો પર વૈર રાખે છે તેઓ પ્રામાણિકનો જીવ લેવા મથે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 11] મૂર્ખ માણસ પોતાનો ક્રોધ બહાર ઠાલવે છે, પણ ડાહ્યો માણસ પોતાની જાતને કાબૂમાં રાખે છે અને ક્રોધ સમાવી દે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 12] જો કોઈ શાસનકર્તા જૂઠી વાતો સાંભળવા માટે ધ્યાન આપે, તો તેના સર્વ સેવકો ખરાબ થઈ જાય છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 13] ગરીબ માણસ તથા જુલમગાર માણસ ભેગા થાય છે; અને તે બન્નેની આંખોને યહોવાહ પ્રકાશ આપે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 14] જે રાજા વિશ્વાસુપણાથી ગરીબોનો ન્યાય કરે છે, તેનું રાજ્યાસન સદાને માટે સ્થિર રહેશે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 15] સોટી તથા ઠપકો ડહાપણ આપે છે; પણ સ્વતંત્ર મૂકેલું બાળક પોતાની માતાને બદનામ કરે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 16] જ્યારે દુષ્ટોની વૃદ્ધિ થાય છે, ત્યારે પાપ વધે છે; પણ નેકીવાનો તેઓની પડતી થતી જોશે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 17] તું તારા દીકરાને શિક્ષા કરીશ તો તે તારા માટે આશીર્વાદરૂપ હશે અને તે તારા આત્માને આનંદ આપશે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 18] જ્યાં સંદર્શન નથી, ત્યાં લોકો મર્યાદા છોડી દે છે, પણ નિયમના પાળનાર આશીર્વાદિત છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 19] માત્ર શબ્દોથી ગુલામોને સુધારી શકાશે નહિ, કારણ કે તે સમજશે તો પણ ગણકારશે નહિ.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 20] શું તેં ઉતાવળે બોલનાર માણસને જોયો છે? તેના કરતાં કોઈ મૂર્ખ તરફથી વધારે આશા રાખી શકાય.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 21] જે માણસ પોતાના ચાકરને નાનપણથી વહાલપૂર્વક ઉછેરે છે, આખરે તે તેનો દીકરો થઈ બેસશે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 22] ક્રોધી માણસ ઝઘડા સળગાવે છે અને ગુસ્સાવાળો માણસ ઘણા ગુના કરે છે.
[IRV | GU | OT | Proverbs | Chapter 29 | Verse 23] અભિમાન માણસને અપમાનિત કરે છે, પણ નમ્ર વ્યક્તિ સન્માન મેળવે છે.
