[IRV | GU | OT | Proverbs | Chapter 20 | Verse 1] દ્રાક્ષારસ હાંસી ઊડાવનાર છે અને દારૂ દંગો મચાવે છે; જે કોઈ પીવાની ભૂલ કરે છે તે જ્ઞાની નથી.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 2] રાજાની ધમકી સિંહની ગર્જના જેવી છે; તેને કોપાવનાર પોતાના જ જીવની વિરુદ્ધ અપરાધ કરે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 3] ઝઘડાથી દૂર રહેવું એ માણસને માટે શોભાસ્પદ છે, પણ દરેક મૂર્ખ ઝઘડો કરવા માટે ઊતાવળો હોય છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 4] આળસુ માણસ શિયાળાનું બહાનું કાઢીને ખેડતો નથી, તેથી કાપણી વખતે પાક લેવા જાય છે, ત્યારે તેને કશું મળતું નથી.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 5] અક્કલ માણસના મનમાં ઊંડા પાણી જેવી છે; પણ સમજણો માણસ તેને બહાર કાઢી લાવશે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 6] ઘણા લોકો પોતપોતાનો કરેલો ઉપકાર કહી બતાવશે, પણ જેના પર વિશ્વાસ રાખી શકાય એવો માણસ ક્યાં મળે?
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 7] ન્યાયી માણસ પોતાના પ્રામાણિક માર્ગમાં ચાલે છે અને તેના પછી તેને અનુસરનારા તેનાં બાળકો આશીર્વાદિત છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 8] ન્યાયાસન પર બિરાજેલો રાજા પોતાનું કામ જાહેર કરે છે પોતાની આંખથી બધી દુષ્ટતાને વિખેરી નાખે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 9] કોણ કહી શકે કે, “મેં મારું અંત:કરણ શુદ્ધ કર્યું છે, હું પાપથી મુક્ત થયો છું?”
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 10] જેઓ જુદાં જુદાં વજનિયાં અને માપિયાં રાખે છે, યહોવાહ તે બન્નેને ધિક્કારે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 11] વળી છોકરાં પણ પોતાનાં આચરણથી ઓળખાય છે કે, તેઓનાં કાર્યો શુદ્ધ અને સાચાં છે કે કેમ?
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 12] કાન કે જે સાંભળે છે અને આંખ કે જે જોઈ શકે છે તે બન્નેને યહોવાહે બનાવ્યાં છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 13] ઊંઘ સાથે પ્રીત કરીશ નહિ, રખેને તું દરિદ્રાવસ્થામાં આવી પડે; તારી આંખો ઉઘાડ એટલે તું અન્નથી તૃપ્ત થશે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 14] “આ તો નકામું છે! નકામું છે!” એવું ખરીદનાર કહે છે, પણ તે ત્યાંથી ગયા પછી બડાઈ મારે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 15] પુષ્કળ સોનું પુષ્કળ માણેકમોતી કરતાં જ્ઞાની હોવું વધારે કિંમતી જેવું છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 16] અજાણ્યાના જામીન થનારનાં વસ્ત્રો લઈ લે, પારકાનો જામીન થનારને જવાબદાર ગણ.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 17] અસત્યની રોટલી માણસને મીઠી લાગે છે પણ પાછળથી તેનું મોં કાંકરાથી ભરાઈ જાય છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 18] દરેક યોજના સલાહથી પરિપૂર્ણ થયેલી છે માટે ચતુરની સૂચના પ્રમાણે તારે યુદ્ધ કરવું.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 19] જે કૂથલી કરવા માટે અહીંતહીં ભટકે છે તે ગુપ્ત વાતો પ્રગટ કરે છે માટે એવા માણસના કામમાં હાથ નાખતો નહિ.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 20] જો કોઈ વ્યક્તિ પોતાનાં માતા કે પિતાને શાપ આપે છે, તો તેનો દીવો ઘોર અંધકારમાં હોલવી નાખવામાં આવશે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 21] જે વારસો જલદીથી સંપાદન કરવામાં આવે છે તેનો અંત આશીર્વાદિત થશે નહિ.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 22] “હું દુષ્ટતાનો બદલો લઈશ!” એવું તારે ન કહેવું જોઈએ; યહોવાહની રાહ જો અને તે તને ઉગારી લેશે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 23] જુદાં જુદાં વજનિયાંને યહોવાહ ધિક્કારે છે અને ખોટું ત્રાજવું રાખવું એ સારું નથી.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 24] યહોવાહ માણસના પગલાંને દોરે છે, તો પછી માણસ કેવી રીતે પોતાનો માર્ગ સમજી શકે?
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 25] વગર વિચારે એમ કહી દેવું કે, “આ વસ્તુઓ પવિત્ર છે,” અને માનતા માન્યા પછી તેના વિષે તપાસ કરવી એ માણસને ફાંદારૂપ છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 26] જ્ઞાની રાજા દુષ્ટોને વિખેરી નાખે છે અને તેઓને કચડી નાખે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 27] માણસનો આત્મા યહોવાહનો દીવો છે, તે હૃદયના અંતરના ભાગોને તપાસે છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 28] કૃપા અને સત્ય રાજાનું રક્ષણ કરે છે, તેનું રાજ્યાસન વફાદારી પર ટકેલું છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 29] યુવાનોનું ગૌરવ તેઓનું બળ છે અને વૃદ્ધ પુરુષોની શોભા માથાનાં પાળિયાં છે.
[IRV | GU | OT | Proverbs | Chapter 20 | Verse 30] ચાબખા અને ઘા દુષ્ટતાને ભૂંસી નાખે છે અને ફટકા હૃદયના અંતરના ઊંડાણ સુધી પહોંચે છે.
