[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 1] Thou shalt not see thy brother’s ox or his sheep go astray, and hide thyself from them: thou shalt in any case bring them again unto thy brother.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 2] And if thy brother be not nigh unto thee, or if thou know him not, then thou shalt bring it unto thine own house, and it shall be with thee until thy brother seek after it, and thou shalt restore it to him again.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 3] In like manner shalt thou do with his ass; and so shalt thou do with his raiment; and with all lost thing of thy brother’s, which he hath lost, and thou hast found, shalt thou do likewise: thou mayest not hide thyself.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 4] Thou shalt not see thy brother’s ass or his ox fall down by the way, and hide thyself from them: thou shalt surely help him to lift them up again.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 5] The woman shall not wear that which pertaineth unto a man, neither shall a man put on a woman’s garment: for all that do so are abomination unto the Lord thy God.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 6] If a bird’s nest chance to be before thee in the way in any tree, or on the ground, whether they be young ones, or eggs, and the dam sitting upon the young, or upon the eggs, thou shalt not take the dam with the young:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 7] but thou shalt in any wise let the dam go, and take the young to thee; that it may be well with thee, and that thou mayest prolong thy days.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 8] When thou buildest a new house, then thou shalt make a battlement for thy roof, that thou bring not blood upon thine house, if any man fall from thence.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 9] Thou shalt not sow thy vineyard with divers seeds: lest the fruit of thy seed which thou hast sown, and the fruit of thy vineyard, be defiled.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 10] Thou shalt not plow with an ox and an ass together.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 11] Thou shalt not wear a garment of divers sorts, as of woollen and linen together.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 12] Thou shalt make thee fringes upon the four quarters of thy vesture, wherewith thou coverest thyself.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 13] If any man take a wife, and go in unto her, and hate her,
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 14] and give occasions of speech against her, and bring up an evil name upon her, and say, I took this woman, and when I came to her, I found her not a maid:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 15] then shall the father of the damsel, and her mother, take and bring forth the tokens of the damsel’s virginity unto the elders of the city in the gate:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 16] and the damsel’s father shall say unto the elders, I gave my daughter unto this man to wife, and he hateth her;
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 17] and lo, he hath given occasions of speech against her, saying, I found not thy daughter a maid; and yet these are the tokens of my daughter’s virginity. And they shall spread the cloth before the elders of the city.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 18] And the elders of that city shall take that man and chastise him;
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 19] and they shall amerce him in an hundred shekels of silver, and give them unto the father of the damsel, because he hath brought up an evil name upon a virgin of Israel: and she shall be his wife; he may not put her away all his days.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 20] But if this thing be true, and the tokens of virginity be not found for the damsel:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 21] then they shall bring out the damsel to the door of her father’s house, and the men of her city shall stone her with stones that she die: because she hath wrought folly in Israel, to play the whore in her father’s house: so shalt thou put evil away from among you.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 22] If a man be found lying with a woman married to a husband, then they shall both of them die, both the man that lay with the woman, and the woman: so shalt thou put away evil from Israel.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 23] If a damsel that is a virgin be betrothed unto a husband, and a man find her in the city, and lie with her;
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 24] then ye shall bring them both out unto the gate of that city, and ye shall stone them with stones that they die; the damsel, because she cried not, being in the city; and the man, because he hath humbled his neighbour’s wife: so thou shalt put away evil from among you.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 25] But if a man find a betrothed damsel in the field, and the man force her, and lie with her: then the man only that lay with her shall die:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 26] but unto the damsel thou shalt do nothing; there is in the damsel no sin worthy of death: for as when a man riseth against his neighbour, and slayeth him, even so is this matter:
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 27] for he found her in the field, and the betrothed damsel cried, and there was none to save her.
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 28] If a man find a damsel that is a virgin, which is not betrothed, and lay hold on her, and lie with her, and they be found;
[KJV | EN | OT | Deuteronomy | Chapter 22 | Verse 29] then the man that lay with her shall give unto the damsel’s father fifty shekels of silver, and she shall be his wife; because he hath humbled her, he may not put her away all his days.
