[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 1] وَشَرَعَ قُورَحُ بْنُ يِصْهَارَ بْنِ قَهَاتَ بْنِ لاوِي، وَدَاثَانُ وَأَبِيرَامُ ابْنَا أَلِيَآبَ، وَأُونُ بْنُ فَالَتَ مِنْ سِبْطِ رَأُوبَيْنَ،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 2] يَتَآمَرُونَ عَلَى مُوسَى، مَعَ مِئَتَيْنِ وَخَمْسِينَ مِنْ رُؤَسَاءِ جَمَاعَةِ بَنِي إِسْرَائِيلَ، ذَوِي الْمَكَانَةِ مِمَّنْ تَمَّ تَعْيِينُهُمْ فِي الْمَجْلِسِ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 3] هَؤُلاءِ تَأَلَّبُوا عَلَى مُوسَى وَهَرُونَ وَقَالُوا: «حَسْبُكُمَا! إِنَّ كُلَّ الْجَمَاعَةِ بِأَسْرِهَا مُقَدَّسَةٌ، وَفِي وَسَطِهَا الرَّبُّ. فَمَا بَالُكُمَا تَتَرَفَّعَانِ عَلَى جَمَاعَةِ الرَّبِّ؟»
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 4] فَلَمَّا سَمِعَ مُوسَى هَذَا، أَكَبَّ عَلَى وَجْهِهِ،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 5] ثُمَّ قَالَ لِقُورَحَ وَسَائِرِ جَمَاعَتِهِ: «غَداً يُعْلِنُ الرَّبُّ مَنْ هُوَ لَهُ، وَمَنْ هُوَ الْمُقَدَّسُ فَيُقَرِّبُهُ مِنْهُ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 6] وَلَكِنْ يَا قُورَحُ افْعَلْ هَذَا أَنْتَ وَجَمَاعَتُكَ: خُذُوا لَكُمْ مَجَامِرَ،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 7] وَضَعُوا فِيهَا نَاراً وَبَخُوراً أَمَامَ الرَّبِّ غَداً. وَالرَّجُلُ الَّذِي يَخْتَارُهُ الرَّبُّ يَكُونُ هُوَ الْمُقَدَّسُ، فَحَسْبُكُمْ أَيُّهَا اللّاوِيُّونَ!»
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 8] وَأَضَافَ مُوسَى قَائِلاً لِقُورَحَ: «اسْتَمِعُوا يَا بَنِي لاوِي،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 9] أَلَمْ يَكْفِكُمْ أَنَّ إِلَهَ إِسْرَائِيلَ قَدْ أَفْرَزَكُمْ مِنْ بَيْنِ الشَّعْبِ لِيُقَرِّبَكُمْ إِلَيْهِ لِكَيْ تَخْدِمُوا مَسْكَنَ الرَّبِّ وَتَقِفُوا فِي حَضْرَةِ الشَّعْبِ كُلِّهِ لِخِدْمَتِهِ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 10] فَقَرَّبَكَ مَعَ بَقِيَّةِ إِخْوَتِكَ مِنْ بَنِي لاوِي، حَتَّى صِرْتُمْ تَطْمَعُونَ فِي الْكَهَنُوتِ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 11] إِذَنْ أَنْتَ وَكُلُّ جَمَاعَتِكَ قَدْ تَأَلَّبْتُمْ عَلَى الرَّبِّ، لأَنَّهُ مَنْ هُوَ هَرُونُ حَتَّى تَتَذَمَّرُوا عَلَيْهِ؟»
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 12] فَأَرْسَلَ مُوسَى يَسْتَدْعِي دَاثَانَ وَأَبِيرَامَ ابْنَيْ أَلِيآبَ، فَرَدَّا: «لَنْ نَحْضُرَ!
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 13] أَلَمْ يَكْفِكَ أَنَّكَ أَخْرَجْتَنَا مِنْ أَرْضٍ تُدِرُّ لَبَناً وَعَسَلاً لِتُهْلِكَنَا فِي الصَّحْرَاءِ، ثُمَّ تَتَرَأَّسُ عَلَيْنَا؟
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 14] فَأَنْتَ لَمْ تَقُدْنَا إِلَى أَرْضٍ تَفِيضُ خَيْرَاتٍ، وَلا أَوْرَثْتَنَا حُقُولاً وَكُرُوماً. فَمَنْ تُحَاوِلُ أَنْ تَخْدَعَ؟ إِنَّنَا لَنْ نَحْضُرَ!»
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 15] فَاحْتَدَمَ غَيْظُ مُوسَى وَقَالَ لِلرَّبِّ: «لا تَقْبَلْ تَقْدِمَتَهُمَا، فَأَنَا لَمْ آخُذْ حَتَّى حِمَاراً وَاحِداً مِنْهُمَا، وَلَمْ أُسِئْ إِلَى أَحَدٍ مِنْهُمَا».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 16] وَقَالَ مُوسَى لِقُورَحَ: «امْثُلْ أَنْتَ وَجَمَاعَتُكَ كُلُّهَا أَمَامَ الرَّبِّ غَداً، وَكَذَلِكَ يَحْضُرُ هَرُونُ أَيْضاً.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 17] وَلْيَأْخُذْ كُلٌّ مِنْكُمْ مَجْمَرَتَهُ وَضَعُوا فِيهَا بَخُوراً، وَلْيُقَدِّمْ كُلُّ وَاحِدٍ مَجْمَرَتَهُ، فَتَكُونَ مِئَتَيْنِ وَخَمْسِينَ مَجْمَرَةً، وَكَذَلِكَ خُذْ أَنْتَ وَهَرُونُ، كُلُّ وَاحِدٍ مَجْمَرَتَهُ».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 18] فَجَاءَ كُلُّ وَاحِدٍ بِمَجْمَرَتِهِ وَوَضَعُوا فِيهَا نَاراً وَبَخُوراً، وَمَثَلُوا عِنْدَ مَدْخَلِ خَيْمَةِ الاجْتِمَاعِ مَعَ مُوسَى وَهَرُونَ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 19] وَحَشَدَ قُورَحُ عَلَيْهِمَا كُلَّ الْجَمَاعَةِ الْمُتَآمِرَةِ عِنْدَ مَدْخَلِ خَيْمَةِ الاجْتِمَاعِ، فَتَرَاءَى آنَئِذٍ مَجْدُ الرَّبِّ لِلْجَمَاعَةِ كُلِّهَا.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 20] وَقَالَ الرَّبُّ لِمُوسَى وَهَرُونَ:
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 21] «افْتَرِزَا مِنْ بَيْنِ هَذِهِ الْجَمَاعَةِ لأَنِّي سَأُفْنِيهِمْ فِي لَحْظَةٍ».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 22] فَانْطَرَحَا عَلَى وَجْهَيْهِمَا وَابْتَهَلا قَائِلَيْنِ: «اللهُمَّ، يَا إِلَهَ أَرْوَاحِ جَمِيعِ الْبَشَرِ، أَتَسْخَطُ عَلَى الْجَمَاعَةِ كُلِّهَا مِنْ أَجْلِ خَطِيئَةِ رَجُلٍ وَاحِدٍ؟»
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 23] فَقَالَ الرَّبُّ لِمُوسَى:
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 24] «اطْلُبْ مِنَ الشَّعْبِ أَنْ يَبْتَعِدُوا مِنْ حَوَالَيْ خِيَامِ قُورَحَ وَدَاثَانَ وَأَبِيرَامَ».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 25] فَذَهَبَ مُوسَى إِلَى دَاثَانَ وَأَبِيرَامَ، وَتَبِعَهُ شُيُوخُ إِسْرَائِيلَ،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 26] وَقَالَ لِلْجَمَاعَةِ كُلِّهَا: «ابْتَعِدُوا عَنْ خِيَامِ هَؤُلاءِ الْقَوْمِ الأَشْرَارِ، وَلا تَلْمَسُوا شَيْئاً مِمَّا لَهُمْ لِئَلّا تَهْلِكُوا مِنَ جَرَّاءِ خَطَايَاهُمْ».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 27] فَابْتَعَدُوا مِنْ حَوَالَيْ خِيَامِ قُورَحَ وَدَاثَانَ وَأَبِيرَامَ، وَخَرَجَ دَاثَانُ وَأَبِيرَامُ، وَوَقَفَا أَمَامَ خَيْمَتَيْهِمَا مَعَ زَوْجَاتِهِمَا وَأَوْلادِهِمَا صِغَاراً وَكِبَاراً.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 28] فَقَالَ مُوسَى: «بِهَذَا تَعْرِفُونَ أَنَّ الرَّبَّ قَدْ أَرْسَلَنِي لأُجْرِيَ كُلَّ هَذِهِ الأَعْمَالِ، وَأَنَّهَا لَيْسَتْ صَادِرَةً عَنْ نَفْسِي:
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 29] إِنْ مَاتَ هَؤُلاءِ مَوْتاً طَبِيعِيًّا، أَوِ ابْتُلُوا بِمَا يُبْتَلَى بِهِ النَّاسُ عَادَةً، فَلا يَكُونُ الرَّبُّ قَدْ أَرْسَلَنِي.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 30] وَلَكِنْ إِنْ أَجْرَى الرَّبُّ أَمْراً جَدِيداً، وَانْشَقَّتِ الأَرْضُ وَابْتَلَعَتْهُمْ مَعَ كُلِّ مَالَهُمْ، وَدُفِنُوا فِي بَاطِنِ الأَرْضِ أَحْيَاءَ، عِنْدَئِذٍ تُدْرِكُونَ أَنَّ هَؤُلاءِ الْقَوْمَ قَدِ ازْدَرَوْا بِالرَّبِّ».
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 31] وَحَالَمَا انْتَهَى مِنْ كَلامِهِ انْشَقَّتِ الأَرْضُ تَحْتَهُمْ،
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 32] وَفَتَحَتْ فَاهَا وَابْتَلَعَتْهُمْ مَعَ بُيُوتِهِمْ، كَمَا ابْتَلَعَتْ رِجَالَ قُورَحَ مَعَ كُلِّ مَا يَمْلِكُونَ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 33] فَاخْتَفَوْا هُمْ وَكُلُّ مَا يَمْلِكُونَ أَحْيَاءَ فِي بَاطِنِ الأَرْضِ الَّتِي انْطَبَقَتْ عَلَيْهِمْ، فَبَادُوا مِنْ بَيْنِ الْجَمَاعَةِ.
[VANDYKE | AR | OT | Numbers | Chapter 16 | Verse 34] وَهَرَبَ الإِسْرَائِيلِيُّونَ الَّذِينَ حَوْلَهُمْ مِنْ صَوْتِ صَرَخَاتِهِمْ قَائِلِينَ: «لِئَلّا تَبْتَلِعَنَا الأَرْضُ».
