[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 1] ਪਰਮੇਸ਼ੁਰ ਦਾ ਆਤਮਾ ਮੈਨੂੰ ਚੁੱਕ ਕੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੇ ਪੂਰਬੀ ਫਾਟਕ ਉੱਤੇ ਜਿਸ ਦਾ ਮੂੰਹ ਪੂਰਬ ਵੱਲ ਹੈ ਲੈ ਗਿਆ ਅਤੇ ਵੇਖੋ, ਉਸ ਫਾਟਕ ਦੇ ਬੂਹੇ ਵਿੱਚ ਪੱਚੀ ਮਨੁੱਖ ਸਨ ਅਤੇ ਮੈਂ ਉਹਨਾਂ ਦੇ ਵਿੱਚ ਅੱਜ਼ੂਰ ਦੇ ਪੁੱਤਰ ਯਅਜ਼ਨਯਾਹ ਅਤੇ ਬਨਾਯਾਹ ਦੇ ਪੁੱਤਰ ਪਲਟਯਾਹ ਨੂੰ ਵੇਖਿਆ, ਜੋ ਲੋਕਾਂ ਦੇ ਹਾਕਮ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 2] ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਇਹ ਉਹ ਮਨੁੱਖ ਹਨ ਜਿਹੜੇ ਇਸ ਸ਼ਹਿਰ ਵਿੱਚ ਬਦੀ ਦੀ ਯੋਜਨਾ ਬਣਾਉਂਦੇ ਅਤੇ ਬੁਰੀ ਸਲਾਹ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 3] ਜਿਹੜੇ ਆਖਦੇ ਹਨ ਕਿ ਘਰਾਂ ਦੇ ਬਣਾਉਣ ਦਾ ਵੇਲਾ ਨੇੜੇ ਨਹੀਂ। ਇਹ ਸ਼ਹਿਰ ਤਾਂ ਇੱਕ ਕੜਾਹਾ ਹੈ, ਅਤੇ ਅਸੀਂ ਮਾਸ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 4] ਇਸ ਲਈ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਤੂੰ ਉਹਨਾਂ ਦੇ ਵਿਰੁੱਧ ਭਵਿੱਖਬਾਣੀ ਕਰ! ਹਾਂ, ਭਵਿੱਖਬਾਣੀ ਕਰ!
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 5] ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਮੇਰੇ ਉੱਤੇ ਉੱਤਰਿਆ ਅਤੇ ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਤੂੰ ਇਹ ਆਖ, ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ ਕਿ ਹੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ, ਤੁਸੀਂ ਅਜਿਹਾ ਸੋਚਿਆ ਹੈ, ਪਰ ਮੈਂ ਤੁਹਾਡੇ ਮਨ ਦੇ ਵਿਚਾਰਾਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 6] ਤੁਸੀਂ ਇਸ ਵਿੱਚ ਬਹੁਤਿਆਂ ਨੂੰ ਵੱਢ ਦਿੱਤਾ ਹੈ, ਸਗੋਂ ਸ਼ਹਿਰ ਦੀਆਂ ਗਲੀਆਂ ਵੱਢਿਆ ਹੋਇਆਂ ਨਾਲ ਭਰ ਦਿੱਤੀਆਂ ਹਨ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 7] ਇਸ ਲਈ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਤੁਹਾਡੇ ਵੱਢੇ ਹੋਏ ਜਿਹਨਾਂ ਨੂੰ ਤੁਸੀਂ ਇਹ ਦੇ ਵਿੱਚ ਰੱਖਿਆ ਹੈ, ਉਹ ਮਾਸ ਹਨ ਅਤੇ ਇਹ ਸ਼ਹਿਰ ਉਹੀ ਕੜਾਹਾ ਹੈ, ਪਰ ਤੁਸੀਂ ਇਹ ਦੇ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢੇ ਜਾਓਗੇ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 8] ਤੁਸੀਂ ਤਲਵਾਰ ਤੋਂ ਡਰਦੇ ਹੋ ਅਤੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਕਹਿੰਦਾ ਹੈ ਕਿ ਮੈਂ ਤਲਵਾਰ ਤੁਹਾਡੇ ਉੱਤੇ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 9] ਮੈਂ ਤੁਹਾਨੂੰ ਇਸ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢਾਂਗਾ, ਤੁਹਾਨੂੰ ਪਰਦੇਸੀਆਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ ਅਤੇ ਤੁਹਾਡੇ ਉੱਤੇ ਸਜ਼ਾ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 10] ਤੁਸੀਂ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗ ਪਵੋਗੇ। ਇਸਰਾਏਲ ਦੀਆਂ ਹੱਦਾਂ ਉੱਤੇ ਮੈਂ ਤੁਹਾਡਾ ਨਿਆਂ ਕਰਾਂਗਾ ਅਤੇ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ!
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 11] ਇਹ ਸ਼ਹਿਰ ਤੁਹਾਡੇ ਲਈ ਕੜਾਹਾ ਨਹੀਂ ਹੋਵੇਗਾ, ਨਾ ਤੁਸੀਂ ਇਹ ਦੇ ਵਿੱਚ ਮਾਸ ਹੋਵੋਗੇ, ਸਗੋਂ ਮੈਂ ਇਸਰਾਏਲ ਦੀਆਂ ਹੱਦਾਂ ਉੱਤੇ ਤੁਹਾਡਾ ਨਿਆਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 12] ਤੁਸੀਂ ਜਾਣ ਲਵੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ, ਜਿਸ ਦੀਆਂ ਬਿਧੀਆਂ ਉੱਤੇ ਤੁਸੀਂ ਨਹੀਂ ਚਲੇ ਅਤੇ ਜਿਸ ਦੇ ਕਨੂੰਨਾਂ ਉੱਤੇ ਤੁਸੀਂ ਅਮਲ ਨਹੀਂ ਕੀਤਾ, ਸਗੋਂ ਤੁਸੀਂ ਆਪਣੇ ਦੁਆਲੇ ਰਹਿਣ ਵਾਲੀਆਂ ਕੌਮਾਂ ਦੇ ਕਨੂੰਨਾਂ ਦੇ ਅਨੁਸਾਰ ਕੰਮ ਕੀਤੇ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 13] ਜਦੋਂ ਮੈਂ ਭਵਿੱਖਬਾਣੀ ਕਰ ਰਿਹਾ ਸੀ, ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਬਨਾਯਾਹ ਦਾ ਪੁੱਤਰ ਪਲਟਯਾਹ ਮਰ ਗਿਆ। ਤਦ ਮੈਂ ਮੂਧੇ ਮੂੰਹ ਡਿੱਗਿਆ ਅਤੇ ਵੱਡੀ ਅਵਾਜ਼ ਨਾਲ ਦੁਹਾਈ ਦੇ ਕੇ ਆਖਿਆ, ਹਾਏ! ਪ੍ਰਭੂ ਯਹੋਵਾਹ! ਕੀ ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਬਚਿਆਂ ਹੋਇਆਂ ਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਹੀ ਮੁਕਾ ਦੇਵੇਂਗਾ?
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 14] ਤਦ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਅਤੇ ਆਖਿਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 15] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਤੇਰੇ ਭਰਾਵਾਂ, ਹਾਂ, ਤੇਰੇ ਭਰਾਵਾਂ ਅਰਥਾਤ ਤੇਰੇ ਵੰਸ਼ ਸਗੋਂ ਸਾਰੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨੂੰ, ਹਾਂ, ਉਹਨਾਂ ਸਾਰਿਆਂ ਨੂੰ ਯਰੂਸ਼ਲਮ ਦੇ ਵਾਸੀਆਂ ਨੇ ਆਖਿਆ ਹੈ, ਯਹੋਵਾਹ ਤੋਂ ਦੂਰ ਹੋਵੋ! ਇਹ ਦੇਸ ਸਾਨੂੰ ਵਿਰਸੇ ਵਿੱਚ ਮਿਲਿਆ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 16] ਇਸ ਲਈ ਤੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ ਕਿ ਭਾਵੇਂ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਕੌਮਾਂ ਦੇ ਵਿੱਚ ਭੇਜ ਦਿੱਤਾ ਹੈ ਅਤੇ ਦੂਜੇ ਦੇਸਾਂ ਵਿੱਚ ਖਿਲਾਰ ਦਿੱਤਾ ਹੈ, ਪਰ ਮੈਂ ਉਹਨਾਂ ਲਈ ਉਹਨਾਂ ਦੇਸਾਂ ਵਿੱਚ ਜਿੱਥੇ-ਜਿੱਥੇ ਉਹ ਗਏ ਹਨ, ਥੋੜੇ ਸਮੇਂ ਲਈ ਇੱਕ ਪਵਿੱਤਰ ਸਥਾਨ ਹੋਵਾਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 17] ਇਸ ਲਈ ਤੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਮੈਂ ਉੱਮਤਾਂ ਵਿੱਚੋਂ ਤੁਹਾਨੂੰ ਇਕੱਠਾ ਕਰ ਲਵਾਂਗਾ ਅਤੇ ਉਹਨਾਂ ਦੇਸਾਂ ਵਿੱਚੋਂ ਜਿੱਥੇ ਤੁਸੀਂ ਖਿੱਲਰ ਗਏ ਹੋ ਫੇਰ ਤੁਹਾਨੂੰ ਇਕੱਠਾ ਕਰਾਂਗਾ ਅਤੇ ਇਸਰਾਏਲ ਦੀ ਭੂਮੀ ਤੁਹਾਨੂੰ ਦਿਆਂਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 11 | Verse 18] ਉਹ ਉੱਥੇ ਆਉਣਗੇ ਅਤੇ ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਘਿਣਾਉਣੀਆਂ ਅਤੇ ਭੈੜੀਆਂ ਚੀਜ਼ਾਂ ਉਸ ਵਿੱਚੋਂ ਕੱਢ ਦੇਣਗੇ।
