[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 1] ਫਿਰ ਉਸ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਜੋ ਕੁਝ ਤੈਨੂੰ ਮਿਲਿਆ ਹੈ, ਉਸ ਨੂੰ ਖਾ ਲੈ! ਇਸ ਲਪੇਟਵੀਂ ਪੱਤ੍ਰੀ ਨੂੰ ਖਾ ਲੈ ਅਤੇ ਜਾ ਕੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨਾਲ ਬੋਲ!
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 2] ਤਦ ਮੈਂ ਮੂੰਹ ਖੋਲ੍ਹਿਆ ਅਤੇ ਉਹ ਨੇ ਉਹ ਲਪੇਟਵੀਂ ਪੱਤ੍ਰੀ ਮੈਨੂੰ ਖੁਆ ਦਿੱਤੀ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 3] ਫਿਰ ਉਸ ਮੈਨੂੰ ਆਖਿਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਜੋ ਮੈਂ ਤੈਨੂੰ ਦਿੰਦਾ ਹਾਂ ਤੂੰ ਉਸ ਨੂੰ ਪਚਾ ਲੈ ਅਤੇ ਇਸ ਲਪੇਟਵੀਂ ਪੱਤ੍ਰੀ ਨਾਲ ਆਪਣੀਆਂ ਆਂਦਰਾਂ ਭਰ ਲੈ। ਤਦ ਮੈਂ ਇਹ ਨੂੰ ਖਾਧਾ ਅਤੇ ਇਹ ਮੇਰੇ ਮੂੰਹ ਵਿੱਚ ਸ਼ਹਿਦ ਵਾਂਗੂੰ ਮਿੱਠੀ ਲੱਗੀ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 4] ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਕੋਲ ਜਾ ਅਤੇ ਮੇਰੀਆਂ ਇਹ ਗੱਲਾਂ ਉਹਨਾਂ ਨੂੰ ਦੱਸ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 5] ਕਿਉਂ ਜੋ ਤੈਨੂੰ ਅਜਿਹੇ ਲੋਕਾਂ ਵੱਲ ਨਹੀਂ ਭੇਜਿਆ ਜਾਂਦਾ, ਜਿਹਨਾਂ ਦੀ ਬੋਲੀ ਓਪਰੀ ਅਤੇ ਜਿਹਨਾਂ ਦੀ ਭਾਸ਼ਾ ਔਖੀ ਹੈ, ਸਗੋਂ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਕੋਲ ਭੇਜਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 6] ਨਾ ਬਹੁਤ ਸਾਰੀਆਂ ਉੱਮਤਾਂ ਕੋਲ ਜਿਹਨਾਂ ਦੀ ਬੋਲੀ ਓਪਰੀ ਅਤੇ ਭਾਸ਼ਾ ਔਖੀ ਹੈ, ਜਿਹਨਾਂ ਦੀਆਂ ਗੱਲਾਂ ਤੂੰ ਸਮਝ ਨਹੀਂ ਸਕਦਾ! ਜੇਕਰ ਮੈਂ ਤੈਨੂੰ ਉਹਨਾਂ ਦੇ ਕੋਲ ਭੇਜਦਾ, ਤਾਂ ਉਹ ਤੇਰੀ ਸੁਣਦੀਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 7] ਪਰ ਇਸਰਾਏਲ ਦਾ ਘਰਾਣਾ ਤੇਰੀ ਨਾ ਸੁਣੇਗਾ ਕਿਉਂ ਜੋ ਉਹ ਮੇਰੀ ਸੁਣਨਾ ਨਹੀਂ ਚਾਹੁੰਦੇ। ਇਸਰਾਏਲ ਦਾ ਸਾਰਾ ਘਰਾਣਾ ਢੀਠ ਅਤੇ ਪੱਥਰ ਦਿਲ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 8] ਵੇਖ, ਮੈਂ ਉਹਨਾਂ ਦੇ ਚਿਹਰਿਆਂ ਦੇ ਵਿਰੁੱਧ ਤੇਰਾ ਚਿਹਰਾ ਕਠੋਰ ਅਤੇ ਤੇਰਾ ਮੱਥਾ ਉਹਨਾਂ ਦੇ ਮੱਥਿਆਂ ਦੇ ਵਿਰੁੱਧ ਢੀਠ ਕਰ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 9] ਮੈਂ ਤੇਰੇ ਮੱਥੇ ਨੂੰ ਹੀਰੇ ਵਾਂਗੂੰ ਚਕਮਕ ਪੱਥਰ ਤੋਂ ਵੀ ਵਧੀਕ ਕਠੋਰ ਕਰ ਦਿੱਤਾ ਹੈ। ਉਹਨਾਂ ਤੋਂ ਨਾ ਡਰ ਅਤੇ ਉਹਨਾਂ ਦੇ ਚਿਹਰਿਆਂ ਨੂੰ ਦੇਖ ਨਿਰਾਸ਼ ਨਾ ਹੋ, ਕਿਉਂਕਿ ਉਹ ਵਿਦਰੋਹੀ ਘਰਾਣਾ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 10] ਫਿਰ ਉਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਮੇਰੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਜੋ ਮੈਂ ਤੈਨੂੰ ਆਖਾਂਗਾ, ਆਪਣੇ ਦਿਲ ਵਿੱਚ ਰੱਖ ਲੈ ਅਤੇ ਆਪਣਿਆਂ ਕੰਨਾਂ ਨਾਲ ਸੁਣ!
[IRV | PA | OT | Ezekiel | Chapter 3 | Verse 11] ਹੁਣ ਤੂੰ ਗੁਲਾਮਾਂ ਅਥਵਾ ਆਪਣੀ ਕੌਮ ਦੇ ਲੋਕਾਂ ਕੋਲ ਜਾ ਕੇ ਗੱਲ ਕਰ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਆਖ ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਭਾਵੇਂ ਉਹ ਸੁਣਨ, ਭਾਵੇਂ ਉਹ ਨਾ ਸੁਣਨ।
