[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 1] ਸੱਤਵੇਂ ਸਾਲ ਦੇ ਪੰਜਵੇਂ ਮਹੀਨੇ ਦੀ ਦਸ ਤਾਰੀਖ਼ ਨੂੰ ਇਹ ਹੋਇਆ ਕਿ ਇਸਰਾਏਲ ਦੇ ਕੁਝ ਬਜ਼ੁਰਗ ਮਨੁੱਖ ਯਹੋਵਾਹ ਤੋਂ ਕੁਝ ਪੁੱਛਣ ਨੂੰ ਆਏ ਅਤੇ ਮੇਰੇ ਸਾਹਮਣੇ ਬੈਠ ਗਏ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 2] ਤਦ ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 3] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖ, ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਕੀ ਤੁਸੀਂ ਮੇਰੇ ਕੋਲੋਂ ਪੁੱਛਣ ਆਏ ਹੋ? ਮੈਨੂੰ ਆਪਣੀ ਜਾਨ ਦੀ ਸਹੁੰ, ਤੁਸੀਂ ਮੇਰੇ ਕੋਲੋਂ ਕੁਝ ਨਾ ਪੁੱਛ ਸਕੋਗੇ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 4] ਕੀ ਤੂੰ ਉਹਨਾਂ ਦਾ ਨਿਆਂ ਕਰੇਂਗਾ, ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ? ਕੀ ਤੂੰ ਉਹਨਾਂ ਦਾ ਨਿਆਂ ਕਰੇਂਗਾ? ਉਹਨਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਿਣਾਉਣੇ ਕੰਮਾਂ ਦੇ ਬਾਰੇ ਉਹਨਾਂ ਨੂੰ ਦੱਸ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 5] ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖ, ਕਿ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਜਿਸ ਦਿਨ ਤੋਂ ਮੈਂ ਇਸਰਾਏਲ ਨੂੰ ਚੁਣ ਲਿਆ ਅਤੇ ਯਾਕੂਬ ਦੇ ਘਰਾਣੇ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਅਤੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਆਪਣੇ ਆਪ ਨੂੰ ਉਹਨਾਂ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ, ਮੈਂ ਉਹਨਾਂ ਦੇ ਸਾਹਮਣੇ ਸਹੁੰ ਖਾ ਕੇ ਆਖਿਆ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 6] ਉਸੇ ਦਿਨ ਮੈਂ ਉਹਨਾਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਤਾਂ ਜੋ ਉਹਨਾਂ ਨੂੰ ਮਿਸਰ ਦੇਸ ਵਿੱਚੋਂ ਉਸ ਦੇਸ ਵਿੱਚ ਲਿਆਵਾਂ ਜੋ ਮੈਂ ਉਹਨਾਂ ਦੇ ਲਈ ਚੁਣਿਆ ਸੀ, ਜਿਸ ਵਿੱਚ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਹੈ ਅਤੇ ਜਿਹੜਾ ਸਾਰੇ ਦੇਸਾਂ ਦੀ ਸ਼ਾਨ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 7] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਆਪਣੀਆਂ ਅੱਖਾਂ ਦੀਆਂ ਘਿਣਾਉਣੀਆਂ ਵਸਤੂਆਂ ਨੂੰ ਦੂਰ ਕਰ ਦੇਵੇ ਅਤੇ ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਮਿਸਰ ਦੀਆਂ ਮੂਰਤੀਆਂ ਨਾਲ ਭਰਿਸ਼ਟ ਨਾ ਕਰੋ। ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 8] ਪਰ ਉਹ ਮੇਰੇ ਤੋਂ ਬਾਗੀ ਹੋਏ ਅਤੇ ਮੇਰੀ ਗੱਲ ਸੁਣਨੀ ਨਾ ਚਾਹੀ। ਉਹਨਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਨੇ ਵੀ ਆਪਣੀਆਂ ਅੱਖਾਂ ਦੀਆਂ ਘਿਣਾਉਣੀਆਂ ਵਸਤੂਆਂ ਨੂੰ ਨਾ ਸੁੱਟਿਆ, ਨਾ ਮਿਸਰ ਦੀਆਂ ਮੂਰਤੀਆਂ ਨੂੰ ਛੱਡਿਆ। ਤਦੋਂ ਮੈਂ ਆਖਿਆ, ਮੈਂ ਆਪਣਾ ਕਹਿਰ ਉਹਨਾਂ ਉੱਤੇ ਵਹਾਵਾਂਗਾ, ਤਾਂ ਜੋ ਆਪਣੇ ਕ੍ਰੋਧ ਨੂੰ ਮਿਸਰ ਦੇ ਦੇਸ ਵਿੱਚ ਉਹਨਾਂ ਤੇ ਪੂਰਾ ਕਰਾਂ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 9] ਪਰ ਮੈਂ ਆਪਣੇ ਨਾਮ ਦੇ ਲਈ ਅਜਿਹਾ ਕੀਤਾ, ਤਾਂ ਜੋ ਮੇਰਾ ਨਾਮ ਉਹਨਾਂ ਕੌਮਾਂ ਦੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਪਲੀਤ ਨਾ ਕੀਤਾ ਜਾਵੇ, ਜਿਹਨਾਂ ਦੇ ਵਿੱਚ ਉਹ ਸਨ ਅਤੇ ਜਿਹਨਾਂ ਦੀਆਂ ਅੱਖਾਂ ਸਾਹਮਣੇ ਮੈਂ ਆਪਣੇ ਆਪ ਨੂੰ ਉਹਨਾਂ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ, ਜਦੋਂ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਮਿਸਰ ਤੋਂ ਕੱਢ ਲਿਆਇਆ।
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 10] ਇਸ ਲਈ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਮਿਸਰ ਦੇ ਦੇਸ ਵਿੱਚੋਂ ਕੱਢ ਕੇ ਉਜਾੜ ਵਿੱਚ ਲਿਆਇਆ
[IRV | PA | OT | Ezekiel | Chapter 20 | Verse 11] ਅਤੇ ਮੈਂ ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਉਹਨਾਂ ਨੂੰ ਦਿੱਤੀਆਂ ਅਤੇ ਆਪਣੇ ਹੁਕਮਾਂ ਬਾਰੇ ਉਹਨਾਂ ਨੂੰ ਦੱਸਿਆ, ਤਾਂ ਕਿ ਮਨੁੱਖ ਉਹਨਾਂ ਤੇ ਅਮਲ ਕਰ ਕੇ ਉਹਨਾਂ ਵਿੱਚ ਜੀਉਂਦਾ ਰਹੇ।
