[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 1] ਹੁਣ ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਪ੍ਰਧਾਨਾਂ ਦੇ ਵਿਰੁੱਧ ਵਿਰਲਾਪ ਕਰ
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 2] ਅਤੇ ਆਖ, ਤੇਰੇ ਮਾਤਾ ਕੌਣ ਸੀ? ਇੱਕ ਸ਼ੇਰਨੀ ਜੋ ਸ਼ੇਰਾਂ ਵਿਚਾਲੇ ਲੇਟੀ ਸੀ ਅਤੇ ਜੁਆਨ ਸ਼ੇਰਾਂ ਦੇ ਵਿਚਕਾਰ ਉਹ ਨੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਪਾਲਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 3] ਉਹ ਨੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨੂੰ ਪਾਲਿਆ, ਤਾਂ ਉਹ ਜੁਆਨ ਸ਼ੇਰ ਬਣਿਆ, ਅਤੇ ਸ਼ਿਕਾਰ ਫੜਨਾ ਸਿੱਖਿਆ, ਅਤੇ ਮਨੁੱਖਾਂ ਨੂੰ ਖਾਣ ਲੱਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 4] ਕੌਮਾਂ ਨੇ ਉਹ ਦੇ ਬਾਰੇ ਸੁਣਿਆ, ਤਾਂ ਉਹ ਉਹਨਾਂ ਦੇ ਟੋਏ ਵਿੱਚ ਫੜਿਆ ਗਿਆ, ਅਤੇ ਉਹ ਉਸ ਨੂੰ ਸੰਗਲਾਂ ਨਾਲ ਬੰਨ੍ਹ ਕੇ ਮਿਸਰ ਦੇਸ ਨੂੰ ਲੈ ਆਏ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 5] ਜਦੋਂ ਸ਼ੇਰਨੀ ਨੇ ਵੇਖਿਆ, ਕਿਉਂਕਿ ਉਹ ਨੇ ਉਸ ਦੀ ਉਡੀਕ ਕੀਤੀ ਸੀ, ਅਤੇ ਉਹ ਦੀ ਆਸ ਟੁੱਟ ਗਈ, ਤਾਂ ਉਹ ਨੇ ਆਪਣੇ ਬੱਚਿਆਂ ਵਿੱਚੋਂ ਦੂਜੇ ਨੂੰ ਲਿਆ, ਅਤੇ ਉਸ ਨੂੰ ਜੁਆਨ ਸ਼ੇਰ ਬਣਾਇਆ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 6] ਉਹ ਸ਼ੇਰਾਂ ਦੇ ਵਿੱਚ ਚੱਲਣ ਫਿਰਨ ਲੱਗਾ, ਅਤੇ ਜੁਆਨ ਸ਼ੇਰ ਬਣ ਕੇ ਸ਼ਿਕਾਰ ਫੜਨਾ ਸਿੱਖਿਆ, ਅਤੇ ਆਦਮੀਆਂ ਨੂੰ ਖਾਣ ਲੱਗਾ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 7] ਉਸ ਨੇ ਉਹਨਾਂ ਦੀਆਂ ਵਿਧਵਾਵਾਂ ਨਾਲ ਵਿਭਚਾਰ ਕੀਤਾ ਅਤੇ ਉਹਨਾਂ ਦੇ ਸ਼ਹਿਰਾਂ ਨੂੰ ਨਾਸ ਕਰ ਦਿੱਤਾ। ਉਸ ਦੀ ਗਰਜ ਦੀ ਅਵਾਜ਼ ਨਾਲ ਦੇਸ ਬਹੁਤ ਡਰ ਗਿਆ, ਅਤੇ ਜੋ ਕੁਝ ਦੇਸ ਵਿੱਚ ਸੀ ਉਹ ਵੀ ਡਰ ਗਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 8] ਤਦ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਸੂਬਿਆਂ ਵਿੱਚੋਂ ਕੌਮਾਂ ਨੇ ਉਹ ਦੇ ਵਿਰੁੱਧ ਤਿਆਰੀ ਕੀਤੀ, ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਸ ਉੱਤੇ ਆਪਣਾ ਜਾਲ਼ ਪਾਇਆ, ਉਹ ਉਹਨਾਂ ਦੇ ਟੋਏ ਵਿੱਚ ਫੜਿਆ ਗਿਆ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 9] ਉਹਨਾਂ ਨੇ ਉਹ ਨੂੰ ਸੰਗਲਾਂ ਨਾਲ ਬੰਨ੍ਹ ਕੇ ਪਿੰਜਰੇ ਵਿੱਚ ਸੁੱਟਿਆ, ਅਤੇ ਬਾਬਲ ਦੇ ਰਾਜੇ ਕੋਲ ਲੈ ਆਏ, ਉਹਨਾਂ ਉਸ ਨੂੰ ਕਿਲੇ ਵਿੱਚ ਬੰਦ ਕਰ ਦਿੱਤਾ, ਤਾਂ ਜੋ ਉਹ ਦੀ ਅਵਾਜ਼ ਇਸਰਾਏਲ ਦੇ ਪਹਾੜਾਂ ਉੱਤੇ ਫੇਰ ਨਾ ਸੁਣੀ ਜਾਵੇ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 10] ਤੇਰੀ ਮਾਂ ਤੇਰੇ ਲਹੂ ਵਿੱਚ ਉਸ ਅੰਗੂਰੀ ਵੇਲ ਵਾਂਗੂੰ ਸੀ, ਜੋ ਪਾਣੀਆਂ ਉੱਤੇ ਲਾਈ ਗਈ, ਉਹ ਫਲਵੰਤ ਸੀ ਅਤੇ ਬਹੁਤੇ ਪਾਣੀਆਂ ਦੇ ਕਾਰਨ ਟਹਿਣੀਆਂ ਨਾਲ ਭਰ ਗਈ,
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 11] ਅਤੇ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਅਜਿਹੀਆਂ ਪੱਕੀਆਂ ਹੋ ਗਈਆਂ, ਕਿ ਹਕੂਮਤ ਦੇ ਆੱਸੇ ਉਹਨਾਂ ਤੋਂ ਬਣਾਏ ਗਏ, ਅਤੇ ਸੰਘਣੀਆਂ ਟਹਿਣੀਆਂ ਵਿੱਚ ਉਸ ਦਾ ਮੁੱਢ ਉੱਚਾ ਹੋਇਆ, ਅਤੇ ਸੰਘਣੀਆਂ ਟਹਿਣੀਆਂ ਸਣੇ ਉੱਚਾ ਦਿਸਦਾ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 12] ਪਰ ਉਹ ਕਹਿਰ ਨਾਲ ਉਖਾੜ ਕੇ ਧਰਤੀ ਉੱਤੇ ਡੇਗੀ ਗਈ, ਅਤੇ ਪੁਰੇ ਦੀ ਹਵਾ ਨੇ ਉਹ ਦੇ ਫਲ ਨੂੰ ਸੁਕਾ ਦਿੱਤਾ, ਉਸ ਦੀਆਂ ਪੱਕੀਆਂ ਟਹਿਣੀਆਂ ਭੰਨ ਦਿੱਤੀਆਂ ਗਈਆਂ, ਅਤੇ ਸੁੱਕ ਗਈਆਂ, ਅਤੇ ਅੱਗ ਵਿੱਚ ਬਲ ਗਈਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 13] ਹੁਣ ਉਹ ਉਜਾੜ ਵਿੱਚ, ਸੁੱਕੀ ਤੇ ਤਿਹਾਈ ਧਰਤੀ ਵਿੱਚ ਲਾਈ ਗਈ।
[IRV | PA | OT | Ezekiel | Chapter 19 | Verse 14] ਅੱਗ ਉਹ ਦੀ ਟੁੰਡ ਵਿੱਚੋਂ ਨਿੱਕਲੀ, ਅਤੇ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਤੇ ਉਹ ਦੇ ਫਲ ਨੂੰ ਭਸਮ ਕੀਤਾ, ਉਹ ਦੀ ਕੋਈ ਅਜਿਹੀ ਪੱਕੀ ਟਹਿਣੀ ਨਾ ਰਹੀ, ਜਿਹੜੀ ਹਕੂਮਤ ਵਾਲਾ ਆੱਸਾ ਬਣੇ। ਇਹ ਵੈਣ ਹੈ ਅਤੇ ਵੈਣ ਬਣਿਆ ਰਹੇਗਾ।
