[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ ਕਿ
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 2] ਹੇ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ, ਦੋ ਔਰਤਾਂ ਇੱਕ ਮਾਂ ਦੀਆਂ ਧੀਆਂ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 3] ਉਹਨਾਂ ਨੇ ਮਿਸਰ ਵਿੱਚ ਵਿਭਚਾਰ ਕੀਤਾ। ਉਹ ਆਪਣੀ ਜੁਆਨੀ ਵਿੱਚ ਵਿਭਚਾਰਨਾਂ ਬਣੀਆਂ। ਉੱਥੇ ਉਹਨਾਂ ਦੀਆਂ ਛਾਤੀਆਂ ਪੁੱਟੀਆਂ ਗਈਆਂ ਅਤੇ ਉੱਥੇ ਹੀ ਉਹਨਾਂ ਦੇ ਕੁਆਰਪੁਣੇ ਦੀਆਂ ਦੁੱਧੀਆਂ ਖਿੱਚੀਆਂ ਗਈਆਂ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 4] ਉਹਨਾਂ ਵਿੱਚੋਂ ਵੱਡੀ ਦਾ ਨਾਮ ਆਹਾਲਾਹ ਅਤੇ ਉਹ ਦੀ ਭੈਣ ਦਾ ਨਾਮ ਆਹਾਲੀਬਾਹ ਸੀ। ਉਹ ਮੇਰੀਆਂ ਹੋ ਗਈਆਂ ਅਤੇ ਉਹਨਾਂ ਨੇ ਧੀਆਂ ਪੁੱਤਰ ਜੰਮੇ ਅਤੇ ਉਹਨਾਂ ਦੇ ਨਾਮ ਆਹਾਲਾਹ ਸਾਮਰਿਯਾ ਅਤੇ ਆਹਾਲੀਬਾਹ ਯਰੂਸ਼ਲਮ ਹੈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 5] ਆਹਾਲਾਹ ਜਦੋਂ ਕਿ ਮੇਰੀ ਸੀ ਵਿਭਚਾਰ ਕਰਨ ਲੱਗੀ ਅਤੇ ਉਹ ਆਪਣੇ ਗੁਆਂਢੀ ਯਾਰਾਂ ਅਰਥਾਤ ਅੱਸ਼ੂਰੀਆਂ ਤੇ ਮੋਹਿਤ ਹੋ ਗਈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 6] ਉਹ ਸੂਬੇਦਾਰ, ਸ਼ਰੀਫ ਅਤੇ ਸਾਰੇ ਦੇ ਸਾਰੇ ਚੁਣਵੇਂ ਸੁਣੱਖੇ ਗੱਭਰੂ ਸਨ, ਜੋ ਘੋੜਿਆਂ ਤੇ ਸਵਾਰ ਹੁੰਦੇ ਅਤੇ ਬੈਂਗਣੀ ਕੱਪੜੇ ਪਹਿਨਦੇ ਸਨ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 7] ਉਸ ਨੇ ਉਹਨਾਂ ਸਾਰਿਆਂ ਦੇ ਨਾਲ ਜਿਹੜੇ ਅੱਸ਼ੂਰੀਆਂ ਦੇ ਚੁਣਵੇਂ ਜੁਆਨ ਸਨ, ਵਿਭਚਾਰ ਕੀਤਾ ਅਤੇ ਜਿਹਨਾਂ ਉੱਤੇ ਉਹ ਮੋਹਿਤ ਸੀ ਉਹਨਾਂ ਦੀਆਂ ਮੂਰਤੀਆਂ ਦੇ ਨਾਲ ਉਹ ਭਰਿਸ਼ਟ ਹੋਈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 8] ਉਸ ਨੇ ਜੋ ਵਿਭਚਾਰ ਮਿਸਰ ਵਿੱਚ ਕੀਤਾ ਸੀ, ਉਹ ਨੂੰ ਨਾ ਛੱਡਿਆ ਕਿਉਂ ਜੋ ਉਹ ਉਸ ਦੀ ਜੁਆਨੀ ਸਮੇਂ ਉਸ ਨਾਲ ਲੇਟੇ ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਹ ਦੇ ਕੁਆਰਪੁਣੇ ਦੀਆਂ ਦੁੱਧੀਆਂ ਨੂੰ ਖਿੱਚਿਆ ਅਤੇ ਆਪਣਾ ਵਿਭਚਾਰ ਉਹ ਦੇ ਉੱਤੇ ਪਾ ਦਿੱਤਾ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 9] ਇਸ ਲਈ ਮੈਂ ਉਹ ਨੂੰ ਉਸ ਦੇ ਮਿੱਤਰਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਅਰਥਾਤ ਅੱਸ਼ੂਰੀਆਂ ਦੇ ਹੱਥ ਵਿੱਚ ਸੌਂਪ ਦਿੱਤਾ, ਜਿਹਨਾਂ ਉੱਤੇ ਉਹ ਮੋਹਿਤ ਸੀ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 10] ਉਹਨਾਂ ਨੇ ਉਹ ਨੂੰ ਬੇਪੜਦਾ ਕੀਤਾ ਅਤੇ ਉਸ ਦੇ ਧੀਆਂ ਪੁੱਤਰਾਂ ਨੂੰ ਖੋਹ ਲਿਆ ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਹ ਨੂੰ ਤਲਵਾਰ ਨਾਲ ਵੱਢ ਦਿੱਤਾ, ਸੋ ਉਹ ਸਾਰੀਆਂ ਔਰਤਾਂ ਵਿੱਚ ਪ੍ਰਸਿੱਧ ਹੋ ਗਈ, ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਉਹ ਦੇ ਉੱਤੇ ਸਜ਼ਾ ਲਿਆਈ।
[IRV | PA | OT | Ezekiel | Chapter 23 | Verse 11] ਉਸ ਦੀ ਭੈਣ ਆਹਾਲੀਬਾਹ ਨੇ ਇਹ ਵੇਖਿਆ, ਪਰ ਉਹ ਇਸ਼ਕ ਵਿੱਚ ਅਤੇ ਵਿਭਚਾਰ ਵਿੱਚ, ਆਪਣੀ ਉਸ ਭੈਣ ਤੋਂ ਭੈੜੀ ਨਿੱਕਲੀ।
