[IRV | PA | NT | John | Chapter 10 | Verse 1] ਯਿਸੂ ਨੇ ਆਖਿਆ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਹੜਾ ਆਦਮੀ ਭੇਡਾਂ ਦੇ ਬਾੜੇ ਵਿੱਚ ਦਰਵਾਜ਼ੇ ਦੀ ਬਜਾਏ ਕਿਸੇ ਹੋਰ ਰਾਹ ਤੋਂ ਵੜਦਾ ਹੈ, ਉਹ ਚੋਰ ਤੇ ਡਾਕੂ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 2] ਪਰ ਉਹ ਜਿਹੜਾ ਦਰਵਾਜ਼ੇ ਰਾਹੀਂ ਵੜਦਾ ਹੈ, ਉਹ ਭੇਡਾਂ ਦਾ ਅਯਾਲੀ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 3] ਉਸ ਦੇ ਲਈ ਦਰਬਾਨ ਦਰਵਾਜ਼ਾ ਖੋਲ੍ਹ ਦਿੰਦਾ ਹੈ ਅਤੇ ਭੇਡਾਂ ਉਸਦਾ ਬੋਲ ਸੁਣਦੀਆਂ ਹਨ ਅਤੇ ਉਹ ਆਪਣੀਆਂ ਭੇਡਾਂ ਨੂੰ ਨਾਮ ਲੈ-ਲੈ ਕੇ ਬੁਲਾਉਂਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬਾਹਰ ਲੈ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 4] ਜਦੋਂ ਉਹ ਆਪਣੀਆਂ ਸਾਰੀਆਂ ਭੇਡਾਂ ਨੂੰ ਬਾਹਰ ਕੱਢ ਲੈਂਦਾ ਤਾਂ ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਤੁਰਦਾ ਹੈ ਅਤੇ ਭੇਡਾਂ ਉਸ ਦੇ ਮਗਰ ਜਾਂਦੀਆਂ ਹਨ; ਕਿਉਂਕਿ ਉਹ ਉਸ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਪਛਾਣਦੀਆਂ ਹਨ।
[IRV | PA | NT | John | Chapter 10 | Verse 5] ਪਰ ਉਹ ਪਰਾਏ ਆਦਮੀ ਦੇ ਮਗਰ ਕਦੇ ਨਹੀਂ ਜਾਣਗੀਆਂ, ਸਗੋਂ ਉਹ ਉਸ ਤੋਂ ਦੂਰ ਭੱਜ ਜਾਣਗੀਆਂ ਕਿਉਂਕਿ ਉਹ ਪਰਾਏ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਨਹੀਂ ਪਛਾਣਦੀਆਂ।”
[IRV | PA | NT | John | Chapter 10 | Verse 6] ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਇਹ ਦ੍ਰਿਸ਼ਟਾਂਤ ਸਮਝਾਇਆ ਪਰ ਉਹ ਇਸ ਦਾ ਮਤਲਬ ਨਾ ਸਮਝ ਸਕੇ।
[IRV | PA | NT | John | Chapter 10 | Verse 7] ਤਦ ਯਿਸੂ ਨੇ ਦੁਬਾਰਾ ਕਿਹਾ, “ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ-ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਭੇਡਾਂ ਲਈ ਦਰਵਾਜ਼ਾ ਮੈਂ ਹਾਂ।
[IRV | PA | NT | John | Chapter 10 | Verse 8] ਕਿਉਂਕਿ ਜਿਹੜੇ ਮੇਰੇ ਤੋਂ ਪਹਿਲਾਂ ਆਏ, ਉਹ ਚੋਰ ਤੇ ਡਾਕੂ ਸਨ, ਭੇਡਾਂ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਨਹੀਂ ਸੁਣੀ।
[IRV | PA | NT | John | Chapter 10 | Verse 9] ਮੈਂ ਦਰਵਾਜ਼ਾ ਹਾਂ, ਜਿਹੜਾ ਆਦਮੀ ਮੇਰੇ ਰਾਹੀਂ ਵੜਦਾ ਹੈ, ਬਚਾਇਆ ਜਾਵੇਗਾ। ਉਹ ਅੰਦਰ-ਬਾਹਰ ਆਇਆ ਜਾਇਆ ਕਰੇਗਾ ਅਤੇ ਉਸ ਨੂੰ ਜੋ ਚਾਹੀਦਾ ਮਿਲ ਜਾਵੇਗਾ।
[IRV | PA | NT | John | Chapter 10 | Verse 10] ਚੋਰ, ਚੋਰੀ ਕਰਨ, ਮਾਰਨ ਅਤੇ ਨਾਸ ਕਰਨ ਲਈ ਆਉਂਦਾ ਹੈ, ਪਰ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜੀਵਨ ਦੇਣ ਆਇਆ ਹਾਂ, ਸਗੋਂ ਚੋਖਾ ਜੀਵਨ।
[IRV | PA | NT | John | Chapter 10 | Verse 11] ਮੈਂ ਚੰਗਾ ਅਯਾਲੀ ਹਾਂ। ਇੱਕ ਚੰਗਾ ਅਯਾਲੀ ਭੇਡਾਂ ਦੀ ਖਾਤਰ ਆਪਣਾ ਜੀਵਨ ਕੁਰਬਾਨ ਕਰ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 12] ਇੱਕ ਮਜ਼ਦੂਰ ਅਯਾਲੀ ਨਹੀਂ ਹੈ ਅਤੇ ਉਹ ਭੇਡਾਂ ਦਾ ਮਾਲਕ ਨਹੀਂ ਹੈ। ਕਿਉਂ ਜੋ ਉਹ ਬਘਿਆੜ ਨੂੰ ਆਉਂਦਿਆਂ ਹੀਂ ਵੇਖ ਕੇ ਉਹ ਭੱਜ ਜਾਂਦਾ ਹੈ। ਬਘਿਆੜ ਉਨ੍ਹਾਂ ਭੇਡਾਂ ਤੇ ਹਮਲਾ ਕਰਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਖਿੰਡਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 13] ਮਜ਼ਦੂਰ ਭੱਜ ਜਾਂਦਾ ਹੈ ਕਿਉਂਕਿ ਉਹ ਸਿਰਫ਼ ਮਜ਼ਦੂਰੀ ਲਈ ਕੰਮ ਕਰਦਾ ਹੈ ਅਤੇ ਭੇਡਾਂ ਦਾ ਖਿਆਲ ਨਹੀਂ ਰੱਖਦਾ।
[IRV | PA | NT | John | Chapter 10 | Verse 14] ਮੈਂ ਚੰਗਾ ਅਯਾਲੀ ਹਾਂ, ਜੋ ਭੇਡਾਂ ਦਾ ਧਿਆਨ ਰੱਖਦਾ ਹਾਂ। ਉਵੇਂ ਹੀ ਜਿਵੇਂ ਕਿ ਪਿਤਾ ਮੈਨੂੰ ਜਾਣਦਾ ਹੈ, ਮੈਂ ਆਪਣੀਆਂ ਭੇਡਾਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ
[IRV | PA | NT | John | Chapter 10 | Verse 15] ਅਤੇ ਜਿਵੇਂ ਮੈਂ ਪਿਤਾ ਨੂੰ ਜਾਣਦਾ ਹਾਂ, ਮੇਰੀਆਂ ਭੇਡਾਂ ਵੀ ਮੈਨੂੰ ਜਾਣਦੀਆਂ ਹਨ। ਮੈਂ ਭੇਡਾਂ ਦੇ ਬਦਲੇ ਆਪਣੀ ਜਾਨ ਕੁਰਬਾਨ ਕਰਦਾ ਹਾਂ
[IRV | PA | NT | John | Chapter 10 | Verse 16] ਮੇਰੀਆਂ ਹੋਰ ਵੀ ਭੇਡਾਂ ਹਨ, ਜਿਹੜੀਆਂ ਇਸ ਇੱਜੜ ਵਿੱਚ ਨਹੀਂ ਹਨ। ਮੈਨੂੰ ਚਾਹੀਦਾ ਹੈ ਕਿ ਉਨ੍ਹਾਂ ਨੂੰ ਵੀ ਲਿਆਵਾਂ ਅਤੇ ਉਹ ਮੇਰੀ ਅਵਾਜ਼ ਸੁਣਨਗੀਆਂ ਅਤੇ ਇੱਕ ਇੱਜੜ ਅਤੇ ਇੱਕੋ ਅਯਾਲੀ ਹੋਵੇਗਾ।
[IRV | PA | NT | John | Chapter 10 | Verse 17] ਮੇਰਾ ਪਿਤਾ ਮੈਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹੈ ਕਿਉਂਕਿ ਮੈਂ ਆਪਣੀ ਜਾਨ ਦਿੰਦਾ ਹਾਂ, ਤਾਂ ਜੋ ਮੈਂ ਇਸ ਨੂੰ ਫ਼ੇਰ ਲੈ ਸਕਾਂ। ਕੋਈ ਮਨੁੱਖ ਮੇਰੀ ਜ਼ਿੰਦਗੀ ਮੇਰੇ ਤੋਂ ਨਹੀਂ ਖੋਂਹਦਾ ਪਰ ਮੈਂ ਇਸ ਨੂੰ ਆਪੇ ਹੀ ਗੁਆ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | NT | John | Chapter 10 | Verse 18] ਮੈਨੂੰ ਆਪਣਾ ਜੀਵਨ ਦੇਣ ਦਾ ਅਤੇ ਇਸ ਨੂੰ ਫ਼ੇਰ ਵਾਪਸ ਲੈਣ ਦਾ ਅਧਿਕਾਰ ਹੈ। ਇਹ ਹੁਕਮ ਮੈਂ ਆਪਣੇ ਪਿਤਾ ਕੋਲੋਂ ਪਾਇਆ ਹੈ।”
[IRV | PA | NT | John | Chapter 10 | Verse 19] ਯਿਸੂ ਦੇ ਇਨ੍ਹਾਂ ਸ਼ਬਦਾਂ ਨੂੰ, ਇੱਕ ਵਾਰ ਫ਼ੇਰ ਸੁਨਣ ਤੋਂ ਬਾਅਦ, ਯਹੂਦੀਆਂ ਦੀ ਆਪਸ ਵਿੱਚ ਫੁੱਟ ਪੈ ਗਈ।
[IRV | PA | NT | John | Chapter 10 | Verse 20] ਬਹੁਤਿਆਂ ਨੇ ਆਖਿਆ, “ਇਸ ਦੇ ਵਿੱਚ ਭੂਤ ਹੈ ਇਸ ਲਈ ਇਹ ਇੱਕ ਪਾਗਲ ਆਦਮੀ ਦੀ ਤਰ੍ਹਾਂ ਬੋਲ ਰਿਹਾ ਹੈ। ਤੁਸੀਂ ਇਸ ਨੂੰ ਕਿਉਂ ਸੁਣ ਰਹੇ ਹੋ?”
[IRV | PA | NT | John | Chapter 10 | Verse 21] ਪਰ ਦੂਜਿਆਂ ਨੇ ਆਖਿਆ, “ਜਿਸ ਆਦਮੀ ਵਿੱਚ ਭੂਤ ਹੋਵੇ ਉਹ ਇਸ ਤਰ੍ਹਾਂ ਨਹੀਂ ਬੋਲ ਸਕਦਾ। ਕੀ ਕੋਈ ਭੂਤ ਕਿਸੇ ਅੰਨ੍ਹੇ ਨੂੰ ਸੁਜਾਖਾ ਕਰ ਸਕਦਾ ਹੈ? ਨਹੀਂ!”
[IRV | PA | NT | John | Chapter 10 | Verse 22] ਇਹ ਸਰਦੀ ਦੀ ਰੁੱਤ ਸੀ ਅਤੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਪ੍ਰਤਿਸ਼ਠਾ ਦਾ ਤਿਉਹਾਰ ਆਇਆ।
[IRV | PA | NT | John | Chapter 10 | Verse 23] ਯਿਸੂ ਹੈਕਲ ਵਿੱਚ ਸੁਲੇਮਾਨ ਦੀ ਡਿਉਢੀ ਤੇ ਟਹਿਲ ਰਿਹਾ ਸੀ।
[IRV | PA | NT | John | Chapter 10 | Verse 24] ਯਹੂਦੀ ਯਿਸੂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਇਕੱਠੇ ਹੋ ਗਏ ਅਤੇ ਕਹਿਣ ਲੱਗੇ, “ਕਿੰਨੇ ਸਮੇਂ ਤੱਕ ਤੂੰ ਸਾਨੂੰ ਭੁਲਾਵੇ ਵਿੱਚ ਰੱਖੇਂਗਾ? ਜੇਕਰ ਤੂੰ ਮਸੀਹ ਹੈਂ ਤਾਂ ਸਾਨੂੰ ਸਾਫ਼-ਸਾਫ਼ ਦੱਸ।”
[IRV | PA | NT | John | Chapter 10 | Verse 25] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, “ਮੈਂ ਪਹਿਲਾਂ ਹੀ ਤੁਹਾਨੂੰ ਦੱਸ ਚੁੱਕਿਆ ਹਾਂ ਪਰ ਤੁਸੀਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕੀਤਾ। ਮੈਂ ਆਪਣੇ ਪਿਤਾ ਦੇ ਨਾਮ ਤੇ ਕੰਮ ਕਰਦਾ ਹਾਂ ਅਤੇ ਉਹ ਕਰਾਮਾਤਾਂ ਮੇਰੇ ਬਾਰੇ ਗਵਾਹੀ ਦਿੰਦੀਆਂ ਹਨ।
[IRV | PA | NT | John | Chapter 10 | Verse 26] ਪਰ ਤੁਸੀਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰਦੇ। ਕਿਉਂਕਿ ਤੁਸੀਂ ਮੇਰੀਆਂ ਭੇਡਾਂ ਨਹੀਂ ਹੋ।
[IRV | PA | NT | John | Chapter 10 | Verse 27] ਮੇਰੀਆਂ ਭੇਡਾਂ ਮੇਰੀ ਅਵਾਜ਼ ਨੂੰ ਸੁਣਦੀਆਂ ਹਨ। ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ ਅਤੇ ਉਹ ਮੇਰੇ ਪਿੱਛੇ ਚਲਦੀਆਂ ਹਨ।
[IRV | PA | NT | John | Chapter 10 | Verse 28] ਮੈਂ ਆਪਣੀਆਂ ਭੇਡਾਂ ਨੂੰ ਸਦੀਪਕ ਜੀਵਨ ਦਿੰਦਾ ਹਾਂ ਅਤੇ ਉਹ ਕਦੇ ਨਹੀਂ ਮਰਨਗੀਆਂ ਅਤੇ ਨਾ ਕੋਈ ਉਨ੍ਹਾਂ ਨੂੰ ਮੇਰੇ ਤੋਂ ਖੋਹ ਸਕਦਾ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 29] ਮੇਰੇ ਪਿਤਾ ਨੇ ਭੇਡਾਂ ਮੈਨੂੰ ਦਿੱਤੀਆਂ ਹਨ, ਉਹ ਸਭ ਤੋਂ ਮਹਾਨ ਹੈ।
[IRV | PA | NT | John | Chapter 10 | Verse 30] ਕੋਈ ਵੀ ਉਨ੍ਹਾਂ ਭੇਡਾਂ ਨੂੰ ਮੇਰੇ ਪਿਤਾ ਦੇ ਹੱਥੋਂ ਖੋਹ ਨਹੀਂ ਸਕਦਾ। ਮੈਂ ਅਤੇ ਪਿਤਾ ਇੱਕ ਹਾਂ।”
