[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 1] And Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 2] Nohah the fourth, and Rapha the fifth.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 3] And Bela had sons: Addar, and Gera, and Abihud,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 4] and Abishua, and Naaman, and Ahoah,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 5] and Gera, and Shephuphan, and Huram.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 6] And these are the sons of Ehud: these are the heads of fathers’ houses of the inhabitants of Geba, and they carried them captive to Manahath:
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 7] and Naaman, and Ahijah, and Gera, he carried them captive; and he begat Uzza and Ahihud.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 8] And Shaharaim begat children in the field of Moab, after he had sent them away; Hushim and Baara were his wives.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 9] And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcam,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 10] and Jeuz, and Sachia, and Mirmah. These were his sons, heads of fathers’ houses.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 11] And of Hushim he begat Abitub and Elpaal.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 12] And the sons of Elpaal: Eber, and Misham, and Shemed, who built Ono and Lod, with the towns thereof;
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 13] and Beriah, and Shema, who were heads of fathers’ houses of the inhabitants of Aijalon, who put to flight the inhabitants of Gath;
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 14] and Ahio, Shashak, and Jeremoth,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 15] and Zebadiah, and Arad, and Eder,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 16] and Michael, and Ishpah, and Joha, the sons of Beriah,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 17] and Zebadiah, and Meshullam, and Hizki, and Heber,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 18] and Ishmerai, and Izliah, and Jobab, the sons of Elpaal,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 19] and Jakim, and Zichri, and Zabdi,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 20] and Elienai, and Zillethai, and Eliel,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 21] and Adaiah, and Beraiah, and Shimrath, the sons of Shimei,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 22] and Ishpan, and Eber, and Eliel,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 23] and Abdon, and Zichri, and Hanan,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 24] and Hananiah, and Elam, and Anthothijah,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 25] and Iphdeiah, and Penuel, the sons of Shashak,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 26] and Shamsherai, and Shehariah, and Athaliah,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 27] and Jaareshiah, and Elijah, and Zichri, the sons of Jeroham.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 28] These were heads of fathers’ houses throughout their generations, chief men: these dwelt in Jerusalem.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 29] And in Gibeon there dwelt the father of Gibeon, Jeiel, whose wife’s name was Maacah;
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 30] and his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 31] and Gedor, and Ahio, and Zecher.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 32] And Mikloth begat Shimeah. And they also dwelt with their brethren in Jerusalem, over against their brethren.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 33] And Ner begat Kish; and Kish begat Saul; and Saul begat Jonathan, and Malchi-shua, and Abinadab, and Eshbaal.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 34] And the son of Jonathan was Merib-baal; and Merib-baal begat Micah.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 35] And the sons of Micah: Pithon, and Melech, and Tarea, and Ahaz.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 36] And Ahaz begat Jehoaddah; and Jehoaddah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 37] And Moza begat Binea; Raphah was his son, Eleasah his son, Azel his son.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 38] And Azel had six sons, whose names are these: Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 39] And the sons of Eshek his brother: Ulam his firstborn, Jeush the second, and Eliphelet the third.
[ASV | EN | OT | 1 Chronicles | Chapter 8 | Verse 40] And the sons of Ulam were mighty men of valor, archers, and had many sons, and sons’ sons, a hundred and fifty. All these were of the sons of Benjamin.
