[IRV | BN | OT | Job | Chapter 21 | Verse 1] তারপর ইয়োব উত্তর করলেন এবং বললেন,
[IRV | BN | OT | Job | Chapter 21 | Verse 2] “আমার কথা মনোযোগ দিয়ে শোন এবং এটাই তোমাদের সান্ত্বনা হোক।
[IRV | BN | OT | Job | Chapter 21 | Verse 3] আমার প্রতি ধৈর্য্য ধর এবং আমিও কথা বলব; আমার কথা বলার পরে, আমার ওপর বিদ্রূপ কর।
[IRV | BN | OT | Job | Chapter 21 | Verse 4] আমার জন্য, আমার অভিযোগ কি কোন মানুষের কাছে? কেন আমি ধৈর্যহীন হব না?
[IRV | BN | OT | Job | Chapter 21 | Verse 5] আমার দিকে তাকাও এবং অবাক হবে এবং তোমাদের মুখের ওপর হাত দাও।
[IRV | BN | OT | Job | Chapter 21 | Verse 6] যখন আমি আমার কষ্টের বিষয়ে চিন্তা করি, আমি সমস্যায় পড়ি এবং আমার মাংস আতঙ্কিত হয়।
[IRV | BN | OT | Job | Chapter 21 | Verse 7] কেন পাপীরা বেঁচে থাকে, বৃদ্ধ হয় এবং পরাক্রমের শক্তিতে বৃদ্ধি পায়?
[IRV | BN | OT | Job | Chapter 21 | Verse 8] তাদের বংশধাররা তাদের চোখের সামনে তাদের সঙ্গে প্রতিষ্ঠিত হচ্ছে এবং তাদের সন্তানসন্ততিরা তাদের চোখের সামনে প্রতিষ্ঠিত হচ্ছে।
[IRV | BN | OT | Job | Chapter 21 | Verse 9] তাদের বাড়িঘর ভয় থেকে নিরাপদ; না তাদের ওপর ঈশ্বরের লাঠি আছে।
[IRV | BN | OT | Job | Chapter 21 | Verse 10] তাদের ষাঁড় বংশ বৃদ্ধি করে; তা এটা করতে ব্যর্থ হয় না; তাদের গরু বাচ্চা জন্ম দেয় এবং গাভীন তার বাছুর হারায় না।
[IRV | BN | OT | Job | Chapter 21 | Verse 11] তারা তাদের বাচ্চাদের পালের মত বাইরে পাঠায় এবং তাদের শিশুরা নাচে।
[IRV | BN | OT | Job | Chapter 21 | Verse 12] তারা তবলা ও বিনে গান করে এবং বাঁশির সুরে আনন্দ করে।
[IRV | BN | OT | Job | Chapter 21 | Verse 13] তারা সৌভাগ্যে তাদের জীবন যাপন করে এবং তারা নিঃশব্দে (শান্তিপুর্বক) পাতালে নেমে যায়।
[IRV | BN | OT | Job | Chapter 21 | Verse 14] তারা ঈশ্বরকে বলে, ‘আমাদের থেকে চলে যাও কারণ আমরা তোমার পথ জানতে চাই না।
[IRV | BN | OT | Job | Chapter 21 | Verse 15] সর্বশক্তিমান কে যে আমাদের তাঁর উপাসনা করা উচিত? যদি আমরা তাঁর কাছে প্রার্থনা করি তাহলে আমাদের কি লাভ হবে?’
[IRV | BN | OT | Job | Chapter 21 | Verse 16] দেখ, তাদের উন্নতি কি তাদের হাতেই নেই? পাপীদের পরামর্শ আমার থেকে দূরে।
[IRV | BN | OT | Job | Chapter 21 | Verse 17] কতবার পাপীদের প্রদীপ নেভান হয় অথবা কতবার যে তাদের ওপর বিপদ আসে? কতবার এটা ঘটেছে যে ঈশ্বর তাঁর ক্রোধে তাদের কষ্ট ভাগ করেছেন?
[IRV | BN | OT | Job | Chapter 21 | Verse 18] কতবার তারা বাতাসের সামনে শুকনো নাড়ার মত হয় অথবা তুষের মত হয় যে ঝড় উড়িয়ে নিয়ে যায়?
[IRV | BN | OT | Job | Chapter 21 | Verse 19] তোমরা বল, ‘ঈশ্বর এক জনের অপরাধের দায় তার সন্তানদের জন্য রাখেছেন,’ তাকে নিজেকেই এটা ভোগ করতে দাও, যাতে সে জানতে পারে তার অপরাধ।
[IRV | BN | OT | Job | Chapter 21 | Verse 20] তার চোখ তার নিজের ধ্বংস দেখুক এবং তাকে সর্বশক্তিমানের ক্রোধ পান করতে দাও।
[IRV | BN | OT | Job | Chapter 21 | Verse 21] যখন তার মাসের সংখ্যা অর্ধেক করা হয়েছে, তখন কি কারণে সে তার পরিবারের বিষয়ে চিন্তা করে?
[IRV | BN | OT | Job | Chapter 21 | Verse 22] কেউ কি ঈশ্বরকে জ্ঞানের শিক্ষা দিতে পারে, যেহেতু যারা উচ্চ তিনি তাদেরও বিচার করেন?
[IRV | BN | OT | Job | Chapter 21 | Verse 23] একজন মানুষ তার পূর্ণ শক্তিতে মারা যায়, একেবারে শান্তিতে এবং আরামে।
[IRV | BN | OT | Job | Chapter 21 | Verse 24] তার ভান্ডার সকল দুধে পূর্ণ এবং তার হাড়ের মজ্জা সতেজ।
[IRV | BN | OT | Job | Chapter 21 | Verse 25] আরেকজন মানুষ প্রাণের তিক্ততায় মরে, যে কখনও ভাল কিছুর অভিজ্ঞতা করে নি।
[IRV | BN | OT | Job | Chapter 21 | Verse 26] তারা সমানভাবে ধূলোয় শুয়ে পরবে; তাদের দুজনকেই পোকায় ঢাকে।
[IRV | BN | OT | Job | Chapter 21 | Verse 27] দেখ, আমি জানি তোমার চিন্তা এবং সেই পথ যাতে তোমরা আমার খারাপ চাও।
[IRV | BN | OT | Job | Chapter 21 | Verse 28] কারণ তোমরা বল, ‘রাজকুমারের বাড়ি এখন কোথায়? সেই তাঁবু কোথায় যাতে একদিন পাপীরা বাস করত?’
[IRV | BN | OT | Job | Chapter 21 | Verse 29] তোমরা কি কখন পথিকদের জিজ্ঞাসা কর নি? তোমরা কি জান না সেই প্রমাণ তারা দিতে পারে,
[IRV | BN | OT | Job | Chapter 21 | Verse 30] দুষ্টকে ধ্বংসের দিন পর্যন্ত রাখা হয় এবং যাতে সে ক্রোধের দিনের র থেকে রক্ষা পায়?
[IRV | BN | OT | Job | Chapter 21 | Verse 31] দুষ্টের সামনে কে তার পথের জন্য তাকে দোষী করবে? সে যা করেছে তার জন্য কে তাকে প্রতিফল দেবে?
[IRV | BN | OT | Job | Chapter 21 | Verse 32] তবুও সে কবরে জন্ম নেবে; লোকেরা তার কবরের ওপর লক্ষ রাখবে।
[IRV | BN | OT | Job | Chapter 21 | Verse 33] উপত্যকার মাটি তার কাছে মিষ্টি লাগবে; সমস্ত লোক তাকে অনুসরণ করবে, তার আগে অসংখ্য মানুষ যেমন সেখানে ছিল।
[IRV | BN | OT | Job | Chapter 21 | Verse 34] নিরর্থক কোথায় তোমরা কেমন করে আমায় সান্ত্বনা দেবে, যেহেতু তোমাদের উত্তরে কিছুই নেই কিন্তু মিথ্যা রয়েছে?”
