[IRV | BN | OT | Job | Chapter 37 | Verse 1] “সত্যি, এটাতে আমার হৃদয় কাঁপছে; এটা তার জায়গা থেকে সরে গেছে।
[IRV | BN | OT | Job | Chapter 37 | Verse 2] ওহে শোন, ঈশ্বরের গলার আওয়াজ শোন, সেই আওয়াজ যা তাঁর মুখ থেকে বের হয়।
[IRV | BN | OT | Job | Chapter 37 | Verse 3] তিনি এটা সমস্ত আকাশের নিচে পাঠান এবং তিনি পৃথিবীর শেষ প্রান্ত পর্যন্ত তাঁর বিদ্যুতের ঝলক পাঠান।
[IRV | BN | OT | Job | Chapter 37 | Verse 4] এটার পরে তাঁর স্বর গর্জিত হয়; তাঁর মহিমার রবে তিনি বজ্রধ্বনি করেন; যখন তাঁর রব শোনা যায়, তিনি তাদের বাধা দেন না।
[IRV | BN | OT | Job | Chapter 37 | Verse 5] ঈশ্বর তাঁর রবে আশ্চর্য্যরূপে গর্জন করেন; তিনি মহান কাজ করেছেন যা আমরা বুঝতে পারি না।
[IRV | BN | OT | Job | Chapter 37 | Verse 6] কারণ তিনি তুষারকে বলেন, পৃথিবীতে পড়, একইভাবে বৃষ্টিকেও বলেন, এক মহা বৃষ্টির ধারা হয়ে পড়তে।
[IRV | BN | OT | Job | Chapter 37 | Verse 7] তিনি প্রত্যেক মানুষের হাত মুদ্রাঙ্কিত করেন, যাতে সমস্ত মানুষ যাদের তিনি বানিয়েছেন তারা তাঁর কাজ দেখতে পায়।
[IRV | BN | OT | Job | Chapter 37 | Verse 8] তখন পশুরা লুকাবে এবং তারা তাদের গুহায় থাকবে।
[IRV | BN | OT | Job | Chapter 37 | Verse 9] দক্ষিণে দিকের ঘর থেকে ঝড় আসে এবং উত্তর দিক থেকে ঝড়ো হাওয়ায় ঠান্ডা আসে।
[IRV | BN | OT | Job | Chapter 37 | Verse 10] ঈশ্বরের নিঃশ্বাসের দ্বারা বরফ দেওয়া হয়েছে; বিস্তৃত জল ধাতুর মত জমে গেছে।
[IRV | BN | OT | Job | Chapter 37 | Verse 11] সত্যি, তিনি ঘন মেঘকে জলে ভরেন; তিনি তাঁর বিদ্যুতের ঝলক মেঘের মধ্যে দিয়ে ছড়িয়ে দেন।
[IRV | BN | OT | Job | Chapter 37 | Verse 12] তিনি তাঁর পরিচালনায় মেঘেদের ঘুরান, যাতে তারা তাঁর আদেশ অনুযায়ী কার্য্য করে, সমস্ত পৃথিবীর উপরে করে।
[IRV | BN | OT | Job | Chapter 37 | Verse 13] তিনি এসমস্ত ঘটান, কখনও এটা শাসনের জন্য, কখনও তাঁর নিজের দেশের জন্য এবং কখনও চুক্তির বিশ্বস্ততার জন্য ঘটান।
[IRV | BN | OT | Job | Chapter 37 | Verse 14] হে ইয়োব, এটা শুনুন, স্থির হন এবং ঈশ্বরের আশ্চর্য্য কাজের বিষয়ে চিন্তা করুন।
[IRV | BN | OT | Job | Chapter 37 | Verse 15] আপনি কি জানেন ঈশ্বর কীভাবে তাঁর ইচ্ছা মেঘেদের উপরে রাখেন এবং বিদ্যুতকে তার মধ্যে তীব্র গতিতে ছোটান?
[IRV | BN | OT | Job | Chapter 37 | Verse 16] আপনি কি মেঘেদের দোলন বোঝেন, ঈশ্বরের আশ্চর্য্য কাজ বোঝেন, কে জ্ঞানে সিদ্ধ?
[IRV | BN | OT | Job | Chapter 37 | Verse 17] যখন দক্ষিণী বাতাসের জন্য পৃথিবী স্তব্ধ, তখন কেন আপনার বস্ত্র গরম হয়?
[IRV | BN | OT | Job | Chapter 37 | Verse 18] আপনি কি তাঁর মত আকাশকে বাড়াতে পারেন যেমন তিনি পারেন সেই আকাশ, যা ছাঁচে ঢালা আয়নার মত শক্ত?
[IRV | BN | OT | Job | Chapter 37 | Verse 19] আমাদের শেখান তাঁকে আমরা কি বলব, কারণ আমাদের মনের অন্ধকারের জন্য আমরা আমাদের অভিযোগ রাখতে পারি না।
[IRV | BN | OT | Job | Chapter 37 | Verse 20] তাঁকে কি বলা হবে যে আমি তার সঙ্গে কথা বলতে চাই? কেউ কি কবলিত হতে চাইবে?
[IRV | BN | OT | Job | Chapter 37 | Verse 21] যখন বাতাস বয়ে আকাশ পরিষ্কার হয়, তখন লোকেরা আকাশে জ্বলজ্বল করা সূর্য্যের দিকে তাকাতে পারে না।
[IRV | BN | OT | Job | Chapter 37 | Verse 22] উত্তর দিক থেকে সোনার সমারোহ আসে ঈশ্বরের উপরে ভয়ঙ্কর মহিমা থাকে।
[IRV | BN | OT | Job | Chapter 37 | Verse 23] সর্বশক্তিমানের সম্বন্ধে, আমরা তাঁকে খুঁজে পেতে পারি না; তিনি পরাক্রম এবং ধার্ম্মিকতায় মহান। তিনি লোকেদের অত্যাচার করেন না।
[IRV | BN | OT | Job | Chapter 37 | Verse 24] এই জন্য, লোকেরা তাঁকে ভয় পায়। যারা নিজেদের জ্ঞানী মনে করে তিনি তাদের প্রতি মনোযোগ দেন না।”
