[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 1] And David the king saith to all the assembly, 'Solomon my son — the one on whom God hath fixed — [is] young and tender, and the work [is] great, for not for man is the palace, but for Jehovah God;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 2] and with all my power I have prepared for the house of my God, the gold for [things of] gold, and the silver for [those of] silver, and the brass for [those of] brass, the iron for [those of] iron, and the wood for [those of] wood, shoham stones, and settings, and stones of painting and of diverse colours, and all [kinds of] precious stone, and stones of white marble, in abundance.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 3] 'And again, because of my delighting in the house of my God, the substance I have — a peculiar treasure of gold and silver — I have given for the house of my God, even over and above all I have prepared for the house of the sanctuary:
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 4] three thousand talents of gold, of the gold of Ophir, and seven thousand talents of refined silver, to overlay the walls of the houses,
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 5] even gold for [things of] gold, and silver for [those of] silver, and for all the work by the hand of artificers; and who [is] he that is offering willingly to consecrate his hand to-day to Jehovah?'
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 6] And the heads of the fathers, and the heads of the tribes of Israel, and the heads of the thousands, and of the hundreds, even to the heads of the work of the king, offer willingly.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 7] And they give for the service of the house of God, of gold — talents five thousand, and drams a myriad; and of silver — talents ten thousand, and of brass — a myriad and eight thousand talents; and of iron — a hundred thousand talents;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 8] and he with whom stones are found hath given to the treasury of the house of Jehovah, by the hand of Jehiel the Gershonite.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 9] And the people rejoice because of their offering willingly, for with a perfect heart they have offered willingly to Jehovah; and also David the king hath rejoiced — great joy.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 10] And David blesseth Jehovah before the eyes of all the assembly, and David saith, 'Blessed [art] Thou, Jehovah, God of Israel our father, from age even unto age.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 11] To Thee, O Jehovah, [is] the greatness, and the might, and the beauty, and the victory, and the honour, because of all in the heavens and in the earth; to Thee, O Jehovah, [is] the kingdom, and he who is lifting up himself over all for head;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 12] and the riches, and the honour [are] from before Thee, and Thou art ruling over all, and in Thy hand [is] power and might, and in Thy hand, to make great, and to give strength to all.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 13] 'And now, our God, we are giving thanks to Thee, and giving praise to Thy beauteous name;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 14] yea, because, who [am] I, and who [are] my people, that we retain power to offer thus willingly? but of Thee [is] the whole, and out of Thy hand we have given to Thee;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 15] for sojourners we [are] before Thee, and settlers, like all our fathers; as a shadow [are] our days on the land, and there is none abiding.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 16] 'O Jehovah our God, all this store that we have prepared to build to Thee a house, for Thy holy name, [is] out of Thy hand, and of Thee [is] the whole.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 17] 'And I have known, my God, that Thou art trying the heart, and uprightness dost desire; I, in the uprightness of my heart, have willingly offered all these: and now, Thy people who are found here I have seen with joy to offer willingly to Thee.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 18] 'O Jehovah, God of Abraham, Isaac, and Israel, our fathers, keep this to the age for the imagination of the thoughts of the heart of Thy people, and prepare their heart unto Thee;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 19] and to Solomon my son give a perfect heart, to keep Thy commands, Thy testimonies, and Thy statutes, and to do the whole, even to build the palace [for] which I have prepared.'
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 20] And David saith to all the assembly, 'Bless, I pray you, Jehovah your God;' and all the assembly bless Jehovah, God of their fathers, and bow and do obeisance to Jehovah, and to the king.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 21] And they sacrifice to Jehovah sacrifices, and cause to ascend burnt-offerings to Jehovah on the morrow of that day, bullocks a thousand, rams a thousand, lambs a thousand, and their oblations, even sacrifices in abundance, for all Israel.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 22] And they eat and drink before Jehovah on that day with great joy, and cause Solomon son of David to reign a second time, and anoint [him] before Jehovah for leader, and Zadok for priest.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 23] And Solomon sitteth on the throne of Jehovah for king instead of David his father, and prospereth, and all Israel hearken unto him,
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 24] and all the heads, and the mighty men, and also all the sons of king David have given a hand under Solomon the king;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 25] and Jehovah maketh Solomon exceedingly great before the eyes of all Israel, and putteth upon him the honour of the kingdom that hath not been on any king over Israel before him.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 26] And David son of Jesse hath reigned over all Israel,
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 27] and the days that he hath reigned over Israel [are] forty years; in Hebron he reigned seven years, and in Jerusalem he reigned thirty and three;
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 28] and he dieth in a good old age, satisfied with days, riches, and honour, and reign doth Solomon his son in his stead.
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 29] And the matters of David the king, the first and the last, lo, they are written beside the matters of Samuel the seer, and beside the matters of Nathan the prophet, and beside the matters of Gad the seer,
[YLT | EN | OT | 1 Chronicles | Chapter 29 | Verse 30] with all his reign, and his might, and the times that went over him, and over Israel, and over all kingdoms of the lands.
