[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 1] Now those that sealed were , Nehemiah, the Tirshatha, the son of Hachaliah, and Zidkijah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 2] Seraiah, Azariah, Jeremiah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 3] Pashur, Amariah, Malchijah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 4] Hattush, Shebaniah, Malluch,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 5] Harim, Meremoth, Obadiah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 6] Daniel, Ginnethon, Baruch,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 7] Meshullam, Abijah, Mijamin,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 8] Maaziah, Bilgai, Shemaiah: these were the priests.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 9] And the Levites: both Jeshua the son of Azaniah, Binnui of the sons of Henadad, Kadmiel;
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 10] And their brethren, Shebaniah, Hodijah, Kelita, Pelaiah, Hanan,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 11] Micha, Rehob, Hashabiah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 12] Zaccur, Sherebiah, Shebaniah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 13] Hodijah, Bani, Beninu,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 14] The chief of the people; Parosh, Pahath-moab, Elam, Zatthu, Bani,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 15] Bunni, Azgad, Bebai,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 16] Adonijah, Bigvai, Adin,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 17] Ater, Hizkijah, Azzur,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 18] Hodijah, Hashum, Bezai,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 19] Hariph, Anathoth, Nebai,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 20] Magpiash, Meshullam, Hezir,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 21] Meshezabeel, Zadok, Jaddua,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 22] Pelatiah, Hanan, Anaiah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 23] Hoshea, Hananiah, Hashub,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 24] Hallohesh, Pileha, Shobek,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 25] Rehum, Hashabnah, Maaseiah,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 26] And Ahijah, Hanan, Anan,
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 27] Malluch, Harim, Baanah.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 28] And the rest of the people, the priests, the Levites, the porters, the singers, the Nethinims, and all they that had separated themselves from the people of the lands to the law of God, their wives, their sons, and their daughters, every one having knowledge, and having understanding;
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 29] They united with their brethren, their nobles, and entered into a curse, and into an oath, to walk in God's law, which was given by Moses the servant of God, and to observe and do all the commandments of the LORD our LORD, and his judgments and his statutes;
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 30] And that we would not give our daughters to the people of the land, nor take their daughters for our sons:
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 31] And if the people of the land should bring wares or any provisions on the sabbath day to sell, that we would not buy it of them on the sabbath, or on the holy day: and that we would leave the seventh year, and the exaction of every debt.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 32] Also we made ordinances for us, to charge ourselves yearly with the third part of a shekel for the service of the house of our God;
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 33] For the show-bread, and for the continual meat-offering, and for the continual burnt-offering, of the sabbaths, of the new moons, for the set feasts, and for the holy things , and for the sin-offerings to make an atonement for Israel, and for all the work of the house of our God.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 34] And we cast the lots among the priests, the Levites, and the people, for the wood-offering, to bring it into the house of our God, after the houses of our fathers, at times appointed year by year, to burn upon the altar of the LORD our God, as it is written in the law:
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 35] And to bring the first-fruits of our ground, and the first-fruits of all fruit of all trees, year by year, to the house of the LORD:
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 36] Also the first-born of our sons, and of our cattle, as it is written in the law, and the firstlings of our herds and of our flocks, to bring to the house of our God, to the priests that minister in the house of our God:
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 37] And that we should bring the first-fruits of our dough, and our offerings, and the fruit of all manner of trees, of wine and of oil, to the priests, to the chambers of the house of our God; and the tithes of our ground to the Levites, that the same Levites might have the tithes in all the cities of our tillage.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 38] And the priest the son of Aaron shall be with the Levites, when the Levites take tithes: and the Levites shall bring up the tenth of the tithes to the house of our God, to the chambers, into the treasure house.
[WEBSTER | EN | OT | Nehemiah | Chapter 10 | Verse 39] For the children of Israel and the children of Levi shall bring the offering of the corn, of the new wine, and the oil, to the chambers, where are the vessels of the sanctuary, and the priests that minister, and the porters, and the singers: and we will not forsake the house of our God.
