[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 1] أُبَارِكُ الرَّبَّ فِي كُلِّ حِينٍ. تَسْبِيحُهُ دَائِماً فِي فَمِي.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 2] تَفْتَخِرُ نَفْسِي بِالرَّبِّ، فَيَسْمَعُنِي الْوُدَعَاءُ وَيَفْرَحُونَ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 3] مَجِّدُوا الرَّبَّ مَعِي، وَلْنُعَظِّمِ اسْمَهُ مَعاً.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 4] الْتَمَسْتُ الرَّبَّ فَأَجَابَنِي، وأَنْقَذَنِي مِنْ كُلِّ مَخَاوِفِي.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 5] الَّذِينَ تَطَلَّعُوا إِلَيْهِ اسْتَنَارُوا، وَلَمْ تَخْجَلْ وُجُوهُهُمْ قَطُّ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 6] هَذَا الْمِسْكِينُ اسْتَغَاثَ، فَسَمِعَهُ الرَّبُّ وَأَنْقَذَهُ مِنْ جَمِيعِ ضِيقَاتِهِ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 7] مَلاكُ الرَّبِّ يُخَيِّمُ حَوْلَ خَائِفِيهِ، وَيُنَجِّيهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 8] ذُوقُوا وَانْظُرُوا مَا أَطْيَبَ الرَّبَّ. طُوبَى لِلرَّجُلِ الْمُتَوَكِّلِ عَلَيْهِ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 9] اتَّقُوا الرَّبَّ يَا قِدِّيسِيهِ، لأَنَّهُ لَيْسَ عَوَزٌ لِمُتَّقِيهِ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 10] تَحْتَاجُ الأَشْبَالُ وَتَجُوعُ، وَأَمَّا طَالِبُو الرَّبِّ فَلَا يُعْوِزُهُمْ شَيْءٌ مِنَ الْخَيْرِ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 11] تَعَالَوْا أَيُّهَا الْبَنُونَ وَأَصْغُوا إِلَيَّ، فَأُعَلِّمَكُمْ مَخَافَةَ الرَّبِّ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 12] فَمَنْ أَرَادَ أَنْ يَتَمَتَّعَ بِحَيَاةٍ سَعِيدَةٍ وَأَيَّامٍ طَيِّبَةٍ،
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 13] فَلْيَمْنَعْ لِسَانَهُ عَنِ الشَّرِّ وَشَفَتَيْهِ عَنْ كَلامِ الْغِشِّ
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 14] لِيَتَحَوَّلْ عَنِ الشَّرِّ وَيَفْعَلِ الْخَيْرَ. لِيَطْلُبِ السَّلامَ وَيَسْعَ لِلْوُصُولِ إِلَيْهِ
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 15] لأَنَّ الرَّبَّ يَرْعَى الأَبْرَارَ بِعِنَايَتِهِ وَيَسْتَجِيبُ إِلَى دُعَائِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 16] وَلَكِنْ يَقِفُ ضِدَّ الَّذِينَ يَعْمَلُونَ الشَّرَّ لِيَسْتَأْصِلَ مِنَ الأَرْضِ ذِكْرَهُمْ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 17] يَسْتَغِيثُ الأَبْرَارُ، فَيَسْمَعُ لَهُمُ الرَّبُّ وَيُنْقِذُهُمْ مِنْ جَمِيعِ ضِيقَاتِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 18] الرَّبُّ قَرِيبٌ مِنْ مُنْكَسِرِي الْقَلْبِ، وَيُخَلِّصُ مُنْسَحِقِي الرُّوحِ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 19] مَا أَكْثَرَ مَصَائِبَ الصِّدِّيقِ، وَلَكِنْ مِنْ جَمِيعِهَا يُنْقِذُهُ الرَّبُّ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 20] يَحْفَظُ عِظَامَهُ كُلَّهَا، فَلَا تُكْسَرُ وَاحِدَةٌ مِنْهَا.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 21] الشَّرُّ يُمِيتُ الشِّرِّيرَ، وَالَّذِينَ يُبْغِضُونَ الصِّدِّيقَ يُعَاقَبُونَ.
[VANDYKE | AR | OT | Psalms | Chapter 34 | Verse 22] الرَّبُّ يَفْدِي نُفُوسَ عَبِيدِهِ، وَكُلُّ مَنِ اعْتَصَمَ بِهِ يَنْجُو.
