[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 1] هَلِّلُويَا. اِحْمَدُوا ٱلرَّبَّ لِأَنَّهُ صَالِحٌ، لِأَنَّ إِلَى ٱلْأَبَدِ رَحْمَتَهُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 2] مَنْ يَتَكَلَّمُ بِجَبَرُوتِ ٱلرَّبِّ؟ مَنْ يُخْبِرُ بِكُلِّ تَسَابِيحِهِ؟
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 3] طُوبَى لِلْحَافِظِينَ ٱلْحَقَّ وَلِلصَّانِعِ ٱلْبِرَّ فِي كُلِّ حِينٍ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 4] ٱذْكُرْنِي يَارَبُّ بِرِضَا شَعْبِكَ. تَعَهَّدْنِي بِخَلَاصِكَ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 5] لِأَرَى خَيْرَ مُخْتَارِيكَ. لِأَفْرَحَ بِفَرَحِ أُمَّتِكَ. لِأَفْتَخِرَ مَعَ مِيرَاثِكَ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 6] أَخْطَأْنَا مَعَ آبَائِنَا. أَسَأْنَا وَأَذْنَبْنَا.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 7] آبَاؤُنَا فِي مِصْرَ لَمْ يَفْهَمُوا عَجَائِبَكَ. لَمْ يَذْكُرُوا كَثْرَةَ مَرَاحِمِكَ، فَتَمَرَّدُوا عِنْدَ ٱلْبَحْرِ، عِنْدَ بَحْرِ سُوفٍ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 8] فَخَلَّصَهُمْ مِنْ أَجْلِ ٱسْمِهِ، لِيُعَرِّفَ بِجَبَرُوتِهِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 9] وَٱنْتَهَرَ بَحْرَ سُوفٍ فَيَبِسَ، وَسَيَّرَهُمْ فِي ٱللُّجَجِ كَٱلْبَرِّيَّةِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 10] وَخَلَّصَهُمْ مِنْ يَدِ ٱلْمُبْغِضِ، وَفَدَاهُمْ مِنْ يَدِ ٱلْعَدُوِّ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 11] وَغَطَّتِ ٱلْمِيَاهُ مُضَايِقِيهِمْ. وَاحِدٌ مِنْهُمْ لَمْ يَبْقَ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 12] فَآمَنُوا بِكَلَامِهِ. غَنَّوْا بِتَسْبِيحِهِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 13] أَسْرَعُوا فَنَسُوا أَعْمَالَهُ. لَمْ يَنْتَظِرُوا مَشُورَتَهُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 14] بَلِ ٱشْتَهَوْا شَهْوَةً فِي ٱلْبَرِّيَّةِ، وَجَرَّبُوا ٱللهَ فِي ٱلْقَفْرِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 15] فَأَعْطَاهُمْ سُؤْلَهُمْ، وَأَرْسَلَ هُزَالًا فِي أَنْفُسِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 16] وَحَسَدُوا مُوسَى فِي ٱلْمَحَلَّةِ، وَهارُونَ قُدُّوسَ ٱلرَّبِّ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 17] فَتَحَتِ ٱلْأَرْضُ وَٱبْتَلَعَتْ دَاثَانَ، وَطَبَقَتْ عَلَى جَمَاعَةِ أَبِيرَامَ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 18] وَٱشْتَعَلَتْ نَارٌ فِي جَمَاعَتِهِمْ. ٱللَّهِيبُ أَحْرَقَ ٱلْأَشْرَارَ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 19] صَنَعُوا عِجْلًا فِي حُورِيبَ، وَسَجَدُوا لِتِمْثَالٍ مَسْبُوكٍ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 20] وَأَبْدَلُوا مَجْدَهُمْ بِمِثَالِ ثَوْرٍ آكِلِ عُشْبٍ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 21] نَسُوا ٱللهَ مُخَلِّصَهُمُ، ٱلصَّانِعَ عَظَائِمَ فِي مِصْرَ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 22] وَعَجَائِبَ فِي أَرْضِ حَامٍ، وَمَخَاوِفَ عَلَى بَحْرِ سُوفٍ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 23] فَقَالَ بِإِهْلَاكِهِمْ. لَوْلَا مُوسَى مُخْتَارُهُ وَقَفَ فِي ٱلثَّغْرِ قُدَّامَهُ لِيَصْرِفَ غَضَبَهُ عَنْ إِتْلَافِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 24] وَرَذَلُوا ٱلْأَرْضَ ٱلشَّهِيَّةَ. لَمْ يُؤْمِنُوا بِكَلِمَتِهِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 25] بَلْ تَمَرْمَرُوا فِي خِيَامِهِمْ. لَمْ يَسْمَعُوا لِصَوْتِ ٱلرَّبِّ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 26] فَرَفَعَ يَدَهُ عَلَيْهِمْ لِيُسْقِطَهُمْ فِي ٱلْبَرِّيَّةِ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 27] وَلِيُسْقِطَ نَسْلَهُمْ بَيْنَ ٱلْأُمَمِ، وَلِيُبَدِّدَهُمْ فِي ٱلْأَرَاضِي.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 28] وَتَعَلَّقُوا بِبَعْلِ فَغُورَ، وَأَكَلُوا ذَبَائِحَ ٱلْمَوْتَى.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 29] وَأَغَاظُوهُ بِأَعْمَالِهِمْ فَٱقْتَحَمَهُمُ ٱلْوَبَأُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 30] فَوَقَفَ فِينَحَاسُ وَدَانَ، فَٱمْتَنَعَ ٱلْوَبَأُ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 31] فَحُسِبَ لَهُ ذَلِكَ بِرًّا إِلَى دَوْرٍ فَدَوْرٍ، إِلَى ٱلْأَبَدِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 32] وَأَسْخَطُوهُ عَلَى مَاءِ مَرِيبَةَ حَتَّى تَأَذَّى مُوسَى بِسَبَبِهِمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 33] لِأَنَّهُمْ أَمَرُّوا رُوحَهُ حَتَّى فَرَطَ بِشَفَتَيْهِ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 34] لَمْ يَسْتَأْصِلُوا ٱلْأُمَمَ ٱلَّذِينَ قَالَ لَهُمُ ٱلرَّبُّ عَنْهُمْ،
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 35] بَلِ ٱخْتَلَطُوا بِٱلْأُمَمِ وَتَعَلَّمُوا أَعْمَالَهُمْ.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 36] وَعَبَدُوا أَصْنَامَهُمْ، فَصَارَتْ لَهُمْ شَرَكًا.
[VANDYKE | AR | OT | Psalms | Chapter 106 | Verse 37] وَذَبَحُوا بَنِيهِمْ وَبَنَاتِهِمْ لِلْأَوْثَانِ.
