[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 1] And Jehovah spoke to Moses, saying,
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 2] If any one sin and act unfaithfully against Jehovah, and lie to his neighbour as to an entrusted thing or a deposit or [that in which] he hath robbed or wronged his neighbour,
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 3] or have found what was lost, and denieth it, and sweareth falsely in anything of all that man doeth, sinning therein;
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 4] then it shall be, if he hath sinned and transgressed, that he shall restore what he robbed or that in which he hath defrauded, or the deposit, or the lost thing which he found,
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 5] or all that about which he hath sworn falsely; and he shall restore it in the principal, and shall add the fifth part more thereto; to [him to] whom it belongeth shall he give it, on the day of his trespass-offering.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 6] And his trespass-offering shall he bring to Jehovah, a ram without blemish out of the small cattle according to thy valuation, as a trespass-offering, unto the priest.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 7] And the priest shall make atonement for him before Jehovah, and it shall be forgiven him concerning anything of all that he hath done so as to trespass therein.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 8] And Jehovah spoke to Moses, saying,
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 9] Command Aaron and his sons, saying, This is the law of the burnt-offering; this, the burnt-offering, shall be on the hearth on the altar all night unto the morning, and the fire of the altar shall be kept burning on it.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 10] And the priest shall put on his linen raiment, and his linen breeches shall he put on his flesh, and take up the ashes to which the fire hath consumed the burnt-offering on the altar, and he shall put them beside the altar.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 11] And he shall put off his garments, and put on other garments, and carry forth the ashes without the camp unto a clean place.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 12] And the fire upon the altar shall be kept burning on it: it shall not be put out; and the priest shall burn wood on it every morning, and lay the burnt-offering in order upon it; and he shall burn thereon the fat of the peace-offerings.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 13] A continual fire shall be kept burning on the altar: it shall never go out.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 14] And this is the law of the oblation: [one of] the sons of Aaron shall present it before Jehovah, before the altar.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 15] And he shall take of it his handful of the fine flour of the oblation, and of the oil thereof, and all the frankincense which is on the meat-offering, and shall burn [it] on the altar: [it is] a sweet odour of the memorial thereof to Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 16] And the remainder thereof shall Aaron and his sons eat: unleavened shall it be eaten in a holy place; in the court of the tent of meeting shall they eat it.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 17] It shall not be baken with leaven. As their portion have I given it [unto them] of my offerings by fire: it is most holy; as the sin-offering, and as the trespass-offering.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 18] All the males among the children of Aaron shall eat of it. [It is] an everlasting statute in your generations, [their portion] of Jehovah's offerings by fire: whatever toucheth these shall be holy.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 19] And Jehovah spoke to Moses, saying,
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 20] This is the offering of Aaron and of his sons, which they shall present to Jehovah on the day when he is anointed: the tenth part of an ephah of fine flour as a continual oblation, half of it in the morning, and half thereof at night.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 21] It shall be prepared in the pan with oil: saturated with oil shalt thou bring it: baken pieces of the oblation shalt thou present [for] a sweet odour to Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 22] And the priest who is anointed of his sons in his stead shall prepare it: [it is] an everlasting statute; it shall be wholly burned to Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 6 | Verse 23] And every oblation of the priest shall be wholly burned; it shall not be eaten.
