[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 1] And Jehovah spoke to Moses, saying,
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 2] Command the children of Israel that they bring unto thee pure beaten olive oil for the light, to light the lamp continually.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 3] Outside the veil of the testimony, in the tent of meeting, shall Aaron dress it from evening to morning before Jehovah continually: [it is] an everlasting statute throughout your generations.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 4] Upon the pure candlestick shall he arrange the lamps before Jehovah continually.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 5] And thou shalt take fine wheaten flour, and bake twelve cakes thereof; each cake shall be of two tenths.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 6] And thou shalt set them in two rows, six in a row, upon the pure table before Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 7] And thou shalt put pure frankincense upon each row; and it shall be a bread of remembrance, an offering by fire to Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 8] Every sabbath day he shall arrange it before Jehovah continually, on the part of the children of Israel: [it is] an everlasting covenant.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 9] And it shall be Aaron's and his sons'; and they shall eat it in a holy place; for it is most holy unto him of Jehovah's offerings by fire: [it is] an everlasting statute.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 10] And the son of an Israelitish woman — but withal the son of an Egyptian, — went out among the children of Israel; and this son of the Israelitess and a man of Israel strove together in the camp;
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 11] and the Israelitish woman's son blasphemed the Name, and cursed; and they brought him to Moses. And his mother's name was Shelomith, the daughter of Dibri, of the tribe of Dan.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 12] And they confined him, that they might decide at the mouth of Jehovah.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 13] And Jehovah spoke to Moses, saying,
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 14] Lead the reviler outside the camp; and all that heard [him] shall lay their hands upon his head, and the whole assembly shall stone him.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 15] And thou shalt speak unto the children of Israel, saying, Every one when he revileth his God shall bear his sin.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 16] And he that blasphemeth the name of Jehovah shall certainly be put to death; all the assembly shall certainly stone him; as well the stranger as he that is home-born, when he blasphemeth the Name, shall be put to death.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 17] And if any one smiteth any man mortally, he shall certainly be put to death.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 18] And he that smiteth a beast mortally shall make it good, life for life.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 19] And if a man cause a blemish in his neighbour, as he hath done, so shall it be done to him;
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 20] breach for breach, eye for eye, tooth for tooth: as he hath caused a blemish in a man, so shall it be done to him.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 21] He that smiteth a beast [mortally] shall make it good; and he that smiteth a man [mortally] shall be put to death.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 22] Ye shall have one law: as the stranger, so the home-born; for I am Jehovah your God.
[DARBY | EN | OT | Leviticus | Chapter 24 | Verse 23] And Moses spoke to the children of Israel; and they led the reviler outside the camp and stoned him with stones. And the children of Israel did as Jehovah had commanded Moses.
