[YLT | EN | NT | Luke | Chapter 21 | Verse 1] And having looked up, he saw those who did cast their gifts to the treasury — rich men,
[YLT | EN | NT | Luke | Chapter 21 | Verse 2] and he saw also a certain poor widow casting there two mites,
[YLT | EN | NT | Luke | Chapter 21 | Verse 3] and he said, 'Truly I say to you, that this poor widow did cast in more than all;
[YLT | EN | NT | Luke | Chapter 21 | Verse 4] for all these out of their superabundance did cast into the gifts to God, but this one out of her want, all the living that she had, did cast in.'
[YLT | EN | NT | Luke | Chapter 21 | Verse 5] And certain saying about the temple, that with goodly stones and devoted things it hath been adorned, he said,
[YLT | EN | NT | Luke | Chapter 21 | Verse 6] 'These things that ye behold — days will come, in which there shall not be left a stone upon a stone, that shall not be thrown down.'
[YLT | EN | NT | Luke | Chapter 21 | Verse 7] And they questioned him, saying, 'Teacher, when, then, shall these things be? and what [is] the sign when these things may be about to happen?'
[YLT | EN | NT | Luke | Chapter 21 | Verse 8] And he said, 'See — ye may not be led astray, for many shall come in my name, saying — I am [he], and the time hath come nigh; go not on then after them;
[YLT | EN | NT | Luke | Chapter 21 | Verse 9] and when ye may hear of wars and uprisings, be not terrified, for it behoveth these things to happen first, but the end [is] not immediately.'
[YLT | EN | NT | Luke | Chapter 21 | Verse 10] Then said he to them, 'Nation shall rise against nation, and kingdom against kingdom,
[YLT | EN | NT | Luke | Chapter 21 | Verse 11] great shakings also in every place, and famines, and pestilences, there shall be; fearful things also, and great signs from heaven there shall be;
[YLT | EN | NT | Luke | Chapter 21 | Verse 12] and before all these, they shall lay on you their hands, and persecute, delivering up to synagogues and prisons, being brought before kings and governors for my name's sake;
[YLT | EN | NT | Luke | Chapter 21 | Verse 13] and it shall become to you for a testimony.
[YLT | EN | NT | Luke | Chapter 21 | Verse 14] 'Settle, then, to your hearts, not to meditate beforehand to reply,
[YLT | EN | NT | Luke | Chapter 21 | Verse 15] for I will give to you a mouth and wisdom that all your opposers shall not be able to refute or resist.
[YLT | EN | NT | Luke | Chapter 21 | Verse 16] 'And ye shall be delivered up also by parents, and brothers, and kindred, and friends, and they shall put of you to death;
[YLT | EN | NT | Luke | Chapter 21 | Verse 17] and ye shall be hated by all because of my name —
[YLT | EN | NT | Luke | Chapter 21 | Verse 18] and a hair out of your head shall not perish;
[YLT | EN | NT | Luke | Chapter 21 | Verse 19] in your patience possess ye your souls.
[YLT | EN | NT | Luke | Chapter 21 | Verse 20] 'And when ye may see Jerusalem surrounded by encampments, then know that come nigh did her desolation;
[YLT | EN | NT | Luke | Chapter 21 | Verse 21] then those in Judea, let them flee to the mountains; and those in her midst, let them depart out; and those in the countries, let them not come in to her;
[YLT | EN | NT | Luke | Chapter 21 | Verse 22] because these are days of vengeance, to fulfil all things that have been written.
[YLT | EN | NT | Luke | Chapter 21 | Verse 23] 'And woe to those with child, and to those giving suck, in those days; for there shall be great distress on the land, and wrath on this people;
[YLT | EN | NT | Luke | Chapter 21 | Verse 24] and they shall fall by the mouth of the sword, and shall be led captive to all the nations, and Jerusalem shall be trodden down by nations, till the times of nations be fulfilled.
[YLT | EN | NT | Luke | Chapter 21 | Verse 25] 'And there shall be signs in sun, and moon, and stars, and on the land [is] distress of nations with perplexity, sea and billow roaring;
[YLT | EN | NT | Luke | Chapter 21 | Verse 26] men fainting at heart from fear, and expectation of the things coming on the world, for the powers of the heavens shall be shaken.
[YLT | EN | NT | Luke | Chapter 21 | Verse 27] 'And then they shall see the Son of Man, coming in a cloud, with power and much glory;
[YLT | EN | NT | Luke | Chapter 21 | Verse 28] and these things beginning to happen bend yourselves back, and lift up your heads, because your redemption doth draw nigh.'
[YLT | EN | NT | Luke | Chapter 21 | Verse 29] And he spake a simile to them: 'See the fig-tree, and all the trees,
[YLT | EN | NT | Luke | Chapter 21 | Verse 30] when they may now cast forth, having seen, of yourselves ye know that now is the summer nigh;
[YLT | EN | NT | Luke | Chapter 21 | Verse 31] so also ye, when ye may see these things happening, ye know that near is the reign of God;
[YLT | EN | NT | Luke | Chapter 21 | Verse 32] verily I say to you — This generation may not pass away till all may have come to pass;
[YLT | EN | NT | Luke | Chapter 21 | Verse 33] the heaven and the earth shall pass away, but my words may not pass away.
[YLT | EN | NT | Luke | Chapter 21 | Verse 34] 'And take heed to yourselves, lest your hearts may be weighed down with surfeiting, and drunkenness, and anxieties of life, and suddenly that day may come on you,
[YLT | EN | NT | Luke | Chapter 21 | Verse 35] for as a snare it shall come on all those dwelling on the face of all the land,
[YLT | EN | NT | Luke | Chapter 21 | Verse 36] watch ye, then, in every season, praying that ye may be accounted worthy to escape all these things that are about to come to pass, and to stand before the Son of Man.'
[YLT | EN | NT | Luke | Chapter 21 | Verse 37] And he was during the days in the temple teaching, and during the nights, going forth, he was lodging at the mount called of Olives;
[YLT | EN | NT | Luke | Chapter 21 | Verse 38] and all the people were coming early unto him in the temple to hear him.
