[IRV | HI | OT | Numbers | Chapter 1 | Verse 1] इस्राएलियों के मिस्र देश से निकल जाने के दूसरे वर्ष के दूसरे महीने के पहले दिन को, यहोवा ने सीनै के जंगल में मिलापवाले तम्बू में, मूसा से कहा,
[IRV | HI | OT | Numbers | Chapter 1 | Verse 2] “इस्राएलियों की सारी मण्डली के कुलों और पितरों के घरानों के अनुसार, एक-एक पुरुष की गिनती नाम ले लेकर करना।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 3] जितने इस्राएली बीस वर्ष या उससे अधिक आयु के हों, और जो युद्ध करने के योग्य हों, उन सभी को उनके दलों के अनुसार तू और हारून गिन ले।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 4] और तुम्हारे साथ प्रत्येक गोत्र का एक पुरुष भी हो जो अपने पितरों के घराने का मुख्य पुरुष हो।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 5] तुम्हारे उन साथियों के नाम ये हैं: रूबेन के गोत्र में से शदेऊर का पुत्र एलीसूर;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 6] शिमोन के गोत्र में से सूरीशद्दै का पुत्र शलूमीएल;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 7] यहूदा के गोत्र में से अम्मीनादाब का पुत्र नहशोन;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 8] इस्साकार के गोत्र में से सूआर का पुत्र नतनेल;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 9] जबूलून के गोत्र में से हेलोन का पुत्र एलीआब;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 10] यूसुफ वंशियों में से ये हैं, अर्थात् एप्रैम के गोत्र में से अम्मीहूद का पुत्र एलीशामा, और मनश्शे के गोत्र में से पदासूर का पुत्र गम्लीएल;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 11] बिन्यामीन के गोत्र में से गिदोनी का पुत्र अबीदान;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 12] दान के गोत्र में से अम्मीशद्दै का पुत्र अहीएजेर;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 13] आशेर के गोत्र में से ओक्रान का पुत्र पगीएल;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 14] गाद के गोत्र में से दूएल का पुत्र एल्यासाप;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 15] नप्ताली के गोत्र में से एनान का पुत्र अहीरा।”
[IRV | HI | OT | Numbers | Chapter 1 | Verse 16] मण्डली में से जो पुरुष अपने-अपने पितरों के गोत्रों के प्रधान होकर बुलाए गए, वे ये ही हैं, और ये इस्राएलियों के हजारों में मुख्य पुरुष थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 17] जिन पुरुषों के नाम ऊपर लिखे हैं उनको साथ लेकर मूसा और हारून ने,
[IRV | HI | OT | Numbers | Chapter 1 | Verse 18] दूसरे महीने के पहले दिन सारी मण्डली इकट्ठी की, तब इस्राएलियों ने अपने-अपने कुल और अपने-अपने पितरों के घराने के अनुसार बीस वर्ष या उससे अधिक आयु वालों के नामों की गिनती करवाकर अपनी-अपनी वंशावली लिखवाई;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 19] जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी उसी के अनुसार उसने सीनै के जंगल में उनकी गणना की।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 20] और इस्राएल के पहलौठे रूबेन के वंश के जितने पुरुष अपने कुल और अपने पितरों के घराने के अनुसार बीस वर्ष या उससे अधिक आयु के थे और युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 21] और रूबेन के गोत्र के गिने हुए पुरुष साढ़े छियालीस हजार थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 22] शिमोन के वंश के लोग जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे, और जो युद्ध करने के योग्य थे वे सब अपने-अपने नाम से गिने गए।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 23] और शिमोन के गोत्र के गिने हुए पुरुष उनसठ हजार तीन सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 24] गाद के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 25] और गाद के गोत्र के गिने हुए पुरुष पैंतालीस हजार साढ़े छः सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 26] यहूदा के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 27] और यहूदा के गोत्र के गिने हुए पुरुष चौहत्तर हजार छः सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 28] इस्साकार के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 29] और इस्साकार के गोत्र के गिने हुए पुरुष चौवन हजार चार सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 30] जबूलून के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 31] और जबूलून के गोत्र के गिने हुए पुरुष सत्तावन हजार चार सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 32] यूसुफ के वंश में से एप्रैम के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 33] और एप्रैम गोत्र के गिने हुए पुरुष साढ़े चालीस हजार थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 34] मनश्शे के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 35] और मनश्शे के गोत्र के गिने हुए पुरुष बत्तीस हजार दो सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 36] बिन्यामीन के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 37] और बिन्यामीन के गोत्र के गिने हुए पुरुष पैंतीस हजार चार सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 38] दान के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 39] और दान के गोत्र के गिने हुए पुरुष बासठ हजार सात सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 40] आशेर के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 41] और आशेर के गोत्र के गिने हुए पुरुष साढ़े इकतालीस हजार थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 42] नप्ताली के वंश के जितने पुरुष अपने कुलों और अपने पितरों के घरानों के अनुसार बीस वर्ष या उससे अधिक आयु के थे और जो युद्ध करने के योग्य थे, वे सब अपने-अपने नाम से गिने गए:
[IRV | HI | OT | Numbers | Chapter 1 | Verse 43] और नप्ताली के गोत्र के गिने हुए पुरुष तिरपन हजार चार सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 44] इस प्रकार मूसा और हारून और इस्राएल के बारह प्रधानों ने, जो अपने-अपने पितरों के घराने के प्रधान थे, उन सभी को गिन लिया और उनकी गिनती यही थी।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 45] अतः जितने इस्राएली बीस वर्ष या उससे अधिक आयु के होने के कारण युद्ध करने के योग्य थे वे अपने पितरों के घरानों के अनुसार गिने गए,
[IRV | HI | OT | Numbers | Chapter 1 | Verse 46] और वे सब गिने हुए पुरुष मिलाकर छः लाख तीन हजार साढ़े पाँच सौ थे।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 47] इनमें लेवीय अपने पितरों के गोत्र के अनुसार नहीं गिने गए।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 48] क्योंकि यहोवा ने मूसा से कहा था,
[IRV | HI | OT | Numbers | Chapter 1 | Verse 49] “लेवीय गोत्र की गिनती इस्राएलियों के संग न करना;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 50] परन्तु तू लेवियों को साक्षी के तम्बू पर, और उसके सम्पूर्ण सामान पर, अर्थात् जो कुछ उससे सम्बंध रखता है उस पर अधिकारी नियुक्त करना; और सम्पूर्ण सामान सहित निवास को वे ही उठाया करें, और वे ही उसमें सेवा टहल भी किया करें, और तम्बू के आस-पास वे ही अपने डेरे डाला करें। (प्रेरि. 7:44)
[IRV | HI | OT | Numbers | Chapter 1 | Verse 51] और जब जब निवास को आगे ले जाना हो तब-तब लेवीय उसको गिरा दें, और जब जब निवास को खड़ा करना हो तब-तब लेवीय उसको खड़ा किया करें; और यदि कोई दूसरा समीप आए तो वह मार डाला जाए।
[IRV | HI | OT | Numbers | Chapter 1 | Verse 52] और इस्राएली अपना-अपना डेरा अपनी-अपनी छावनी में और अपने-अपने झण्डे के पास खड़ा किया करें;
[IRV | HI | OT | Numbers | Chapter 1 | Verse 53] पर लेवीय अपने डेरे साक्षी के तम्बू ही के चारों ओर खड़े किया करें, कहीं ऐसा न हो कि इस्राएलियों की मण्डली पर मेरा कोप भड़के; और लेवीय साक्षी के तम्बू की रक्षा किया करें।”
[IRV | HI | OT | Numbers | Chapter 1 | Verse 54] जो आज्ञाएँ यहोवा ने मूसा को दी थीं, इस्राएलियों ने उन्हीं के अनुसार किया।
