[YLT | EN | OT | Numbers | Chapter 13 | Verse 1] And Jehovah speaketh unto Moses, saying,
[YLT | EN | OT | Numbers | Chapter 13 | Verse 2] 'Send for thee men, and they spy the land of Canaan, which I am giving to the sons of Israel; one man, one man for the tribe of his fathers ye do send, every one a prince among them.'
[YLT | EN | OT | Numbers | Chapter 13 | Verse 3] And Moses sendeth them from the wilderness of Paran by the command of Jehovah; all of them [are] men, heads of the sons of Israel they are,
[YLT | EN | OT | Numbers | Chapter 13 | Verse 4] and these their names: For the tribe of Reuben, Shammua son of Zaccur.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 5] For the tribe of Simeon, Shaphat son of Hori.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 6] For the tribe of Judah, Caleb son of Jephunneh.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 7] For the tribe of Issachar, Igal son of Joseph.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 8] For the tribe of Ephraim, Oshea, son of Nun.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 9] For the tribe of Benjamin, Palti son of Raphu.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 10] For the tribe of Zebulun, Gaddiel son of Sodi.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 11] For the tribe of Joseph, (for the tribe of Manasseh,) Gaddi son of Susi.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 12] For the tribe of Dan, Ammiel son of Gemalli.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 13] For the tribe of Asher, Sethur son of Michael.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 14] For the tribe of Naphtali, Nahbi son of Vopshi.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 15] For the tribe of Gad, Geuel son of Machi.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 16] These [are] the names of the men whom Moses hath sent to spy the land; and Moses calleth Hoshea son of Nun, Jehoshua.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 17] And Moses sendeth them to spy the land of Canaan, and saith unto them, 'Go ye up this [way] into the south, and ye have gone up the mountain,
[YLT | EN | OT | Numbers | Chapter 13 | Verse 18] and have seen the land what it [is], and the people which is dwelling on it, whether it [is] strong or feeble; whether it [is] few or many;
[YLT | EN | OT | Numbers | Chapter 13 | Verse 19] and what the land [is] in which it is dwelling, whether it [is] good or bad; and what [are] the cities in which it is dwelling, whether in camps or in fortresses;
[YLT | EN | OT | Numbers | Chapter 13 | Verse 20] And what the land [is], whether it [is] fat or lean; whether there is wood in it or not; and ye have strengthened yourselves, and have taken of the fruit of the land;' and the days [are] days of the first-fruits of grapes.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 21] And they go up and spy the land, from the wilderness of Zin unto Rehob at the going in to Hamath;
[YLT | EN | OT | Numbers | Chapter 13 | Verse 22] and they go up by the south, and come in unto Hebron, and there [are] Ahiman, Sheshai, and Talmai, children of Anak (and Hebron was built seven years before Zoan in Egypt),
[YLT | EN | OT | Numbers | Chapter 13 | Verse 23] and they come in unto the brook of Eshcol, and cut down thence a branch and one cluster of grapes, and they bear it on a staff by two, also [some] of the pomegranates, and of the figs.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 24] That place hath [one] called Brook of Eshcol, because of the cluster which the sons of Israel cut from thence.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 25] And they turn back from spying the land at the end of forty days.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 26] And they go and come in unto Moses, and unto Aaron, and unto all the company of the sons of Israel, unto the wilderness of Paran, to Kadesh; and they bring them and all the company back word, and shew them the fruit of the land.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 27] And they recount to him, and say, 'We came in unto the land whither thou hast sent us, and also it [is] flowing with milk and honey — and this [is] its fruit;
[YLT | EN | OT | Numbers | Chapter 13 | Verse 28] only, surely the people which is dwelling in the land [is] strong; and the cities are fenced, very great; and also children of Anak we have seen there.
[YLT | EN | OT | Numbers | Chapter 13 | Verse 29] Amalek is dwelling in the land of the south, and the Hittite, and the Jebusite, and the Amorite is dwelling in the hill country, and the Canaanite is dwelling by the sea, and by the side of the Jordan.'
[YLT | EN | OT | Numbers | Chapter 13 | Verse 30] And Caleb stilleth the people concerning Moses, and saith, 'Let us certainly go up — and we have possessed it; for we are thoroughly able for it.'
[YLT | EN | OT | Numbers | Chapter 13 | Verse 31] And the men who have gone up with him said, 'We are not able to go up against the people, for it [is] stronger than we;'
[YLT | EN | OT | Numbers | Chapter 13 | Verse 32] and they bring out an evil account of the land which they have spied unto the sons of Israel, saying, 'The land into which we passed over to spy it, is a land eating up its inhabitants; and all the people whom we saw in its midst [are] men of stature;
[YLT | EN | OT | Numbers | Chapter 13 | Verse 33] and there we saw the Nephilim, sons of Anak, of the Nephilim; and we are in our own eyes as grasshoppers; and so we were in their eyes.'
