[YLT | EN | OT | Numbers | Chapter 2 | Verse 1] And Jehovah speaketh unto Moses, and unto Aaron, saying,
[YLT | EN | OT | Numbers | Chapter 2 | Verse 2] 'Each by his standard, with ensigns of the house of their fathers, do the sons of Israel encamp; over-against round about the tent of meeting they encamp.'
[YLT | EN | OT | Numbers | Chapter 2 | Verse 3] And those encamping eastward towards the sun-rising, [are of] the standard of the camp of Judah, by their hosts; and the prince of the sons of Judah [is] Nahshon, son of Amminadab;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 4] and his host, and their numbered ones, [are] four and seventy thousand and six hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 5] And those encamping by him [are of] the tribe of Issachar; and the prince of the sons of Issachar [is] Nethaneel son of Zuar;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 6] and his host, and its numbered ones, [are] four and fifty thousand and four hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 7] The tribe of Zebulun; and the prince of the sons of Zebulun [is] Eliab son of Helon;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 8] and his host, and its numbered ones, [are] seven and fifty thousand and four hundred;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 9] all those numbered of the camp of Judah [are] a hundred thousand, and eighty thousand, and six thousand, and four hundred, by their hosts; they journey first.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 10] The standard of the camp of Reuben [is] southward, by their hosts; and the prince of the sons of Reuben [is] Elizur son of Shedeur;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 11] and his host, and its numbered ones, [are] six and forty thousand and five hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 12] And those encamping by him [are of] the tribe of Simeon; and the prince of the sons of Simeon [is] Shelumiel son of Zurishaddai;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 13] and his host, and their numbered ones, [are] nine and fifty thousand and three hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 14] And the tribe of Gad; and the prince of the sons of Gad [is] Eliasaph son of Reuel;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 15] and his host, and their numbered ones, [are] five and forty thousand and six hundred and fifty.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 16] All those numbered of the camp of Reuben [are] a hundred thousand, and one and fifty thousand, and four hundred and fifty, by their hosts; and they journey second.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 17] And the tent of meeting — the camp of the Levites — hath journeyed in the midst of the camps; as they encamp so they journey, each at his station by their standards.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 18] The standard of the camp of Ephraim, by their hosts, [is] westward; and the prince of the sons of Ephraim [is] Elishama son of Ammihud;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 19] and his host, and their numbered ones, [are] forty thousand and five hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 20] And by him [is] the tribe of Manasseh; and the prince of the sons of Manasseh [is] Gamaliel son of Pedahzur;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 21] and his host, and their numbered ones, [are] two and thirty thousand, and two hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 22] And the tribe of Benjamin; and the prince of the sons of Benjamin [is] Abidan son of Gideoni;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 23] and his host, and their numbered ones, [are] five and thirty thousand and four hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 24] All those numbered of the camp of Ephraim [are] a hundred thousand, and eight thousand, and a hundred, by their hosts; and they journey third.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 25] The standard of the camp of Dan [is] northward, by their hosts; and the prince of the sons of Dan [is] Ahiezer son of Ammishaddai;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 26] and his host, and their numbered ones, [are] two and sixty thousand and seven hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 27] And those encamping by him [are of] the tribe of Asher; and the prince of the sons of Asher [is] Pagiel son of Ocran;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 28] and his host, and their numbered ones, [are] one and forty thousand and five hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 29] And the tribe of Naphtali; and the prince of the sons of Naphtali [is] Ahira son of Enan;
[YLT | EN | OT | Numbers | Chapter 2 | Verse 30] and his host, and their numbered ones, [are] three and fifty thousand and four hundred.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 31] All those numbered of the camp of Dan [are] a hundred thousand, and seven and fifty thousand, and six hundred; at the rear they journey, by their standards.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 32] These [are] those numbered of the sons of Israel by the house of their fathers; all those numbered of the camps by their hosts [are] six hundred thousand, and three thousand, and five hundred and fifty.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 33] And the Levites have not numbered themselves in the midst of the sons of Israel, as Jehovah hath commanded Moses.
[YLT | EN | OT | Numbers | Chapter 2 | Verse 34] And the sons of Israel do according to all that Jehovah hath commanded Moses; so they have encamped by their standards, and so they have journeyed; each by his families, by the house of his fathers.
