[DRA | EN | OT | Psalms | Chapter 104 | Verse 1] Alleluia. Give glory to the Lord, and call upon his name: declare his deeds among the Gentiles.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 2] Sing to him, yea sing praises to him: relate all his wondrous works.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 3] Glory ye in his holy name: let the heart of them rejoice that seek the Lord.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 4] Seek ye the Lord, and be strengthened: seek his face evermore.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 5] Remember his marvellous works which he hath done; his wonders, and the judgments of his mouth.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 6] O ye seed of Abraham his servant; ye sons of Jacob his chosen.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 7] He is the Lord our God: his judgments are in all the earth.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 8] He hath remembered his covenant for ever: the word which he commanded to a thousand generations.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 9] Which he made to Abraham; and his oath to Isaac:
[DRA | EN | OT | Psalms | Chapter 104 | Verse 10] And he appointed the same to Jacob for a law, and to Israel for an everlasting testament:
[DRA | EN | OT | Psalms | Chapter 104 | Verse 11] Saying: To thee will I give the land of Chanaan, the lot of your inheritance.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 12] When they were but a small number: yea very few, and sojourners therein:
[DRA | EN | OT | Psalms | Chapter 104 | Verse 13] And they passed from nation to nation, and from one kingdom to another people.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 14] He suffered no man to hurt them: and he reproved kings for their sakes.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 15] Touch ye not my anointed: and do no evil to my prophets.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 16] And he called a famine upon the land: and he broke in pieces all the support of bread.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 17] He sent a man before them: Joseph, who was sold for a slave.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 18] They humbled his feet in fetters: the iron pierced his soul,
[DRA | EN | OT | Psalms | Chapter 104 | Verse 19] Until his word came. The word of the Lord inflamed him.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 20] The king sent, and he released him: the ruler of the people, and he set him at liberty.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 21] He made him master of his house, and ruler of all his possession.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 22] That he might instruct his princes as himself, and teach his ancients wisdom.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 23] And Israel went into Egypt: and Jacob was a sojourner in the land of Cham.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 24] And he increased his people exceedingly: and strengthened them over their enemies,
[DRA | EN | OT | Psalms | Chapter 104 | Verse 25] He turned their heart to hate his people: and to deal deceitfully with his servants.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 26] He sent Moses his servant: Aaron the man whom he had chosen.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 27] He gave them power to shew his signs, and his wonders in the land of Cham.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 28] He sent darkness, and made it obscure: and grieved not his words.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 29] He turned their waters into blood, and destroyed their fish.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 30] Their land brought forth frogs, in the inner chambers of their kings.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 31] He spoke, and there came divers sorts of flies and sciniphs in all their coasts.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 32] He gave them hail for rain, a burning fire in the land.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 33] And he destroyed their vineyards and their fig trees: and he broke in pieces the trees of their coasts.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 34] He spoke, and the locust came, and the bruchus, of which there was no number.
[DRA | EN | OT | Psalms | Chapter 104 | Verse 35] And they devoured all the grass in their land, and consumed all the fruit of their ground.
