[IRV | GU | OT | Job | Chapter 38 | Verse 1] પછી યહોવાહે વંટોળિયામાંથી અયૂબને જવાબ આપતાં કહ્યું કે,
[IRV | GU | OT | Job | Chapter 38 | Verse 2] “અજ્ઞાની શબ્દોથી ઈશ્વરની યોજનાને પડકારનાર આ માણસ કોણ છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 3] બળવાનની માફક તારી કમર બાંધ; કારણ કે હું તને પ્રશ્ન પૂછીશ, અને તારે મને જવાબ આપવાનો છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 4] જ્યારે મેં પૃથ્વીના પાયા નાખ્યા ત્યારે તું ક્યાં હતો? તું બહુ સમજે છે તો આ મને જણાવ.
[IRV | GU | OT | Job | Chapter 38 | Verse 5] પૃથ્વીને ઘડવા માટે તેની લંબાઈ કોણે નક્કી કરી? જો તું જાણતો હોય તો કહે. અને તેને માપપટ્ટીથી કોણે માપી હતી?
[IRV | GU | OT | Job | Chapter 38 | Verse 6] શાના પર તેના પાયા સજ્જડ કરવામાં આવ્યા છે? તે જગ્યામાં મુખ્ય પથ્થર કોણે મૂક્યો છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 7] કે જ્યારે પ્રભાતના તારાઓએ સાથે ગીત ગાયું, અને સર્વ ઈશ્વરના પુત્રો આનંદથી પોકાર કર્યો?
[IRV | GU | OT | Job | Chapter 38 | Verse 8] જાણે ગર્ભાસ્થાનમાંથી નીકળ્યો હોય તેવા સમુદ્રને રોકવા તેના દરવાજાઓ કોણે બંધ કર્યા?
[IRV | GU | OT | Job | Chapter 38 | Verse 9] જ્યારે મેં વાદળાંઓને તેનું વસ્ત્ર બનાવ્યું, અને ગાઢ અંધકારથી તેને વીંટાળી દીધો.
[IRV | GU | OT | Job | Chapter 38 | Verse 10] મેં તેની બાજુઓની હદ બનાવી, અને જ્યારે તેને દરવાજાઓની સીમાઓ મૂકી,
[IRV | GU | OT | Job | Chapter 38 | Verse 11] મેં સમુદ્રને કહ્યું, ‘તું અહીં સુધી આવી શકે છે પણ અહીંથી આગળ નહિ; અહીંથી આગળ ઉલ્લંઘન કરીશ નહિ. તારાં પ્રચંડ મોજા અહીં અટકી જશે.’
[IRV | GU | OT | Job | Chapter 38 | Verse 12] શું તેં કદી પ્રભાત આદેશ આપ્યો છે? સવારે સૂર્યના કિરણોએ કઈ દિશામાં ઊગવું તે શું તમે નક્કી કરો છો?
[IRV | GU | OT | Job | Chapter 38 | Verse 13] માટે તે પૃથ્વીની દિશાઓને પકડે છે, તેથી દુર્જનોને ત્યાંથી નાસી જવું પડે છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 14] જેમ બીબા પ્રમાણે માટીના આકારો બદલાય છે તેમ પૃથ્વીનો પ્રકાશ બદલાય છે; સર્વ વસ્તુઓ વસ્ત્રોની જેમ બહાર દેખાય છે અને બદલાય છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 15] દુર્જનો પાસેથી તેઓનો પ્રકાશ લઈ લેવામાં આવ્યો છે; અહંકારીઓના હાથ ભાંગી નાખવામાં આવે છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 16] તું કદી સમુદ્રના મૂળસ્થાનની સપાટીએ ગયો છે? તું ક્યારેય મહાસાગરના ઊંડાણમાં ચાલ્યો છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 17] શું મરણદ્વારો તારી સમક્ષ જાહેર થયાં છે? શું તેં કદી મરણછાયાનાં દ્વાર જોયાં છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 18] તું જાણે છે કે પૃથ્વી કેટલી વિશાળ છે? આવું જ્ઞાન તારી પાસે હોય તો તે મને કહે.
[IRV | GU | OT | Job | Chapter 38 | Verse 19] પ્રકાશનું ઉદ્દ્ગમસ્થાન ક્યાં છે? અંધકારનું સ્થાન ક્યાં છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 20] શું તું પ્રકાશ અને અંધકારને તેમના કાર્યને સ્થાને પાછા લઈ જઈ શકે છે? શું તું તેમના ઘર તરફનો માર્ગ શોધી શકે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 21] આ બધું તો તું જાણે છે, કારણ કે ત્યારે તારો જન્મ થઈ ચૂક્યો હતો; અને તારા આયુષ્યના દિવસો લાંબા છે!
[IRV | GU | OT | Job | Chapter 38 | Verse 22] શું તું બરફના ભંડારોમાં ગયો છે, અથવા તેના સંગ્રહસ્થાન શું તેં જોયાં છે,
[IRV | GU | OT | Job | Chapter 38 | Verse 23] આ સર્વ બાબતો આફતના સમયને માટે, અને લડાઈ અને યુદ્ધના દિવસો માટે રાખી છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 24] જે માર્ગે અજવાળાની વહેંચણી થાય છે તેં જોયા છે તથા જ્યાં પૂર્વ તરફના પવનને આખી પૃથ્વી પર ફેલાવે છે તે સ્થળે તું ગયો છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 25] વરસાદના પ્રચંડ પ્રવાહ માટે નાળાં અને ખીણો કોણે ખોદ્યા છે? ગર્જના કરતો વીજળીનો માર્ગ કોણે બનાવ્યો છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 26] જ્યાં માનવીએ પગ પણ નથી મૂક્યો, એવી સૂકી અને ઉજ્જડ ધરતી પર તે ભરપૂર વરસાદ વરસાવે છે,
