[IRV | GU | OT | Job | Chapter 21 | Verse 1] પછી અયૂબે જવાબ આપ્યો અને કહ્યું;
[IRV | GU | OT | Job | Chapter 21 | Verse 2] “હું જે કહું તે ધ્યાનથી સાંભળો, અને મને દિલાસો આપો.
[IRV | GU | OT | Job | Chapter 21 | Verse 3] મારા બોલી રહ્યા પછી ભલે તમે મારી હાંસી ઉડાવજો; પણ હું બોલું છું ત્યાં સુધી ધીરજ રાખજો.
[IRV | GU | OT | Job | Chapter 21 | Verse 4] શું મારી ફરિયાદ માણસ સામે છે? હું શા માટે અધીરો ના થાઉં?
[IRV | GU | OT | Job | Chapter 21 | Verse 5] મારી સામે જોઈને આશ્ચર્ય પામો, અને તમારો હાથ તમારા મુખ પર મૂકો.
[IRV | GU | OT | Job | Chapter 21 | Verse 6] હું યાદ કરું છું ત્યારે ગભરાઈ જાઉં છું, હું ભયથી ધ્રૂજી ઊઠું છું.
[IRV | GU | OT | Job | Chapter 21 | Verse 7] શા માટે દુર્જનો લાંબુ જીવે છે? શા માટે તેઓ વૃદ્ધ થાય છે અને સફળ રહે છે?
[IRV | GU | OT | Job | Chapter 21 | Verse 8] દુર્જનો તેઓનાં સંતાનોને મોટાં થતાં જુએ છે. દુર્જનો પોતાનાં પૌત્ર-પૌત્રીઓને જોવા માટે જીવે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 9] તેઓનાં ઘર ભય વગર સુરક્ષિત હોય છે; અને ઈશ્વરની સોટી તેઓ પર પડતી નથી.
[IRV | GU | OT | Job | Chapter 21 | Verse 10] તેઓનો સાંઢ ગાયો સાથેના સંવનનમાં નિષ્ફળ થતો નથી; તેઓની ગાયો જન્મ આપે છે, મૃત વાછરડાઓ જન્મતા નથી.
[IRV | GU | OT | Job | Chapter 21 | Verse 11] તેઓ પોતાનાં સંતાનોને ઘેટાંનાં બચ્ચાંઓની જેમ બહાર રમવા મોકલે છે. તેઓનાં સંતાનો નાચે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 12] તેઓ ખંજરી તથા વીણા સાથે ગાય છે, અને વાંસળીના અવાજથી આનંદ પામે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 13] તેઓ પોતાના દિવસો સમૃદ્ધિમાં વિતાવે છે, અને એક પળમાં તેઓ શેઓલમાં ઊતરી જાય છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 14] તેઓ ઈશ્વરને કહે છે, ‘અમારાથી દૂર જાઓ કેમ કે અમે તમારા માર્ગોનું ડહાપણ મેળવવા ઇચ્છતા નથી.
[IRV | GU | OT | Job | Chapter 21 | Verse 15] તેઓ કહે છે, સર્વશક્તિમાન ઈશ્વર કોણ છે કે, અમે તેમની સેવા કરીએ? તેમને પ્રાર્થના કરવાથી અમને શો લાભ થાય?
[IRV | GU | OT | Job | Chapter 21 | Verse 16] જુઓ, તેઓની સમૃદ્ધિ તેઓના પોતાના હાથમાં નથી? દુષ્ટોની સલાહ મારાથી દૂર છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 17] દુષ્ટ લોકોનો દીવો કેટલીવાર ઓલવી નાખવામાં આવે છે? અને કેટલીવાર વિપત્તિ તેઓ પર આવી પડે છે? ઈશ્વર તેમના કોપથી કેટલીવાર તેમના ઉપર દુઃખો મોકલે છે?
[IRV | GU | OT | Job | Chapter 21 | Verse 18] તેઓ કેટલીવાર હવામાં ઊડી જતા ખૂંપરા જેવા વંટોળિયામાં ઊડતાં ફોતરા જેવા હોય છે?
[IRV | GU | OT | Job | Chapter 21 | Verse 19] તમે કહો છો કે, ‘ઈશ્વર તેઓના પાપની સજા તેઓનાં સંતાનોને કરે છે;’ તેમણે તેનો બદલો તેને જ આપવો જોઈએ કે, તેને જ ખબર પડે.
[IRV | GU | OT | Job | Chapter 21 | Verse 20] તેની પોતાની જ આંખો તેનો પોતાનો નાશ જુએ, અને સર્વશક્તિમાન ઈશ્વરના કોપનો પ્યાલો તેને જ પીવા દો.
[IRV | GU | OT | Job | Chapter 21 | Verse 21] તેના મૃત્યુ પછી એટલે તેના આયુષ્યની મર્યાદા અધવચથી કપાઈ ગયા પછી, તે કુટુંબમાં શો આનંદ રહે છે?
[IRV | GU | OT | Job | Chapter 21 | Verse 22] શું કોઈ ઈશ્વરને ડહાપણ શીખવી શકે? ઈશ્વર મહાન પુરુષોનો પણ ન્યાય કરે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 23] માણસ પૂરજોરમાં, તથા પૂરા સુખચેનમાં હોય ત્યારે મૃત્યુ પામે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 24] તેનું શરીર દૂધથી ભરપૂર હોય છે. અને તેનાં હાડકાં મજબૂત હોય ત્યારે તે મૃત્યુ પામે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 25] પરંતુ બીજો તો પોતાના જીવનમાં કષ્ટ ભોગવતો મૃત્યુ પામે છે, અને કદી સુખનો અનુભવ કરતો નથી.
[IRV | GU | OT | Job | Chapter 21 | Verse 26] તેઓ સરખી રીતે ધૂળમાં સૂઈ જાય છે. અને કીડાઓ તેઓને ઢાંકી દે છે.
[IRV | GU | OT | Job | Chapter 21 | Verse 27] જુઓ, હું તમારા વિચારો જાણું છું અને હું જાણું છું તમે મારું ખોટું કરવા માગો છો.
[IRV | GU | OT | Job | Chapter 21 | Verse 28] માટે તમે કહો છો, હવે રાજકુમારનું ઘર ક્યાં છે? દુષ્ટ માણસ રહે છે તે તંબુ ક્યાં છે?’
[IRV | GU | OT | Job | Chapter 21 | Verse 29] શું તમે કદી રસ્તે જનારાઓને પૂછ્યું? તમે તેઓના અનુભવની વાતો જાણતા નથી કે,
[IRV | GU | OT | Job | Chapter 21 | Verse 30] ભૂંડો માણસ સંકટના સમયે બચી જાય છે, અને તેઓને કોપને દિવસે બચાવવામાં આવે છે?
