[IRV | GU | OT | Job | Chapter 41 | Verse 1] શું તું સમુદ્રના મહાકાય મગરમચ્છને તેને પકડવાના આંકડાથી પકડી શકે છે? અથવા શું તું તેની જીભને દોરીથી બાંધી શકે છે?
[IRV | GU | OT | Job | Chapter 41 | Verse 2] શું તું તેના નાકને વીંધી શકે છે, અથવા તેના જડબામાં આંકડી ભરાવી શકે છે?
[IRV | GU | OT | Job | Chapter 41 | Verse 3] શું તે તારી સમક્ષ આજીજી કરશે? શું તે તારી સાથે નમ્રતાથી બોલશે?
[IRV | GU | OT | Job | Chapter 41 | Verse 4] શું તે તારી સાથે એવો કરાર કરશે કે, તું તેને આજીવન તારો ગુલામ બનાવવા સંમત થશે?
[IRV | GU | OT | Job | Chapter 41 | Verse 5] તું જેમ પક્ષીની સાથે તેમ તેની સાથે રમી શકશે? શું તું તેને દોરડેથી બાંધશે જેથી તારી કુમારિકાઓ તેની સાથે રમી શકે?
[IRV | GU | OT | Job | Chapter 41 | Verse 6] શું માછીઓ તેનો પાર કરશે? શું તેઓ તેને વેપારીઓની વચ્ચે વહેંચી નાખશે?
[IRV | GU | OT | Job | Chapter 41 | Verse 7] શું તીક્ષ્ણ બાણથી તેની ચામડીને છેદી શકાય અથવા શું અણીદાર માછલીના કાંટાથી તેના માથામાં ભોંકી શકાય?
[IRV | GU | OT | Job | Chapter 41 | Verse 8] તારો હાથ તેના પર મૂકી જો, ત્યારે જે યુદ્ધ થાય તેને યાદ કરીને તું ફરી એવું કરીશ નહિ.
[IRV | GU | OT | Job | Chapter 41 | Verse 9] જો, જે કોઈ તેની આશા રાખે છે તેને નિષ્ફળતા મળશે. શું એમાંથી કોઈને તેની જ નજીક ફેંકી દેવામાં નહિ આવે?
[IRV | GU | OT | Job | Chapter 41 | Verse 10] તેને છંછેડીને ગુસ્સે કરે એવો હિંમતવાળો કોઈ નથી. તો પછી કોણ, તેની સામે ઊભો રહી શકે?
[IRV | GU | OT | Job | Chapter 41 | Verse 11] તેની સાથે યુદ્ધ કરીને કોણ સફળ થયો છે? આખા આકાશ તળે એવો કોઈ નથી.
[IRV | GU | OT | Job | Chapter 41 | Verse 12] તેના અવયવો, તેનું બળ, અથવા તેના શરીરના આકર્ષક આકાર વિષે હું ચૂપ રહીશ નહિ.
[IRV | GU | OT | Job | Chapter 41 | Verse 13] તેના વસ્ત્રને કોણ ઉતારી શકે છે? કોણ તેનાં બેવડાં જડબામાં પ્રવેશી શકે છે?
[IRV | GU | OT | Job | Chapter 41 | Verse 14] તેના દાંત જે લોકોને બીવડાવે છે, એવા દાંતવાળા તેના મુખના દરવાજા કોણ ખોલી શકે?
[IRV | GU | OT | Job | Chapter 41 | Verse 15] તેનાં મજબૂત ભીંગડાંનું તેને અભિમાન છે, તેઓ એકબીજા સાથે સંપૂર્ણપણે સજ્જડ છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 16] તેઓનાં ભીંગડાં એક બીજાની સાથે એવાં તો જટિલ રીતે જોડાયેલાં છે, કે તેમની વચ્ચે હવા પણ જઈ શકતી નથી.
[IRV | GU | OT | Job | Chapter 41 | Verse 17] તેઓ એકબીજા સાથે એવાં સજ્જડ ચોટેલાં છે; તેઓ એકબીજા સાથે એવાં સજ્જ છે, કે તેઓ એકબીજાથી અલગ થઈ શકે નહિ.
[IRV | GU | OT | Job | Chapter 41 | Verse 18] તે છીંકે છે ત્યારે તે વીજળીના ચમકારા બહાર નીકળતા હોય એવું લાગે છે; તેની આંખો સવારના ઊગતા સૂર્યની જેમ ચમકે છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 19] તેના મુખમાંથી અગ્નિની જ્વાળાઓ નીકળે છે, અને અગ્નિની ચિનગારીઓ બહાર આવે છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 20] ઊકળતા ઘડા નીચે બળતી મશાલોની વરાળની માફક, તેના નાકમાંથી ધુમાડા નીકળે છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 21] તેનો શ્વાસોચ્છવાસ કોલસા પણ સળગાવી દે છે; તેના મુખમાંથી અગ્નિ ભભૂકે છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 22] તેની ગરદનમાં બળ છે, તેના ત્રાસથી જાનવરો તેની આગળ થરથરે છે
[IRV | GU | OT | Job | Chapter 41 | Verse 23] તેના માંસના લોચા એકબીજા સાથે ચોંટેલા છે; તેઓ તેના અંગ પર એવા સજડ બંધાયેલા છે કે; તેઓ ખસી પણ શકતા નથી.
[IRV | GU | OT | Job | Chapter 41 | Verse 24] તેનું હૃદય પથ્થર જેવું મજબૂત છે, તેને કોઈ ડર નથી નિશ્ચે તેનું હૃદય ઘંટીના પડ જેવું સખત છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 25] જ્યારે તે ઊભો થાય છે, ત્યારે સર્વ દેવો પણ તેનાથી ડરી જાય છે; અને બીકને કારણે તેઓ ભાગી જાય છે.
[IRV | GU | OT | Job | Chapter 41 | Verse 26] જો તેને કોઈ તલવારથી મારે, તો પણ તેને કંઈ થતું નથી, અને ભાલો, બાણ અથવા તો અણીદાર શસ્ત્ર પણ તેને કંઈ કરી શકતાં નથી.
