[WEB | EN | OT | Zechariah | Chapter 6 | Verse 1] Again I lifted up my eyes, and saw, and behold, four chariots came out from between two mountains; and the mountains were mountains of bronze.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 2] In the first chariot were red horses. In the second chariot were black horses.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 3] In the third chariot were white horses. In the fourth chariot were dappled horses, all of them powerful.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 4] Then I asked the angel who talked with me, “What are these, my lord?”
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 5] The angel answered me, “These are the four winds of the sky, which go out from standing before the Lord of all the earth.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 6] The one with the black horses goes out toward the north country; and the white went out after them; and the dappled went out toward the south country.”
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 7] The strong went out, and sought to go that they might walk back and forth through the earth. He said, “Go around and through the earth!” So they walked back and forth through the earth.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 8] Then he called to me, and spoke to me, saying, “Behold, those who go toward the north country have quieted my spirit in the north country.”
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 9] The LORD’s word came to me, saying,
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 10] “Take of them of the captivity, even of Heldai, of Tobijah, and of Jedaiah; and come the same day, and go into the house of Josiah the son of Zephaniah, where they have come from Babylon.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 11] Yes, take silver and gold, and make crowns, and set them on the head of Joshua the son of Jehozadak, the high priest;
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 12] and speak to him, saying, ‘The LORD of Armies says, “Behold, the man whose name is the Branch! He will grow up out of his place; and he will build the LORD’s temple.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 13] He will build the LORD’s temple. He will bear the glory, and will sit and rule on his throne. He will be a priest on his throne. The counsel of peace will be between them both.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 14] The crowns shall be to Helem, to Tobijah, to Jedaiah, and to Hen the son of Zephaniah, for a memorial in the LORD’s temple.
[WEB | EN | OT | Zechariah | Chapter 6 | Verse 15] Those who are far off shall come and build in the LORD’s temple; and you shall know that the LORD of Armies has sent me to you. This will happen, if you will diligently obey the LORD your God’s voice.”’”
