[IRV | HI | NT | Matthew | Chapter 13 | Verse 1] उसी दिन यीशु घर से निकलकर झील के किनारे जा बैठा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 2] और उसके पास ऐसी बड़ी भीड़ इकट्ठी हुई कि वह नाव पर चढ़ गया, और सारी भीड़ किनारे पर खड़ी रही।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 3] और उसने उनसे दृष्टान्तों में बहुत सी बातें कहीं “एक बोनेवाला बीज बोने निकला।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 4] बोते समय कुछ बीज मार्ग के किनारे गिरे और पक्षियों ने आकर उन्हें चुग लिया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 5] कुछ बीज पत्थरीली भूमि पर गिरे, जहाँ उन्हें बहुत मिट्टी न मिली और नरम मिट्टी न मिलने के कारण वे जल्द उग आए।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 6] पर सूरज निकलने पर वे जल गए, और जड़ न पकड़ने से सूख गए।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 7] कुछ बीज झाड़ियों में गिरे, और झाड़ियों ने बढ़कर उन्हें दबा डाला।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 8] पर कुछ अच्छी भूमि पर गिरे, और फल लाए, कोई सौ गुना, कोई साठ गुना, कोई तीस गुना।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 9] जिसके कान हों वह सुन ले।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 10] और चेलों ने पास आकर उससे कहा, “तू उनसे दृष्टान्तों में क्यों बातें करता है?”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 11] उसने उत्तर दिया, “तुम को स्वर्ग के राज्य के भेदों की समझ दी गई है, पर उनको नहीं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 12] क्योंकि जिसके पास है, उसे दिया जाएगा; और उसके पास बहुत हो जाएगा; पर जिसके पास कुछ नहीं है, उससे जो कुछ उसके पास है, वह भी ले लिया जाएगा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 13] मैं उनसे दृष्टान्तों में इसलिए बातें करता हूँ, कि वे देखते हुए नहीं देखते; और सुनते हुए नहीं सुनते; और नहीं समझते।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 14] और उनके विषय में यशायाह की यह भविष्यद्वाणी पूरी होती है: ‘तुम कानों से तो सुनोगे, पर समझोगे नहीं; और आँखों से तो देखोगे, पर तुम्हें न सूझेगा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 15] क्योंकि इन लोगों के मन सुस्त हो गए है, और वे कानों से ऊँचा सुनते हैं और उन्होंने अपनी आँखें मूँद लीं हैं; कहीं ऐसा न हो कि वे आँखों से देखें, और कानों से सुनें और मन से समझें, और फिर जाएँ, और मैं उन्हें चंगा करूँ।’
[IRV | HI | NT | Matthew | Chapter 13 | Verse 16] “पर धन्य है तुम्हारी आँखें, कि वे देखती हैं; और तुम्हारे कान, कि वे सुनते हैं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 17] क्योंकि मैं तुम से सच कहता हूँ, कि बहुत से भविष्यद्वक्ताओं और धर्मियों ने चाहा कि जो बातें तुम देखते हो, देखें पर न देखीं; और जो बातें तुम सुनते हो, सुनें, पर न सुनीं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 18] “अब तुम बोनेवाले का दृष्टान्त सुनो
