[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 1] Ἀρχὴ τοῦ εὐαγγελίου Ἰησοῦ ⸀χριστοῦ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 2] ⸀Καθὼς γέγραπται ἐν ⸂τῷ Ἠσαΐᾳ τῷ προφήτῃ⸃· ⸀Ἰδοὺ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ὃς κατασκευάσει τὴν ὁδόν ⸀σου·
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 3] φωνὴ βοῶντος ἐν τῇ ἐρήμῳ· Ἑτοιμάσατε τὴν ὁδὸν κυρίου, εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ,
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 4] ἐγένετο Ἰωάννης ⸀ὁ βαπτίζων ἐν τῇ ⸀ἐρήμῳ κηρύσσων βάπτισμα μετανοίας εἰς ἄφεσιν ἁμαρτιῶν.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 5] καὶ ἐξεπορεύετο πρὸς αὐτὸν πᾶσα ἡ Ἰουδαία χώρα καὶ οἱ Ἱεροσολυμῖται ⸂πάντες, καὶ ἐβαπτίζοντο⸃ ⸂ὑπʼ αὐτοῦ ἐν τῷ Ἰορδάνῃ ποταμῷ⸃ ἐξομολογούμενοι τὰς ἁμαρτίας αὐτῶν.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 6] ⸂καὶ ἦν⸃ ὁ Ἰωάννης ἐνδεδυμένος τρίχας καμήλου καὶ ζώνην δερματίνην περὶ τὴν ὀσφὺν αὐτοῦ, καὶ ἔσθων ἀκρίδας καὶ μέλι ἄγριον.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 7] καὶ ἐκήρυσσεν λέγων· Ἔρχεται ὁ ἰσχυρότερός μου ὀπίσω μου, οὗ οὐκ εἰμὶ ἱκανὸς κύψας λῦσαι τὸν ἱμάντα τῶν ὑποδημάτων αὐτοῦ·
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 8] ⸀ἐγὼ ἐβάπτισα ⸀ὑμᾶς ὕδατι, αὐτὸς δὲ βαπτίσει ὑμᾶς ⸀ἐν πνεύματι ἁγίῳ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 9] Καὶ ἐγένετο ἐν ἐκείναις ταῖς ἡμέραις ἦλθεν Ἰησοῦς ἀπὸ Ναζαρὲτ τῆς Γαλιλαίας καὶ ἐβαπτίσθη ⸂εἰς τὸν Ἰορδάνην ὑπὸ Ἰωάννου⸃.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 10] καὶ ⸀εὐθὺς ἀναβαίνων ⸀ἐκ τοῦ ὕδατος εἶδεν σχιζομένους τοὺς οὐρανοὺς καὶ τὸ πνεῦμα ⸀ὡς περιστερὰν καταβαῖνον ⸀εἰς αὐτόν·
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 11] καὶ φωνὴ ἐγένετο ἐκ τῶν οὐρανῶν· Σὺ εἶ ὁ υἱός μου ὁ ἀγαπητός, ἐν ⸀σοὶ εὐδόκησα.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 12] Καὶ εὐθὺς τὸ πνεῦμα αὐτὸν ἐκβάλλει εἰς τὴν ἔρημον.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 13] καὶ ⸀ἦν ἐν τῇ ἐρήμῳ ⸂τεσσεράκοντα ἡμέρας⸃ πειραζόμενος ὑπὸ τοῦ Σατανᾶ, καὶ ἦν μετὰ τῶν θηρίων, καὶ οἱ ἄγγελοι διηκόνουν αὐτῷ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 14] ⸂Καὶ μετὰ⸃ τὸ παραδοθῆναι τὸν Ἰωάννην ἦλθεν ὁ Ἰησοῦς εἰς τὴν Γαλιλαίαν κηρύσσων τὸ ⸀εὐαγγέλιον τοῦ θεοῦ
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 15] καὶ λέγων ὅτι Πεπλήρωται ὁ καιρὸς καὶ ἤγγικεν ἡ βασιλεία τοῦ θεοῦ· μετανοεῖτε καὶ πιστεύετε ἐν τῷ εὐαγγελίῳ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 16] ⸂Καὶ παράγων⸃ παρὰ τὴν θάλασσαν τῆς Γαλιλαίας εἶδεν Σίμωνα καὶ Ἀνδρέαν τὸν ⸀ἀδελφὸν Σίμωνος ⸀ἀμφιβάλλοντας ἐν τῇ θαλάσσῃ, ἦσαν γὰρ ἁλιεῖς·
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 17] καὶ εἶπεν αὐτοῖς ὁ Ἰησοῦς· Δεῦτε ὀπίσω μου, καὶ ποιήσω ὑμᾶς γενέσθαι ἁλιεῖς ἀνθρώπων.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 18] καὶ ⸀εὐθὺς ἀφέντες τὰ ⸀δίκτυα ἠκολούθησαν αὐτῷ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 19] καὶ ⸀προβὰς ὀλίγον εἶδεν Ἰάκωβον τὸν τοῦ Ζεβεδαίου καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ, καὶ αὐτοὺς ἐν τῷ πλοίῳ καταρτίζοντας τὰ δίκτυα,
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 20] καὶ ⸀εὐθὺς ἐκάλεσεν αὐτούς. καὶ ἀφέντες τὸν πατέρα αὐτῶν Ζεβεδαῖον ἐν τῷ πλοίῳ μετὰ τῶν μισθωτῶν ἀπῆλθον ὀπίσω αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 21] Καὶ εἰσπορεύονται εἰς Καφαρναούμ. καὶ ⸀εὐθὺς τοῖς σάββασιν ⸂ἐδίδασκεν εἰς τὴν συναγωγήν⸃.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 22] καὶ ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ, ἦν γὰρ διδάσκων αὐτοὺς ὡς ἐξουσίαν ἔχων καὶ οὐχ ὡς οἱ γραμματεῖς.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 23] καὶ ⸀εὐθὺς ἦν ἐν τῇ συναγωγῇ αὐτῶν ἄνθρωπος ἐν πνεύματι ἀκαθάρτῳ καὶ ἀνέκραξεν
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 24] λέγων· ⸀Τί ἡμῖν καὶ σοί, Ἰησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδά σε τίς εἶ, ὁ ἅγιος τοῦ θεοῦ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 25] καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων· Φιμώθητι καὶ ἔξελθε ἐξ αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 26] καὶ σπαράξαν αὐτὸν τὸ πνεῦμα τὸ ἀκάθαρτον καὶ ⸀φωνῆσαν φωνῇ μεγάλῃ ἐξῆλθεν ἐξ αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 27] καὶ ἐθαμβήθησαν ⸀ἅπαντες, ὥστε συζητεῖν ⸂πρὸς ἑαυτοὺς⸃ λέγοντας· Τί ἐστιν τοῦτο; ⸂διδαχὴ καινή⸃· κατʼ ἐξουσίαν καὶ τοῖς πνεύμασι τοῖς ἀκαθάρτοις ἐπιτάσσει, καὶ ὑπακούουσιν αὐτῷ.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 28] ⸂καὶ ἐξῆλθεν⸃ ἡ ἀκοὴ αὐτοῦ εὐθὺς ⸀πανταχοῦ εἰς ὅλην τὴν περίχωρον τῆς Γαλιλαίας.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 29] Καὶ ⸀εὐθὺς ἐκ τῆς συναγωγῆς ⸂ἐξελθόντες ἦλθον⸃ εἰς τὴν οἰκίαν Σίμωνος καὶ Ἀνδρέου μετὰ Ἰακώβου καὶ Ἰωάννου.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 30] ἡ δὲ πενθερὰ Σίμωνος κατέκειτο πυρέσσουσα, καὶ ⸀εὐθὺς λέγουσιν αὐτῷ περὶ αὐτῆς.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 31] καὶ προσελθὼν ἤγειρεν αὐτὴν κρατήσας τῆς ⸀χειρός· καὶ ἀφῆκεν αὐτὴν ὁ ⸀πυρετός, καὶ διηκόνει αὐτοῖς.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 32] Ὀψίας δὲ γενομένης, ὅτε ⸀ἔδυ ὁ ἥλιος, ἔφερον πρὸς αὐτὸν πάντας τοὺς κακῶς ἔχοντας καὶ τοὺς δαιμονιζομένους·
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 33] καὶ ⸂ἦν ὅλη ἡ πόλις ἐπισυνηγμένη⸃ πρὸς τὴν θύραν.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 34] καὶ ἐθεράπευσεν πολλοὺς κακῶς ἔχοντας ποικίλαις νόσοις, καὶ δαιμόνια πολλὰ ἐξέβαλεν, καὶ οὐκ ἤφιεν λαλεῖν τὰ δαιμόνια, ὅτι ᾔδεισαν ⸀αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 35] Καὶ πρωῒ ἔννυχα λίαν ἀναστὰς ἐξῆλθεν καὶ ἀπῆλθεν εἰς ἔρημον τόπον κἀκεῖ προσηύχετο.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 36] καὶ ⸀κατεδίωξεν αὐτὸν ⸀Σίμων καὶ οἱ μετʼ αὐτοῦ,
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 37] καὶ ⸂εὗρον αὐτὸν καὶ⸃ λέγουσιν αὐτῷ ὅτι Πάντες ⸂ζητοῦσίν σε⸃.
[SBLGNT | EL | NT | Mark | Chapter 1 | Verse 38] καὶ λέγει αὐτοῖς· Ἄγωμεν ⸀ἀλλαχοῦ εἰς τὰς ἐχομένας κωμοπόλεις, ἵνα καὶ ἐκεῖ κηρύξω, εἰς τοῦτο γὰρ ⸀ἐξῆλθον.
