[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 1] Καὶ υἱοὶ Ἰούδα, Φαρὲς, Ἐσρὼμ, καὶ Χαρμὶ, καὶ Ὢρ, Σουβὰλ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 2] καὶ Ῥάδα υἱὸς αὐτοῦ· καὶ Σουβὰλ ἐγέννησε τὸν Ἰέθ· καὶ Ἰὲθ ἐγέννησε τὸν Ἀχιμαῒ, καὶ τὸν Λαάδ· αὗται αἱ γενέσεις τοῦ Ἀραθί.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 3] Καὶ οὗτοι υἱοὶ Αἰτὰμ, Ἰεζραὴλ, καὶ Ἰεσμὰν, καὶ Ἰεβδάς· καὶ ὄνομα ἀδελφῆς αὐτῶν Ἐσηλεββών.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 4] Καὶ Φανουὴλ πατὴρ Γεδὼρ, καὶ Ἰαζὴρ πατὴρ Ὠσάν· οὗτοι υἱοὶ Ὢρ τοῦ πρωτοτόκου Ἐφραθὰ πατρὸς Βαιθαλαέν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 5] Καὶ τῷ Ἀσοὺρ πατρὶ Θεκωὲ ἦσαν δύο γυναῖκες, Ἀωδὰ, καὶ Θοαδά.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 6] Καὶ ἔτεκεν αὐτῷ Ἀωδὰ τὸν Ὠχαία, καὶ τὸν Ἠφὰλ, καὶ τὸν Θαιμὰν, καὶ τὸν Ἀασθήρ· πάντες οὗτοι υἱοὶ Ἀωδᾶς.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 7] Καὶ υἱοὶ Θοαδᾶς, Σερὲθ, καὶ Σαὰρ, καὶ Ἐσθανάμ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 8] Καὶ Κωὲ ἐγέννησε τὸν Ἐνὼβ, καὶ τὸν Σαβαθά· καὶ γεννήσεις ἀδελφοῦ Ῥηχὰβ, υἱοῦ Ἰαρίν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 9] Καὶ ἦν Ἰγαβὴς ἔνδοξος ὑπὲρ τοὺς ἀδελφοὺς αὐτοῦ· καὶ ἡ μήτηρ ἐκάλεσε τὸ ὄνομα αὐτοῦ Ἰγαβὴς, λέγουσα, ἔτεκον ὡς γαβής.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 10] Καὶ ἐπεκαλέσατο Ἰγαβὴς τὸν Θεὸν Ἰσραὴλ, λέγων, ἐὰν εὐλογῶν εὐλογήσῃς με, καὶ πληθύνῃς τὰ ὅριά μου, καὶ ᾖ ἡ χείρ σου μετʼ ἐμοῦ, καὶ ποιήσῃς γνῶσιν τοῦ μὴ ταπεινῶσαί με· καὶ ἐπήγαγεν ὁ Θεὸς πάντα ὅσα ᾐτήσατο.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 11] Καὶ Χαλὲβ πατὴρ Ἀσχὰ ἐγέννησε τὸν Μαχίρ· οὗτος πατὴρ Ἀσσαθών.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 12] Ἐγέννησε τὸν Βαθραίαν, καὶ τὸν Βεσσηὲ, καὶ τὸν Θαιμὰν πατέρα πόλεως Ναᾶς ἀδελφοῦ Ἐσελὼμ τοῦ Κενεζί· οὗτοι ἄνδρες Ῥηχάβ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 13] Καὶ υἱοὶ Κενὲζ, Γοθονιὴλ, καὶ Σαραΐα· καὶ υἱοὶ Γοθονιὴλ, Ἀθάθ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 14] Καὶ Μαναθὶ ἐγέννησε τὸν Γοφερά. καὶ Σαραΐα ἐγέννησε τὸν Ἰωβὰβ, πατέρα Ἀγεαδδαῒρ, ὅτι τέκτονες ἦσαν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 15] Καὶ υἱοὶ Χαλὲβ υἱοῦ Ἰεφοννὴ, Ἢρ, Ἀδὰ, καὶ Νοόμ· καὶ υἱοὶ Ἀδὰ, Κενέζ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 16] Καὶ υἱοὶ Ἀλεὴλ, Ζὶβ, καὶ Ζεφὰ, καὶ Θιριὰ, καὶ Ἐσερήλ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 17] Καὶ υἱοὶ Ἐσρὶ, Ἰεθὲρ, Μωρὰδ, καὶ Ἄφερ, καὶ Ἰαμών· καὶ ἐγέννησεν Ἰεθὲρ τὸν Μαρὼν, καὶ τὸν Σεμεῒ, καὶ τὸν Ἰεσβὰ πατέρα Ἐσθαίμων·
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 18] Καὶ ἡ γυνὴ αὐτοῦ αὕτη Ἀδία, ἔτεκε τὸν Ἰάρεδ πατέρα Γεδὼρ, καὶ τὸν Ἀβὲρ πατέρα Σωχὼν, καὶ τὸν Χετιὴλ πατέρα Ζαμών· καὶ οὗτοι υἱοὶ Βετθία θυγατρὸς Φαραὼ, ἣν ἔλαβε Μωρήδ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 19] Καὶ υἱοὶ γυναικὸς τῆς Ἰδουίας ἀδελφῆς Ναχαῒμ πατρὸς Κεϊλὰ, Γαρμὶ, καὶ Ἐσθαιμὼν Νωχαθί.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 20] Καὶ υἱοὶ Σεμὼν, Αμνὼν, καὶ Ἀνὰ υἱὸς Φανὰ, καὶ Ἰνών· καὶ υἱοὶ Σεῒ, Ζωὰν, καὶ υἱοὶ Ζωάβ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 21] Υἱοὶ Σηλὼμ υἱοῦ Ἰούδα, Ἢρ πατὴρ Ληχὰβ, καὶ Λααδὰ πατὴρ Μαρισά· καὶ γενέσεις οἰκείων Ἐφραθαβὰκ τῷ οἴκῳ Ἐσοβὰ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 22] καὶ Ἰωακὶμ, καὶ ἄνδρες Χωζηβὰ, καὶ Ἰωὰς, καὶ Σαρὰφ, οἳ κατῴκησαν ἐν Μωάβ· καὶ ἀπέστρεψεν αὐτος ἀβεδηρὶν, ἀθουκιΐμ·
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 23] Οὗτοι κεραμεῖς οἱ κατοικοῦντες ἐν Ἀταῒμ καὶ Γαδιρὰ μετὰ τοῦ βασιλέως, ἐν τῇ βασιλείᾳ αὐτοῦ ἐνίσχυσαν, καὶ κατῴκησαν ἐκεῖ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 24] Υἱοὶ Σεμεὼν, Ναμουὴλ, καὶ Ἰαμὶν, Ἰαρὶβ, Ζαρὲς, Σαοὺλ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 25] Σαλὲμ υἱὸς αὐτοῦ, Μαβασὰμ υἱὸς αὐτοῦ, Μασμὰ υἱὸς αὐτοῦ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 26] Σεμεῒ υἱὸς αὐτοῦ·
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 27] Τῷ Σεμεῒ υἱοὶ ἑκκαίδεκα, καὶ θυγατέρες ἕξ· καὶ τοῖς ἀδελφοῖς αὐτῶν οὐκ ἦσαν υἱοὶ πολλοί· καὶ πᾶσαι αἱ πατριαὶ αὐτῶν οὐκ ἐπλεόνασαν ὡς υἱοὶ Ἰούδα.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 28] Καὶ κατῴκησαν ἐν Βηρσαβεὲ, καὶ Μωλαδὰ, καὶ ἐν Ἑσερσουὰλ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 29] καὶ ἐν Βαλαὰ, καὶ ἐν Αἰσὲμ, καὶ ἐν Θωλὰδ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 30] καὶ ἐν Ἑρμὰ, καὶ ἐν Σικελὰγ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 31] καὶ ἐν Βαιθμαριμὼθ, καὶ Ἡμισουσεωσὶν, καὶ οἴκου Βαρουσεωρίμ· αὗται αἱ πόλεις αὐτῶν ἕως βασιλέως Δαυίδ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 32] Καὶ ἐπαύλεις αὐτῶν Αἰτὰν, καὶ Ἢν, Ῥεμνὼν, καὶ Θοκκὰ, καὶ Αἰσὰρ, πόλεις πέντε.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 33] Καὶ πᾶσαι ἐπαύλεις αὐτῶν κύκλῳ τῶν πόλεων τούτων ἕως Βάαλ· αὕτη κατάσχεσις αὐτῶν, καὶ ὁ καταλοχισμὸς αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 34] Καὶ Μοσωβὰβ, καὶ Ἰεμολὸχ, καὶ Ἰωσία υἱὸς Ἀμασία,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 35] καὶ Ἰωὴλ, καὶ Ἰηοὺ υἱὸς Ἀσαβία, υἱὸς Σαραῦ, υἱὸς Ἀσιὴλ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 36] καὶ Ἐλιωναῒ, καὶ Ἰωκαβὰ, καὶ Ἰασουία, καὶ Ἀσαΐα, καὶ Ἰεδιὴλ, καὶ Ἰσμαὴλ, καὶ Βαναίας, καὶ Ζουζὰ υἱὸς Σαφαῒ,
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 37] υἱοῦ Ἀλὼν, υἱοῦ Ἰεδιὰ, υἱοῦ Σεμρὶ, υἱοῦ Σαμαίου.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 38] Οὗτοι οἱ διελθόντες ἐν ὀνόμασιν ἀρχόντων ἐν ταῖς γενέσεσιν αὐτῶν, καὶ ἐν οἴκοις πατριῶν αὐτῶν ἐπληθύνθησαν εἰς πλῆθος.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 39] Καὶ ἐπορεύθησαν ἕως τοῦ ἐλθεῖν Γέραρα ἕως τῶν ἀνατολῶν τῆς Γαὶ, τοῦ ζητῆσαι νομὰς τοῖς κτήνεσιν αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 40] Καὶ εὗρον νομὰς πλεὶονας καὶ ἀγαθάς· καὶ ἡ γῆ πλατεῖα ἐναντίον αὐτῶν, καὶ εἰρήνη καὶ ἡσυχία, ὅτι ἐκ τῶν υἱῶν Χὰμ τὼν κατοικούντων ἐκεῖ ἔμπροσθεν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 41] Καὶ ἤλθοσαν οὗτοι οἱ γεγραμμένοι ἐπʼ ὀνόματος ἐν ἡμέραις Ἐζεκίου βασιλέως Ἰούδα, καὶ ἐπάταξαν τοὺς οἴκους αὐτῶν καὶ τοὺς Μιναίους οὕς εὕροσαν ἐκεῖ, καὶ ἀνεθεμάτισαν αὐτοὺς ἕως τῆς ἡμέρας ταύτης· καὶ ᾤκησαν ἀντʼ αὐτῶν, ὅτι νομαὶ τοῖς κτήνεσιν αὐτῶν ἐκεῖ.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 42] Καὶ ἐξ αὐτῶν ἀπὸ τῶν υἱῶν Συμεὼν ἐπορεύθησαν εἰς ὄρος Σηὶρ ἄνδρες πεντακόσιοι, καὶ Φαλαεττία, καὶ Νωαδία, καὶ Ῥαφαΐα, καὶ Ὀζιὴλ υἱοὶ Ἰεσὶ ἄρχοντες αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 4 | Verse 43] Καὶ ἐπάταξαν τοὺς καταλοίπους τοὺς καταλειφθέντας τοῦ Ἀμαλὴκ ἕως ἡμέρας ταύτης.
