[IRV | PA | NT | Revelation | Chapter 16 | Verse 1] ਮੈਂ ਹੈਕਲ ਵਿੱਚੋਂ ਇੱਕ ਵੱਡੀ ਅਵਾਜ਼ ਉਹਨਾਂ ਸੱਤਾਂ ਦੂਤਾਂ ਨੂੰ ਇਹ ਆਖਦੇ ਸੁਣੀ ਕਿ ਚੱਲੋ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਕ੍ਰੋਧ ਦੇ ਸੱਤ ਕਟੋਰੇ ਧਰਤੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿਓ!
[IRV | PA | NT | Revelation | Chapter 16 | Verse 2] ਪਹਿਲੇ ਦੂਤ ਨੇ ਜਾ ਕੇ ਆਪਣਾ ਕਟੋਰਾ ਧਰਤੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਜਿਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਉੱਤੇ ਉਸ ਦਰਿੰਦੇ ਦਾ ਦਾਗ ਸੀ ਅਤੇ ਜਿਹੜੇ ਉਸ ਦੀ ਪੂਜਾ ਕਰਦੇ ਸਨ ਉਹਨਾਂ ਉੱਤੇ ਬੁਰੇ ਅਤੇ ਬਹੁਤ ਦੁੱਖਦਾਇਕ ਫੋੜੇ ਨਿੱਕਲ ਆਏ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 3] ਤਾਂ ਦੂਜੇ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਸਮੁੰਦਰ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਉਹ ਮੁਰਦੇ ਦੇ ਲਹੂ ਵਰਗਾ ਬਣ ਗਿਆ ਅਤੇ ਹਰੇਕ ਜਿਉਂਦੀ ਜਾਨ ਜਿਹੜੀ ਸਮੁੰਦਰ ਵਿੱਚ ਸੀ, ਮਰ ਗਈ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 4] ਫੇਰ ਤੀਜੇ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਦਰਿਆਵਾਂ ਅਤੇ ਪਾਣੀਆਂ ਦੇ ਸੋਤਿਆਂ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਉਸ ਤੋਂ ਉਹ ਲਹੂ ਬਣ ਗਏ
[IRV | PA | NT | Revelation | Chapter 16 | Verse 5] ਅਤੇ ਮੈਂ ਪਾਣੀਆਂ ਦੇ ਦੂਤ ਨੂੰ ਇਹ ਆਖਦੇ ਸੁਣਿਆ, ਹੇ ਪਵਿੱਤਰ ਪੁਰਖ, ਤੂੰ ਜੋ ਹੈਂ ਅਤੇ ਤੂੰ ਜੋ ਸੀ, ਤੂੰ ਧਰਮੀ ਹੈਂ, ਤੂੰ ਇਸ ਤਰ੍ਹਾਂ ਨਿਆਂ ਜੋ ਕੀਤਾ,
[IRV | PA | NT | Revelation | Chapter 16 | Verse 6] ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੇ ਸੰਤਾਂ ਅਤੇ ਨਬੀਆਂ ਦਾ ਲਹੂ ਵਹਾਇਆ, ਤਾਂ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਪੀਣ ਲਈ ਲਹੂ ਦਿੱਤਾ ਹੈ! ਉਹ ਇਸੇ ਦੇ ਯੋਗ ਹਨ!।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 7] ਫੇਰ ਮੈਂ ਜਗਵੇਦੀ ਨੂੰ ਇਹ ਆਖਦੇ ਸੁਣਿਆ, ਹੇ ਪ੍ਰਭੂ ਪਰਮੇਸ਼ੁਰ ਸਰਬ ਸ਼ਕਤੀਮਾਨ, ਤੇਰੀਆਂ ਅਦਾਲਤਾਂ ਸੱਚੀਆਂ ਅਤੇ ਠੀਕ ਹਨ!।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 8] ਚੌਥੇ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਸੂਰਜ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਉਹ ਨੂੰ ਇਹ ਦਿੱਤਾ ਗਿਆ ਜੋ ਮਨੁੱਖਾਂ ਨੂੰ ਅੱਗ ਨਾਲ ਝੁਲਸੇ
[IRV | PA | NT | Revelation | Chapter 16 | Verse 9] ਅਤੇ ਮਨੁੱਖ ਵੱਡੀ ਤਪਸ਼ ਨਾਲ ਝੁਲਸ ਗਏ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਾਮ ਦੀ ਨਿੰਦਿਆ ਕੀਤੀ ਜਿਸ ਨੂੰ ਇਨ੍ਹਾਂ ਮਹਾਂਮਾਰੀਆਂ ਉੱਤੇ ਅਧਿਕਾਰ ਹੈ ਅਤੇ ਤੋਬਾ ਨਾ ਕੀਤੀ ਜੋ ਉਹ ਦੀ ਵਡਿਆਈ ਕਰਨ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 10] ਪੰਜਵੇਂ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਦਰਿੰਦੇ ਦੀ ਗੱਦੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਉਹ ਦਾ ਰਾਜ ਹਨ੍ਹੇਰਾ ਹੋ ਗਿਆ ਅਤੇ ਲੋਕਾਂ ਨੇ ਦੁੱਖ ਦੇ ਮਾਰੇ ਆਪਣੀਆਂ ਜੀਭਾਂ ਚੱਬੀਆਂ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 11] ਅਤੇ ਉਹਨਾਂ ਦੇ ਆਪਣੇ ਦੁੱਖਾਂ ਦੇ ਕਾਰਨ ਅਤੇ ਆਪਣੇ ਜਖ਼ਮਾਂ ਦੇ ਕਾਰਨ ਸਵਰਗ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿੰਦਿਆ ਕੀਤੀ ਅਤੇ ਆਪਣੇ ਕੰਮਾਂ ਤੋਂ ਤੋਬਾ ਨਾ ਕੀਤੀ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 12] ਛੇਵੇਂ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਉਸ ਵੱਡੇ ਦਰਿਆ ਫ਼ਰਾਤ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ ਅਤੇ ਉਹ ਦਾ ਪਾਣੀ ਸੁੱਕ ਗਿਆ ਤਾਂ ਜੋ ਚੜ੍ਹਦੀ ਵੱਲੋਂ ਜਿਹੜੇ ਰਾਜੇ ਆਉਣ ਵਾਲੇ ਹਨ, ਉਹਨਾਂ ਲਈ ਰਾਹ ਤਿਆਰ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 13] ਅਜਗਰ ਦੇ ਮੂੰਹ, ਉਸ ਦਰਿੰਦੇ ਦੇ ਮੂੰਹ ਅਤੇ ਝੂਠੇ ਨਬੀ ਦੇ ਮੂੰਹ ਵਿੱਚੋਂ ਮੈਂ ਡੱਡੂਆਂ ਵਰਗੇ ਤਿੰਨ ਭਰਿਸ਼ਟ ਆਤਮੇ ਨਿੱਕਲਦੇ ਵੇਖੇ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 14] ਕਿਉਂ ਜੋ ਇਹ ਨਿਸ਼ਾਨ ਵਿਖਾਉਣ ਵਾਲੇ ਭੂਤਾਂ ਦੇ ਆਤਮੇ ਹਨ, ਜਿਹੜੇ ਸਾਰੇ ਸੰਸਾਰ ਦੇ ਰਾਜਿਆਂ ਕੋਲ ਜਾਂਦੇ ਹਨ, ਤਾਂ ਜੋ ਉਹਨਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦੇ ਉਸ ਵੱਡੇ ਦਿਹਾੜੇ ਦੇ ਯੁੱਧ ਲਈ ਇਕੱਠਿਆਂ ਕਰਨ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 15] ਵੇਖੋ, ਮੈਂ ਚੋਰ ਵਾਂਗੂੰ ਆਉਂਦਾ ਹਾਂ। ਧੰਨ ਉਹ ਜਿਹੜਾ ਜਾਗਦਾ ਰਹਿੰਦਾ ਅਤੇ ਆਪਣੇ ਬਸਤਰ ਦੀ ਚੌਕਸੀ ਕਰਦਾ ਹੈ ਜੋ ਉਹ ਨੰਗਾ ਨਾ ਫਿਰੇ ਅਤੇ ਲੋਕ ਉਹ ਦੀ ਸ਼ਰਮ ਨਾ ਵੇਖਣ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 16] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਥਾਂ ਉਹਨਾਂ ਨੂੰ ਇਕੱਠਿਆਂ ਕੀਤਾ ਜਿਸ ਨੂੰ ਇਬਰਾਨੀ ਭਾਸ਼ਾ ਵਿੱਚ ਹਰਮਗਿੱਦੋਨ ਕਿਹਾ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Revelation | Chapter 16 | Verse 17] ਸੱਤਵੇਂ ਦੂਤ ਨੇ ਆਪਣਾ ਕਟੋਰਾ ਪੌਣ ਉੱਤੇ ਡੋਲ੍ਹ ਦਿੱਤਾ। ਤਾਂ ਸਿੰਘਾਸਣ ਦੀ ਵੱਲੋਂ ਹੈਕਲ ਵਿੱਚੋਂ ਇੱਕ ਵੱਡੀ ਅਵਾਜ਼ ਇਹ ਆਖਦੀ ਆਈ, ਕਿ ਹੋ ਚੁੱਕਿਆ!
[IRV | PA | NT | Revelation | Chapter 16 | Verse 18] ਅਤੇ ਬਿਜਲੀ ਦੀਆਂ ਲਿਸ਼ਕਾਂ ਅਤੇ ਆਵਾਜ਼ਾਂ ਅਤੇ ਬੱਦਲ ਦੀਆਂ ਗਰਜਾਂ ਹੋਈਆਂ, ਅਤੇ ਅਜਿਹਾ ਵੱਡਾ ਭੂਚਾਲ ਆਇਆ ਕਿ ਧਰਤੀ ਉੱਤੇ ਜਦੋਂ ਦੇ ਮਨੁੱਖ ਹੋਏ ਐਡਾ ਵੱਡਾ ਅਤੇ ਭਾਰਾ ਭੂਚਾਲ ਕਦੇ ਨਹੀਂ ਸੀ ਆਇਆ!
