[IRV | UR | OT | Leviticus | Chapter 18 | Verse 1] फिर ख़ुदावन्द ने मूसा से कहा,
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 2] बनी — इस्राईल से कह कि मैं ख़ुदावन्द तुम्हारा ख़ुदा हूँ।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 3] तुम मुल्क — ए — मिस्र के से काम जिसमें तुम रहते थे, न करना और मुल्क — ए — कना'न के से काम भी जहाँ मैं तुम्हें लिए जाता हूँ, न करना और न उनकी रस्मों पर चलना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 4] तुम मेरे हुक्मों पर 'अमल करना और मेरे क़ानून को मान कर उन पर चलना। मैं ख़ुदावन्द तुम्हारा ख़ुदा हूँ।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 5] इसलिए तुम मेरे आईन और अहकाम मानना, जिन पर अगर कोई 'अमल करे तो वह उन ही की बदौलत ज़िन्दा रहेगा। मैं ख़ुदावन्द हूँ।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 6] “तुम में से कोई अपनी किसी क़रीबी रिश्तेदार के पास उसके बदन को बे — पर्दा करने के लिए न जाए। मैं ख़ुदावन्द हूँ।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 7] तू अपनी माँ के बदन को जो तेरे बाप का बदन है बे — पर्दा न करना; क्यूँकि वह तेरी माँ है, तू उसके बदन को बे — पर्दा न करना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 8] तू अपने बाप की बीवी के बदन को बे — पर्दा न करना, क्यूँकि वह तेरे बाप का बदन है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 9] तू अपनी बहन के बदन को, चाहे वह तेरे बाप की बेटी हो चाहे तेरी माँ की और चाहे वह घर में पैदा हुई हो चाहे और कहीं, बे — पर्दा न करना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 10] तू अपनी पोती या नवासी के बदन को बे — पर्दा न करना क्यूँकि उनका बदन तो तेरा ही बदन है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 11] तेरे बाप की बीवी की बेटी, जो तेरे बाप से पैदा हुई है, तेरी बहन है; तू उसके बदन को बे — पर्दा न करना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 12] तू अपनी फूफी के बदन को बे — पर्दा न करना, क्यूँकि वह तेरे बाप की क़रीबी रिश्तेदार है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 13] तू अपनी ख़ाला के बदन को बेपर्दा न करना, क्यूँकि वह तेरी माँ की क़रीबी रिश्तेदार है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 14] तू अपने बाप के भाई के बदन को बे — पर्दा न करना, या'नी उस की बीवी के पास न जाना, वह तेरी चची है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 15] तू अपनी बहू के बदन को बे — पर्दा न करना, क्यूँकि वह तेरे बेटे की बीवी है, इसलिए तू उसके बदन को बे — पर्दा न करना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 16] तू अपनी भावज के बदन को बे — पर्दा न करना, क्यूँकि वह तेरे भाई का बदन है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 17] तू किसी 'औरत और उसकी बेटी दोनों के बदन को बेपर्दा न करना; और न तू उस 'औरत की पोती या नवासी से ब्याह कर के उस में से किसी के बदन को बे — पर्दा करना, क्यूँकि वह दोनों उस 'औरत की क़रीबी रिश्तेदार हैं: यह बड़ी ख़बासत है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 18] तू अपनी साली से ब्याह कर के उसे अपनी बीवी की सौतन न बनाना, कि दूसरी के जीते जी उसके बदन को भी बेपर्दा करे।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 19] “और तू 'औरत के पास जब तक वह हैज़ की वजह से नापाक है, उसके बदन को बे — पर्दा करने के लिए न जाना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 20] और तू अपने को नजिस करने के लिए अपने पड़ोसी की बीवी से सुहबत न करना।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 21] तू अपनी औलाद में से किसी को मोलक की ख़ातिर आग में से पेश करने के लिए न देना, और न अपने ख़ुदा के नाम को नापाक ठहराना। मैं ख़ुदावन्द हूँ।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 22] तू मर्द के साथ सुहबत न करना जैसे 'औरत से करता है; यह बहुत मकरूह काम है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 23] तू अपने को नजिस करने के लिए किसी जानवर से सुहबत न करना, और न कोई 'औरत किसी जानवर से हम — सुहबत होने के लिए उसके आगे खड़ी हो; क्यूँकि यह औंधी बात है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 24] “तुम इन कामों में से किसी में फँस कर आलूदा न हो जाना, क्यूँकि जिन क़ौमों को मैं तुम्हारे आगे से निकालता हूँ वह इन सब कामों की वजह से आलूदा हैं।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 25] और उन का मुल्क भी आलूदा हो गया है; इसलिए मैं उसकी बदकारी की सज़ा उसे देता हूँ, ऐसा कि वह अपने बाशिन्दों को उगले देता है।
[IRV | UR | OT | Leviticus | Chapter 18 | Verse 26] लिहाज़ा तुम मेरे आईन और अहकाम को मानना और तुम में से कोई, चाहे वह देसी हो या परदेसी जो तुम में क़याम रखता हो, इन मकरूहात में से किसी काम को न करे;
