[LXX | EL | OT | Ruth | Chapter 2 | Verse 1] Καὶ τῇ Νωεμὶν ἀνὴρ γνώριμος τῷ ἀνδρὶ αὐτῆς, ὁ δὲ ἀνὴρ δυνατὸς ἰσχύϊ ἐκ τῆς συγγενείας Ἐλιμέλεχ, καὶ ὄνομα αὐτῷ Βοόζ.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 2] Καὶ εἶπε Ῥοὺθ ἡ Μωαβίτις πρὸς Νωεμὶν, πορεῦθω δὴ εἰς ἀγρὸν, καὶ συνάξω ἐν τοῖς στάχυσι κατόπισθεν οὗ ἐὰν εὕρω χάριν ἐν ὀφθαλμοῖς αὐτοῦ. εἶπε δὲ αὐτῇ, πορεύου, θύγατερ.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 3] Καὶ ἐπορεύθη· καὶ ἐλθοῦσα συνέλεξεν ἐν τῷ ἀγρῷ κατόπισθε τῶν θεριζόντων· καὶ περιέπεσε περιπτώματι τῇ μερίδι τοῦ ἀγροῦ Βοὸζ, τοῦ ἐκ τῆς συγγενείας Ἐλιμέλεχ.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 4] Καὶ ἰδοὺ Βοὸζ ἦλθεν ἐκ Βηθλεὲμ, καὶ εἶπε τοῖς θερίζουσι, Κύριος μεθʼ ὑμῶν· καὶ εἶπον αὐτῷ, εὐλογήσαι σε Κύριος.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 5] Καὶ εἶπε Βοὸζ τῷ παιδαρίῳ αὐτοῦ τῷ ἐφεστῶτι ἐπὶ τοὺς θερίζοντας, τίνος ἡ νεᾶνις αὕτη;
[LXX | EL | OT | Ruth | Chapter 2 | Verse 6] Καὶ ἀπεκρίθη τὸ παιδάριον τὸ ἐφεστὸς ἐπὶ τοὺς θερίζοντας, καὶ εἶπεν, ἡ παῖς ἡ Μωαβίτις ἐστὶν ἡ ἀποστραφεῖσα μετὰ Νωεμὶν ἐξ ἀγροῦ Μωάβ·
[LXX | EL | OT | Ruth | Chapter 2 | Verse 7] Καὶ εἶπε, συλλέξω δὴ καὶ συνάξω ἐν τοῖς δράγμασιν ὄπισθεν τῶν θεριζόντων· καὶ ἦλθε καὶ ἔστη ἀπὸ πρωΐθεν καὶ ἕως ἑσπέρας, οὐ κατέπαυσεν ἐν τῷ ἀγρῷ μικρόν.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 8] Καὶ εἶπε Βοὸζ πρὸς Ῥοὺθ, οὐκ ἤκουσας θύγατερ; μὴ πορευθῇς ἐν ἀγρῷ συλλέξαι ἑτέρῳ· καὶ σὺ οὐ πορεύσῃ ἐντεῦθεν, ὧδε κολλήθητι μετὰ τῶν κορασίων μου.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 9] Οἱ ὀφθαλμοί σου εἰς τὸν ἀγρὸν οὗ ἐὰν θερίζωσι, καὶ πορεύσῃ κατόπισθεν αὐτῶν· ἰδοὺ ἐνετειλάμην τοῖς παιδαρίοις τοῦ μὴ ἅψασθαί σου· καὶ ὅτε διψήσεις καὶ πορευθήσῃ εἰς τὰ σκεύη, καὶ πίεσαι ὅθεν ἐὰν ὑδρεύωνται τὰ παιδάρια.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 10] Καὶ ἔπεσεν ἐπὶ πρόσωπον αὐτῆς, καὶ προσεκύνησεν ἐπὶ τὴν γῆν, καὶ εἶπε πρὸς αὐτὸν, τί ὅτι εὗρον χάριν ἐν ὀφθαλμοῖς σου τοῦ ἐπιγνῶναί με, καὶ ἐγώ εἰμι ξένη;
[LXX | EL | OT | Ruth | Chapter 2 | Verse 11] Καὶ ἀπεκρίθη Βοὸζ, καὶ εἶπεν αὐτῇ, ἀπαγγελίᾳ ἀπηγγέλη μοι ὅσα πεποίηκας μετὰ τῆς πενθερᾶς σου μετὰ τὸ ἀποθανεῖν τὸν ἄνδρα σου· καὶ πῶς κατέλιπες τὸν πατέρα σου καὶ τὴν μητέρα σου, καὶ τὴν γῆν γενέσεώς σου, καὶ ἐπορεύθης πρὸς λαὸν ὃν οὐκ ᾔδεις ἐχθὲς καὶ τρίτης.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 12] Ἀποτίσαι Κύριος τὴν ἐργασίαν σου· γένοιτο ὁ μισθός σου πλήρης παρὰ Κυρίου Θεοῦ Ἰσραὴλ, πρὸς ὃν ἦλθες πεποιθέναι ὑπὸ τὰς πτέρυγας αὐτοῦ.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 13] Ἡ δὲ εἶπεν, εὕροιμι χάριν ἐν ὀφθαλμοῖς σου κύριε, ὅτι παρεκάλεσάς με, καὶ ὅτι ἐλάλησας ἐπὶ καρδίαν τῆς δούλης σου, καὶ ἰδοὺ ἐγὼ ἔσομαι ὡς μία τῶν παιδισκῶν σου.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 14] Καὶ εἶπεν αὐτῇ Βοὸζ, ἤδη ὥρα τοῦ φαγεῖν, πρόσελθε ὧδε καὶ φάγεσαι τῶν ἄρτων, καὶ βάψεις τὸν ψωμόν σου ἐν τῷ ὄξει· καὶ ἐκάθισε Ῥοὺθ ἐκ πλαγίων τῶν θεριζόντων· καὶ ἐβούνισεν αὐτῇ Βοὸζ ἄλφιτον, καὶ ἔφαγε καὶ ἐνεπλήσθη καὶ κατέλιπε,
[LXX | EL | OT | Ruth | Chapter 2 | Verse 15] Καὶ ἀνέστη τοῦ συλλέγειν· καὶ ἐνετείλατο Βοὸζ τοῖς παιδαρίοις αὐτοῦ, λέγων, καί γε ἀναμέσον τῶν δραγμάτων συλλεγέτω, καὶ μὴ καταισχύνητε αὐτήν·
[LXX | EL | OT | Ruth | Chapter 2 | Verse 16] Καὶ βαστάζοντες βαστάσατε αὐτῇ, καί γε παραβάλλοντες παραβαλεῖτε αὐτῇ ἐκ τῶν βεβουνισμένων, καὶ φάγεται, καὶ συλλέξει, καὶ οὐκ ἐπιτιμήσετε αὐτῇ.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 17] Καὶ συνέλεξεν ἐν τῷ ἀγρῷ ἕως ἑσπέρας, καὶ ἐῤῥάβδισεν ἃ συνέλεξε, καὶ ἐγενήθη ὡς οἰφὶ κριθῶν.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 18] Καὶ ᾖρε καὶ εἰσῆλθεν εἰς τὴν πόλιν· καὶ εἶδεν ἡ πενθερὰ αὐτῆς ἃ συνέλεξε· καὶ ἐξενέγκασα Ῥοὺθ ἔδωκεν αὐτῇ ἃ κατέλιπεν ἐξ ὧν ἐνεπλήσθη.
[LXX | EL | OT | Ruth | Chapter 2 | Verse 19] Καὶ εἶπεν αὐτῇ ἡ πενθερὰ αὐτῆς, ποῦ συνέλεξας σήμερον καὶ ποῦ ἐποίησας; εἴη ὁ ἐπιγνούς σε εὐλογημένος· καὶ ἀνήγγειλε Ῥοὺθ τῇ πενθερᾷ αὐτῆς ποῦ ἐποίησε, καὶ εἶπε, τὸ ὄνομα τοῦ ἀνδρὸς μεθʼ οὗ ἐποίησα σήμερον Βοόζ.
