[IRV | PA | NT | Luke | Chapter 1 | Verse 1] ਇਸ ਲਈ ਬਹੁਤਿਆਂ ਲੋਕਾਂ ਨੇ, ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਇਤਹਾਸ ਲਿਖਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ ਜੋ ਸਾਡੇ ਵਿੱਚ ਪੂਰੀਆਂ ਹੋਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 2] ਜਿਵੇਂ ਉਨ੍ਹਾਂ ਨੇ ਸਾਨੂੰ ਦੱਸਿਆ ਜਿਹੜੇ ਸ਼ੁਰੂਆਤ ਤੋਂ ਚਸ਼ਮਦੀਦ ਗਵਾਹ ਅਤੇ ਬਚਨ ਦੇ ਸੇਵਕ ਸਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 3] ਹੇ ਆਦਰਯੋਗ ਥਿਉਫ਼ਿਲੁਸ ਮੈਂ ਵੀ ਪੂਰੇ ਯਤਨ ਨਾਲ ਖੋਜ ਕਰਕੇ ਇਸ ਗੱਲ ਨੂੰ ਚੰਗਾ ਸਮਝਿਆ ਜੋ ਤੇਰੇ ਲਈ ਸਾਰੀ ਵਾਰਤਾ ਜਿਵੇਂ ਹੋਈ, ਉਸੇ ਤਰ੍ਹਾਂ ਲਿਖਾਂ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 4] ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਦੀ ਸਚਿਆਈ ਨੂੰ ਜਾਣ ਲਵੇਂ ਜਿਨ੍ਹਾਂ ਦੀ ਤੂੰ ਸਿੱਖਿਆ ਪਾਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 5] ਯਹੂਦਿਯਾ ਦੇ ਰਾਜਾ ਹੇਰੋਦੇਸ ਦੇ ਸਮੇਂ ਅਬੀਯਾਹ ਦੇ ਦਲ ਵਿੱਚੋਂ, ਜ਼ਕਰਯਾਹ ਨਾਮ ਦਾ ਇੱਕ ਜਾਜਕ ਸੀ ਅਤੇ ਉਸ ਦੀ ਪਤਨੀ ਇਲੀਸਬਤ ਹਾਰੂਨ ਦੇ ਘਰਾਣੇ ਦੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 6] ਉਹ ਦੋਵੇਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਧਰਮੀ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਹੁਕਮਾਂ ਅਤੇ ਬਿਧੀਆਂ ਤੇ ਨਿਰਦੋਸ਼ ਚੱਲਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 7] ਉਨ੍ਹਾਂ ਦੇ ਔਲਾਦ ਨਹੀਂ ਸੀ ਕਿਉਂਕਿ ਇਲੀਸਬਤ ਬਾਂਝ ਸੀ ਅਤੇ ਦੋਵੇਂ ਬਜ਼ੁਰਗ ਸਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 8] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹਜ਼ੂਰ ਆਪਣੀ ਵਾਰੀ ਸਿਰ ਜਾਜਕ ਦਾ ਕੰਮ ਕਰ ਰਿਹਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 9] ਤਦ ਜਾਜਕ ਦੀ ਰੀਤ ਦੇ ਅਨੁਸਾਰ ਉਸ ਦੇ ਨਾਮ ਦੀ ਪਰਚੀ ਨਿੱਕਲੀ, ਜੋ ਪ੍ਰਭੂ ਦੀ ਹੈਕਲ ਵਿੱਚ ਜਾ ਕੇ ਧੂਪ ਧੁਖਾਵੇ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 10] ਧੂਪ ਧੁਖਾਉਣ ਸਮੇਂ ਸਾਰੀ ਸੰਗਤ ਬਾਹਰ ਪ੍ਰਾਰਥਨਾ ਕਰ ਰਹੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 11] ਤਦ ਉਸ ਨੂੰ ਪ੍ਰਭੂ ਦਾ ਇੱਕ ਦੂਤ ਧੂਪ ਦੀ ਵੇਦੀ ਦੇ ਸੱਜੇ ਪਾਸੇ ਖੜ੍ਹਾ ਨਜ਼ਰ ਆਇਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 12] ਅਤੇ ਜ਼ਕਰਯਾਹ ਇਹ ਵੇਖ ਕੇ ਡਰ ਗਿਆ ਤੇ ਘਬਰਾ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 13] ਤਦ ਦੂਤ ਨੇ ਆਖਿਆ, ਹੇ ਜ਼ਕਰਯਾਹ ਨਾ ਡਰ ਕਿਉਂ ਜੋ ਤੇਰੀ ਪ੍ਰਾਰਥਨਾ ਸੁਣੀ ਗਈ ਹੈ, ਤੇਰੀ ਪਤਨੀ ਇਲੀਸਬਤ ਤੇਰੇ ਲਈ ਇੱਕ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦੇਵੇਗੀ ਅਤੇ ਤੂੰ ਉਸ ਦਾ ਨਾਮ ਯੂਹੰਨਾ ਰੱਖੀਂ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 14] ਅਤੇ ਤੈਨੂੰ ਖੁਸ਼ੀ ਅਤੇ ਅਨੰਦ ਹੋਵੇਗਾ ਅਤੇ ਉਸ ਦੇ ਜਨਮ ਤੋਂ ਬਹੁਤ ਲੋਕ ਖੁਸ਼ ਹੋਣਗੇ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 15] ਕਿਉਂਕਿ ਉਹ ਪਰਮੇਸ਼ੁਰ ਸਾਹਮਣੇ ਮਹਾਨ ਹੋਵੇਗਾ ਅਤੇ ਨਾ ਮੈਅ, ਨਾ ਮਧ ਪੀਵੇਗਾ ਅਤੇ ਆਪਣੀ ਮਾਤਾ ਦੇ ਗਰਭ ਤੋਂ ਹੀ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਭਰਪੂਰ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 16] ਅਤੇ ਇਸਰਾਏਲ ਦੀ ਸੰਤਾਨ ਵਿੱਚੋਂ ਬਹੁਤਿਆਂ ਨੂੰ ਪ੍ਰਭੂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲ ਮੋੜ ਲਿਆਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 17] ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਏਲੀਯਾਹ ਦੇ ਆਤਮਾ ਅਤੇ ਸਮਰੱਥਾ ਨਾਲ ਚੱਲੇਗਾ ਤਾਂ ਜੋ ਪਿਤਾਵਾਂ ਦੇ ਦਿਲਾਂ ਨੂੰ ਬੱਚਿਆਂ ਦੀ ਵੱਲ ਅਤੇ ਆਗਿਆ ਨਾ ਮੰਨਣ ਵਾਲਿਆ ਨੂੰ ਧਰਮੀਆਂ ਦੀ ਸਮਝ ਵੱਲ ਮੋੜੇ, ਜੋ ਪ੍ਰਭੂ ਦੇ ਯੋਗ ਕੌਮ ਨੂੰ ਤਿਆਰ ਕਰੇ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 18] ਤਦ ਜ਼ਕਰਯਾਹ ਨੇ ਸਵਰਗ ਦੂਤ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਇਹ ਕਿਵੇਂ ਵਿਸ਼ਵਾਸ ਕਰਾਂ ਕਿਉਂਕਿ ਮੈਂ ਵੱਡੀ ਉਮਰ ਦਾ ਹਾਂ ਅਤੇ ਮੇਰੀ ਪਤਨੀ ਬਜ਼ੁਰਗ ਹੈ?
[IRV | PA | NT | Luke | Chapter 1 | Verse 19] ਸਵਰਗ ਦੂਤ ਨੇ ਉਸ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਮੈਂ ਜਿਬਰਾਏਲ ਹਾਂ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਹਮਣੇ ਹਾਜ਼ਰ ਰਹਿੰਦਾ ਹਾਂ ਅਤੇ ਤੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕਰਨ ਅਤੇ ਖੁਸ਼ੀ ਦੀ ਖ਼ਬਰ ਦੱਸਣ ਵਾਸਤੇ ਭੇਜਿਆ ਗਿਆ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 20] ਵੇਖ ਜਦ ਤੱਕ ਇਹ ਗੱਲਾਂ ਪੂਰੀਆਂ ਨਾ ਹੋਣ ਤੂੰ ਗੂੰਗਾ ਰਹੇਂਗਾ ਅਤੇ ਬੋਲ ਨਾ ਸਕੇਂਗਾ, ਇਸ ਕਾਰਨ ਜੋ ਤੂੰ ਮੇਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਸੱਚ ਨਹੀਂ ਮੰਨਿਆ ਜਿਹੜੀਆਂ ਆਪਣੇ ਸਮੇਂ ਤੇ ਪੂਰੀਆਂ ਹੋਣਗੀਆਂ।
