[IRV | PA | NT | Luke | Chapter 8 | Verse 1] ਕੁਝ ਸਮੇਂ ਬਾਅਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਿਸੂ ਆਪਣੇ ਬਾਰਾਂ ਚੇਲਿਆਂ ਨਾਲ ਨਗਰਾਂ ਅਤੇ ਪਿੰਡਾਂ ਵਿੱਚ ਫਿਰਦਾ ਹੋਇਆ ਪਰਚਾਰ ਕਰਦਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੀ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਂਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 2] ਅਤੇ ਕਈ ਔਰਤਾਂ ਵੀ ਜਿਹੜੀਆਂ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਤੋਂ ਚੰਗੀਆਂ ਕੀਤੀਆਂ ਗਈਆਂ ਸਨ ਅਰਥਾਤ ਮਰਿਯਮ ਜਿਸ ਨੂੰ ਮਗਦਲੀਨੀ ਆਖਦੇ ਸਨ। ਜਿਸ ਦੇ ਵਿੱਚੋਂ ਸੱਤ ਭੂਤਾਂ ਨਿੱਕਲੀਆਂ ਸਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 3] ਅਤੇ ਯੋਆਨਾ ਜੋ ਹੇਰੋਦੇਸ ਦੇ ਦਰਬਾਰੀ ਖੂਜ਼ਾਹ ਦੀ ਪਤਨੀ ਅਤੇ ਸੁਸੰਨਾ ਅਤੇ ਹੋਰ ਬਹੁਤ ਸਾਰੀਆਂ ਔਰਤਾਂ ਸਨ ਜੋ ਆਪਣੀ ਸੰਪਤੀ ਨਾਲ ਉਨ੍ਹਾਂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਦੀਆਂ ਸਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 4] ਜਦ ਵੱਡੀ ਭੀੜ ਇਕੱਠੀ ਸੀ ਅਤੇ ਨਗਰਾਂ ਦੇ ਲੋਕ ਉਸ ਦੇ ਕੋਲ ਆਉਂਦੇ ਸਨ, ਤਾਂ ਉਸ ਨੇ ਦ੍ਰਿਸ਼ਟਾਂਤ ਨਾਲ ਆਖਿਆ
[IRV | PA | NT | Luke | Chapter 8 | Verse 5] ਕਿ ਇੱਕ ਬੀਜਣ ਵਾਲਾ ਬੀਜ ਬੀਜਣ ਨੂੰ ਨਿੱਕਲਿਆ ਅਤੇ ਬੀਜਦੇ ਹੋਏ ਕੁਝ ਬੀਜ ਸੜਕ ਦੇ ਕੰਢੇ ਜਾ ਡਿੱਗੇ ਅਤੇ ਮਿੱਧੇ ਗਏ ਅਤੇ ਅਕਾਸ਼ ਦੇ ਪੰਛੀਆਂ ਨੇ ਉਸ ਨੂੰ ਚੁਗ ਲਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 6] ਅਤੇ ਕੁਝ ਪਥਰੀਲੀ ਜ਼ਮੀਨ ਵਿੱਚ ਡਿੱਗਿਆ ਜੋ ਉੱਗਦਿਆਂ ਹੀ ਸੁੱਕ ਗਏ ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੂੰ ਪਾਣੀ ਨਾ ਮਿਲਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 7] ਅਤੇ ਕੁਝ ਕੰਡਿਆਲੀਆਂ ਝਾੜੀਆਂ ਵਿੱਚ ਡਿੱਗੇ ਅਤੇ ਕੰਡਿਆਲੀਆਂ ਝਾੜੀਆਂ ਨੇ ਨਾਲ ਹੀ ਵੱਧ ਕੇ ਉਹਨਾਂ ਨੂੰ ਦਬਾ ਲਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 8] ਅਤੇ ਕੁਝ ਚੰਗੀ ਜ਼ਮੀਨ ਵਿੱਚ ਡਿੱਗਿਆ ਅਤੇ ਉੱਗ ਕੇ ਸੌ ਗੁਣਾ ਫਲ ਦਿੱਤਾ। ਉਹ ਇਹ ਗੱਲਾਂ ਕਹਿ ਕੇ ਉੱਚੀ ਆਵਾਜ਼ ਵਿੱਚ ਬੋਲਿਆ ਕਿ ਜਿਸ ਦੇ ਸੁਣਨ ਦੇ ਕੰਨ ਹੋਣ ਉਹ ਸੁਣੇ!
[IRV | PA | NT | Luke | Chapter 8 | Verse 9] ਉਸ ਦੇ ਚੇਲਿਆਂ ਨੇ ਉਸ ਤੋਂ ਪੁੱਛਿਆ, ਇਸ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਾ ਅਰਥ ਕੀ ਹੈ?
[IRV | PA | NT | Luke | Chapter 8 | Verse 10] ਅਤੇ ਉਸ ਨੇ ਕਿਹਾ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੇ ਭੇਤਾਂ ਦੀ ਸਮਝ ਤੁਹਾਨੂੰ ਦਿੱਤੀ ਗਈ ਹੈ, ਪਰ ਹੋਰਨਾਂ ਨੂੰ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਦੱਸਿਆ ਜਾਂਦਾ ਹੈ ਤਾਂ ਕਿ ਉਹ ਵੇਖਦੇ ਹੋਏ ਨਾ ਵੇਖਣ ਅਤੇ ਸੁਣਦੇ ਹੋਏ ਨਾ ਸਮਝਣ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 11] ਇਸ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਾ ਅਰਥ ਇਹ ਹੈ ਕਿ ਬੀਜ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਹੈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 12] ਅਤੇ ਸੜਕ ਦੇ ਕੰਢੇ ਵਾਲੇ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਬਚਨ ਨੂੰ ਸੁਣਿਆ, ਤਦ ਸ਼ੈਤਾਨ ਆ ਕੇ ਉਸ ਬਚਨ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਦਿਲਾਂ ਵਿੱਚੋਂ ਕੱਢ ਕੇ ਲੈ ਜਾਂਦਾ ਹੈ ਕਿ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਉਹ ਵਿਸ਼ਵਾਸ ਕਰ ਕੇ ਮੁਕਤੀ ਪਾਉਣ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 13] ਅਤੇ ਜੋ ਪਥਰੀਲੀ ਜ਼ਮੀਨ ਉੱਤੇ ਡਿੱਗੇ ਸੋ ਉਹ ਹਨ, ਜਿਹੜੇ ਬਚਨ ਸੁਣ ਕੇ ਖੁਸ਼ੀ ਨਾਲ ਮੰਨ ਲੈਂਦੇ ਹਨ ਅਤੇ ਜੜ੍ਹ ਨਾ ਫੜ੍ਹਨ ਕਰਕੇ ਥੋੜ੍ਹਾ ਸਮਾਂ ਹੀ ਵਿਸ਼ਵਾਸ ਕਰਦੇ ਹਨ ਅਤੇ ਪਰਤਾਵਾ ਪੈਣ ਤੇ ਵਿਸ਼ਵਾਸ ਤੋਂ ਪਿੱਛੇ ਹੱਟ ਜਾਂਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 14] ਜੋ ਕੰਡਿਆਲੀਆਂ ਝਾੜੀਆਂ ਵਿੱਚ ਡਿੱਗੇ ਸਨ, ਸੋ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਬਚਨ ਸੁਣਿਆ ਅਤੇ ਆਪਣੇ ਜੀਵਨ ਦੀਆਂ ਚਿੰਤਾਵਾਂ, ਧਨ ਦਾ ਲੋਭ ਅਤੇ ਭੋਗ ਬਿਲਾਸ ਵਿੱਚ ਪੈ ਕੇ ਸੁਣੇ ਹੋਏ ਬਚਨ ਅਨੁਸਾਰ ਫਲਦਾਇਕ ਨਹੀਂ ਹੁੰਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 15] ਪਰ ਜੋ ਚੰਗੀ ਜ਼ਮੀਨ ਵਿੱਚ ਡਿੱਗਿਆ ਸੋ ਉਹ ਹਨ ਜਿਹੜੇ ਬਚਨ ਨੂੰ ਸੁਣ ਕੇ ਚੰਗੇ ਅਤੇ ਖਰੇ ਦਿਲ ਵਿੱਚ ਸਾਂਭ ਰੱਖਦੇ ਹਨ ਅਤੇ ਧੀਰਜ ਨਾਲ ਫਲ ਦਿੰਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 16] ਕੋਈ ਮਨੁੱਖ ਦੀਵਾ ਬਾਲ ਕੇ ਉਸ ਨੂੰ ਕਟੋਰੇ ਜਾਂ ਮੰਜੇ ਦੇ ਹੇਠ ਨਹੀਂ ਰੱਖਦਾ ਹੈ ਪਰ ਦੀਵਟ ਉੱਤੇ ਰੱਖਦਾ ਹੈ ਤਾਂ ਜੋ ਅੰਦਰ ਆਉਣ ਵਾਲੇ ਚਾਨਣ ਵੇਖਣ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 17] ਕੁਝ ਛੁੱਪਿਆ ਨਹੀਂ ਜੋ ਪਰਗਟ ਨਾ ਹੋਵੇਗਾ ਅਤੇ ਕੁਝ ਗੁਪਤ ਨਹੀਂ ਜੋ ਜਾਣਿਆ ਨਾ ਜਾਵੇ ਅਤੇ ਉਜਾਗਰ ਨਾ ਹੋਵੇ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 18] ਇਸ ਕਰਕੇ ਸੁਚੇਤ ਰਹੋ ਜੋ ਕਿਸ ਤਰ੍ਹਾਂ ਸੁਣਦੇ ਹੋ ਕਿਉਂਕਿ ਜਿਸ ਦੇ ਕੋਲ ਕੁਝ ਹੋਵੇ ਉਸ ਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ ਅਤੇ ਜਿਸ ਦੇ ਕੋਲ ਨਾ ਹੋਵੇ ਉਸ ਤੋਂ ਉਹ ਵੀ ਲੈ ਲਿਆ ਜਾਵੇਗਾ ਜਿਸ ਨੂੰ ਉਹ ਆਪਣਾ ਸਮਝਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 19] ਯਿਸੂ ਦੀ ਮਾਤਾ ਅਤੇ ਭਰਾ ਉਸ ਕੋਲ ਆਏ ਪਰ ਭੀੜ ਦੇ ਕਾਰਨ ਉਸ ਦੇ ਨੇੜੇ ਨਾ ਪਹੁੰਚ ਸਕੇ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 20] ਉਸ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ ਗਈ ਕਿ ਤੇਰੀ ਮਾਤਾ ਅਤੇ ਤੇਰੇ ਭਰਾ ਬਾਹਰ ਖੜ੍ਹੇ ਤੈਨੂੰ ਮਿਲਣਾ ਚਾਹੁੰਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 21] ਪਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਮੇਰੀ ਮਾਤਾ ਅਤੇ ਭਰਾ ਇਹ ਹਨ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸੁਣਦੇ ਅਤੇ ਮੰਨਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 22] ਫਿਰ ਇੱਕ ਦਿਨ ਯਿਸੂ ਅਤੇ ਉਸ ਦੇ ਚੇਲੇ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹੇ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਆਓ, ਅਸੀਂ ਝੀਲ ਦੇ ਉਸ ਪਾਰ ਚੱਲੀਏ, ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਬੇੜੀ ਖੋਲ੍ਹ ਦਿੱਤੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 23] ਪਰ ਜਦ ਉਹ ਬੇੜੀ ਵਿੱਚ ਜਾ ਰਹੇ ਸਨ ਤਾਂ ਯਿਸੂ ਸੌਂ ਗਿਆ ਅਤੇ ਝੀਲ ਵਿੱਚ ਤੂਫ਼ਾਨ ਆਇਆ ਅਤੇ ਬੇੜੀ ਪਾਣੀ ਨਾਲ ਭਰਦੀ ਜਾਂਦੀ ਸੀ। ਇਸ ਲਈ ਉਹ ਖ਼ਤਰੇ ਵਿੱਚ ਸਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 24] ਤਦ ਚੇਲਿਆਂ ਨੇ ਆ ਕੇ ਯਿਸੂ ਨੂੰ ਜਗਾਇਆ ਅਤੇ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ, ਸੁਆਮੀ ਜੀ! ਅਸੀਂ ਤਾਂ ਮਰ ਚੱਲੇ ਹਾਂ! ਤਦ ਉਸ ਨੇ ਉੱਠ ਕੇ ਤੂਫ਼ਾਨ ਅਤੇ ਪਾਣੀ ਦੀਆਂ ਲਹਿਰਾਂ ਨੂੰ ਝਿੜਕਿਆ ਅਤੇ ਉਹ ਸ਼ਾਂਤ ਹੋ ਗਈਆਂ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 25] ਫੇਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪੁੱਛਿਆ, ਤੁਹਾਡਾ ਵਿਸ਼ਵਾਸ ਕਿੱਥੇ ਹੈ? ਅਤੇ ਉਹ ਡਰ ਗਏ ਅਤੇ ਹੈਰਾਨ ਹੋ ਕੇ ਆਪਸ ਵਿੱਚ ਕਹਿਣ ਲੱਗੇ, ਇਹ ਕੌਣ ਹੈ ਕਿ ਤੂਫ਼ਾਨ ਅਤੇ ਪਾਣੀ ਨੂੰ ਵੀ ਹੁਕਮ ਦਿੰਦਾ ਹੈ ਅਤੇ ਉਹ ਉਸ ਦੀ ਗੱਲ ਮੰਨਦੇ ਹਨ?।
[IRV | PA | NT | Luke | Chapter 8 | Verse 26] ਉਹ ਗਿਰਸੇਨੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਪਹੁੰਚੇ ਜੋ ਗਲੀਲ ਦੇ ਸਾਹਮਣੇ ਉਸ ਪਾਰ ਹੈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 27] ਅਤੇ ਜਦ ਉਹ ਕੰਢੇ ਤੇ ਉੱਤਰਿਆ ਤਾਂ ਉਸ ਨਗਰ ਵਿੱਚੋਂ ਇੱਕ ਆਦਮੀ ਉਸ ਨੂੰ ਮਿਲਿਆ ਜਿਸ ਵਿੱਚ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਸਨ ਅਤੇ ਉਹ ਬਹੁਤ ਸਮੇਂ ਤੋਂ ਕੱਪੜੇ ਨਹੀਂ ਪਹਿਨਦਾ ਸੀ ਅਤੇ ਘਰ ਨਹੀਂ ਸਗੋਂ ਕਬਰਾਂ ਵਿੱਚ ਰਹਿੰਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 28] ਅਤੇ ਉਹ ਯਿਸੂ ਨੂੰ ਵੇਖਦਿਆਂ ਹੀ ਚੀਕ ਉੱਠਿਆ ਅਤੇ ਉਸ ਦੇ ਅੱਗੇ ਡਿੱਗ ਪਿਆ ਅਤੇ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਬੋਲਿਆ, ਹੇ ਮਹਾਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਯਿਸੂ, ਤੁਹਾਡਾ ਮੇਰੇ ਨਾਲ ਕੀ ਕੰਮ? ਮੈਂ ਤੁਹਾਡੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਜੋ ਮੈਨੂੰ ਦੁੱਖ ਨਾ ਦਿਓ!
[IRV | PA | NT | Luke | Chapter 8 | Verse 29] ਕਿਉਂਕਿ ਉਹ ਅਸ਼ੁੱਧ ਆਤਮਾ ਨੂੰ ਉਸ ਆਦਮੀ ਵਿੱਚੋਂ ਨਿੱਕਲਣ ਦਾ ਹੁਕਮ ਦੇ ਰਿਹਾ ਸੀ, ਇਸ ਲਈ ਜੋ ਦੁਸ਼ਟ-ਆਤਮਾ ਬਾਰ-ਬਾਰ ਉਸ ਵਿੱਚ ਆਉਂਦਾ ਸੀ। ਬਹੁਤ ਵਾਰ ਲੋਕ ਉਸ ਨੂੰ ਸੰਗਲਾਂ ਅਤੇ ਬੇੜੀਆਂ ਨਾਲ ਜਕੜ ਕੇ ਪਹਿਰੇ ਵਿੱਚ ਰੱਖਦੇ ਸਨ ਪਰ ਉਹ ਬੰਧਨਾਂ ਨੂੰ ਤੋੜ ਦਿੰਦਾ ਸੀ। ਦੁਸ਼ਟ-ਆਤਮਾ ਉਸ ਨੂੰ ਉਜਾੜਾਂ ਵਿੱਚ ਭਜਾਈ ਫਿਰਦਾ ਸੀ।
