[IRV | PA | NT | Luke | Chapter 10 | Verse 1] ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਤੋਂ ਬਾਅਦ ਪ੍ਰਭੂ ਨੇ ਸੱਤਰ ਹੋਰ ਮਨੁੱਖ ਵੀ ਠਹਿਰਾਏ ਅਤੇ ਹਰ ਨਗਰ ਅਤੇ ਹਰ ਥਾਂ ਜਿੱਥੇ ਆਪ ਜਾਣ ਵਾਲਾ ਸੀ ਉਨ੍ਹਾਂ ਨੂੰ ਦੋ-ਦੋ ਕਰਕੇ ਆਪਣੇ ਅੱਗੇ ਭੇਜਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 2] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਫ਼ਸਲ ਤਾਂ ਬਹੁਤ ਹੈ ਪਰ ਮਜ਼ਦੂਰ ਥੋੜ੍ਹੇ ਹਨ, ਇਸ ਲਈ ਤੁਸੀਂ ਖੇਤ ਦੇ ਮਾਲਕ ਅੱਗੇ ਬੇਨਤੀ ਕਰੋ ਜੋ ਉਹ ਆਪਣੀ ਫ਼ਸਲ ਵੱਢਣ ਲਈ ਮਜ਼ਦੂਰ ਭੇਜੇ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 3] ਜਾਓ ਵੇਖੋ, ਮੈਂ ਤੁਹਾਨੂੰ ਲੇਲਿਆਂ ਵਾਂਗੂੰ ਬਘਿਆੜਾਂ ਦੇ ਵਿੱਚ ਭੇਜਦਾ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 4] ਇਸ ਲਈ ਨਾ ਬਟੂਆ, ਨਾ ਝੋਲਾ, ਨਾ ਜੁੱਤੀਆਂ ਲਓ, ਨਾ ਰਸਤੇ ਵਿੱਚ ਕਿਸੇ ਨੂੰ ਪਰਨਾਮ ਕਰੋ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 5] ਤੁਸੀਂ ਜਿਸ ਘਰ ਵਿੱਚ ਜਾਓ ਪਹਿਲਾਂ ਉਸ ਘਰ ਦੀ ਸ਼ਾਂਤੀ ਮੰਗੋ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 6] ਅਤੇ ਜੇ ਕੋਈ ਸ਼ਾਂਤੀ ਦੇ ਯੋਗ ਉੱਥੇ ਹੋਵੇ ਤਾਂ ਤੁਹਾਡੀ ਸ਼ਾਂਤੀ ਉਸ ਉੱਤੇ ਠਹਿਰੇਗੀ, ਨਹੀਂ ਤਾਂ ਉਹ ਤੁਹਾਡੇ ਕੋਲ ਮੁੜ ਆਵੇਗੀ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 7] ਅਤੇ ਉਸੇ ਘਰ ਵਿੱਚ ਠਹਿਰੋ ਅਤੇ ਜੋ ਕੁਝ ਭੋਜਨ ਉਹ ਦੇਣ, ਖਾਓ ਪੀਓ ਕਿਉਂ ਜੋ ਮਜ਼ਦੂਰ ਆਪਣੀ ਮਜ਼ਦੂਰੀ ਦਾ ਹੱਕਦਾਰ ਹੈ। ਘਰ-ਘਰ ਨਾ ਫਿਰੋ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 8] ਅਤੇ ਜਿਸ ਨਗਰ ਵਿੱਚ ਤੁਸੀਂ ਪਹੁੰਚੋ ਅਤੇ ਉਹ ਤੁਹਾਨੂੰ ਕਬੂਲ ਕਰਨ ਤਦ ਜੋ ਕੁਝ ਤੁਹਾਡੇ ਅੱਗੇ ਖਾਣ ਲਈ ਰੱਖਣ, ਸੋ ਖਾਓ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 9] ਅਤੇ ਉਸ ਨਗਰ ਦੇ ਰੋਗੀਆਂ ਨੂੰ ਚੰਗਾ ਕਰੋ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸੋ ਕਿ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਜ ਤੁਹਾਡੇ ਨੇੜੇ ਆ ਗਿਆ ਹੈ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 10] ਪਰ ਜਿਸ ਨਗਰ ਵਿੱਚ ਤੁਸੀਂ ਪਹੁੰਚੋ ਅਤੇ ਉਹ ਤੁਹਾਨੂੰ ਸਵੀਕਾਰ ਨਾ ਕਰਨ ਤਾਂ ਉਹ ਦੇ ਚੌਕਾਂ ਵਿੱਚ ਜਾ ਕੇ ਕਹੋ
[IRV | PA | NT | Luke | Chapter 10 | Verse 11] ਅਸੀਂ ਤੁਹਾਡੇ ਨਗਰ ਦੀ ਧੂੜ ਵੀ ਜਿਹੜੀ ਸਾਡੇ ਪੈਰਾਂ ਉੱਪਰ ਪਈ ਹੈ ਤੁਹਾਡੇ ਸਾਹਮਣੇ ਝਾੜ ਸੁੱਟਦੇ ਹਾਂ ਪਰ ਤੁਸੀਂ ਇਹ ਜਾਣ ਲਵੋ ਕਿ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਜ ਨੇੜੇ ਆਇਆ ਹੈ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 12] ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਉਹ ਦਿਨ ਉਸ ਨਗਰ ਨਾਲੋਂ ਸਦੂਮ ਦਾ ਹਾਲ ਸਹਿਣ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 13] ਹਾਏ ਖੁਰਾਜ਼ੀਨ! ਹਾਏ ਬੈਤਸੈਦਾ! ਕਿਉਂਕਿ ਜਿਹੜੇ ਅਚਰਜ਼ ਕੰਮ ਤੁਹਾਡੇ ਵਿੱਚ ਕੀਤੇ ਗਏ ਹਨ ਜੇ ਸੂਰ ਅਤੇ ਸੈਦਾ ਵਿੱਚ ਕੀਤੇ ਜਾਂਦੇ ਤਾਂ ਉਹ ਤੱਪੜ ਪਹਿਨ ਕੇ ਅਤੇ ਸੁਆਹ ਵਿੱਚ ਬੈਠ ਕੇ ਕਦੋਂ ਦੇ ਤੋਬਾ ਕਰ ਲੈਂਦੇ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 14] ਪਰ ਨਿਆਂ ਦੇ ਦਿਨ ਤੁਹਾਡੇ ਨਾਲੋਂ ਸੂਰ ਅਤੇ ਸੈਦਾ ਦਾ ਹਾਲ ਸਹਿਣ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 15] ਅਤੇ ਹੇ ਕਫ਼ਰਨਾਹੂਮ, ਕੀ ਤੂੰ ਅਕਾਸ਼ ਤੱਕ ਉੱਚਾ ਕੀਤਾ ਜਾਵੇਂਗਾ? ਤੂੰ ਤਾਂ ਸਗੋਂ ਪਤਾਲ ਵਿੱਚ ਸੁੱਟਿਆ ਜਾਏਂਗਾ!
