[IRV | PA | NT | Luke | Chapter 5 | Verse 1] ਇਹ ਹੋਇਆ ਕਿ ਜਦ ਲੋਕ ਉਸ ਦੇ ਉੱਤੇ ਡਿੱਗਦੇ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸੁਣਦੇ ਸਨ, ਉਸ ਸਮੇਂ ਉਹ ਗਨੇਸਰਤ ਦੀ ਝੀਲ ਦੇ ਕੰਢੇ ਖੜ੍ਹਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 2] ਅਤੇ ਉਸ ਨੇ ਝੀਲ ਦੇ ਕੰਢੇ ਦੋ ਬੇੜੀਆਂ ਲੱਗੀਆਂ ਹੋਈਆਂ ਵੇਖੀਆਂ, ਪਰ ਮਾਛੀ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਨਿੱਕਲ ਕੇ ਆਪਣੇ ਜਾਲ਼ਾਂ ਨੂੰ ਧੋ ਰਹੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 3] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਬੇੜੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਉੱਤੇ ਜੋ ਸ਼ਮਊਨ ਦੀ ਸੀ ਚੜ੍ਹ ਕੇ ਬੇਨਤੀ ਕੀਤੀ ਜੋ ਕੰਡੇ ਤੋਂ ਥੋੜ੍ਹਾ ਜਿਹਾ ਹਟਾ ਲੈ ਤਦ ਉਹ ਬੇੜੀ ਉੱਤੇ ਬੈਠ ਕੇ ਲੋਕਾਂ ਨੂੰ ਬਚਨ ਸੁਣਾਉਣ ਲੱਗਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 4] ਜਦ ਉਹ ਉਪਦੇਸ਼ ਦੇ ਚੁੱਕਿਆ ਤਾਂ ਸ਼ਮਊਨ ਨੂੰ ਕਿਹਾ ਕਿ ਡੂੰਘੇ ਪਾਣੀ ਵਿੱਚ ਲੈ ਚੱਲੋ ਅਤੇ ਮੱਛੀਆਂ ਫੜਣ ਲਈ ਆਪਣੇ ਜਾਲ਼ ਪਾਓ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 5] ਸ਼ਮਊਨ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਸੁਆਮੀ ਜੀ, ਅਸੀਂ ਸਾਰੀ ਰਾਤ ਮਿਹਨਤ ਕੀਤੀ ਪਰ ਕੁਝ ਨਾ ਫੜਿਆ ਫਿਰ ਵੀ ਤੇਰੇ ਕਹਿਣ ਨਾਲ ਜਾਲ਼ ਪਾਵਾਂਗਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 6] ਜਦ ਉਨ੍ਹਾਂ ਨੇ ਇਹ ਕੀਤਾ ਤਾਂ ਬਹੁਤ ਸਾਰੀਆਂ ਮੱਛੀਆਂ ਫੜ ਲਈਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਜਾਲ਼ ਫੱਟਣ ਲੱਗੇ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 7] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਸਾਥੀਆਂ ਨੂੰ ਜਿਹੜੇ ਦੂਜੀ ਬੇੜੀ ਉੱਤੇ ਸਨ, ਇਸ਼ਾਰਾ ਕੀਤਾ ਕਿ ਆ ਕੇ ਸਾਡੀ ਮਦਦ ਕਰੋ। ਸੋ ਉਹ ਆਏ ਅਤੇ ਦੋਵੇਂ ਬੇੜੀਆਂ ਅਜਿਹੀਆਂ ਭਰ ਗਈਆਂ ਕਿ ਉਹ ਡੁੱਬਣ ਲੱਗੀਆਂ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 8] ਸ਼ਮਊਨ ਪਤਰਸ ਇਹ ਵੇਖ ਕੇ ਯਿਸੂ ਦੇ ਪੈਰੀਂ ਡਿੱਗ ਪਿਆ ਅਤੇ ਬੋਲਿਆ, ਪ੍ਰਭੂ ਜੀ ਮੇਰੇ ਕੋਲੋਂ ਚਲੇ ਜਾਓ ਕਿਉਂ ਜੋ ਮੈਂ ਪਾਪੀ ਬੰਦਾ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 9] ਐਨੀਆਂ ਮੱਛੀਆਂ ਫੜਨ ਕਰਕੇ ਉਹ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਦੇ ਸਾਰੇ ਹੈਰਾਨ ਹੋਏ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 10] ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਜ਼ਬਦੀ ਦੇ ਪੁੱਤਰ ਯਾਕੂਬ ਅਤੇ ਯੂਹੰਨਾ ਵੀ ਜੋ ਸ਼ਮਊਨ ਦੇ ਸਾਥੀ ਸਨ, ਹੈਰਾਨ ਹੋਏ। ਤਦ ਯਿਸੂ ਨੇ ਸ਼ਮਊਨ ਨੂੰ ਆਖਿਆ, ਨਾ ਡਰ, ਹੁਣ ਤੋਂ ਤੂੰ ਮਨੁੱਖਾਂ ਨੂੰ ਫੜ੍ਹਨ ਵਾਲਾ ਮਛਵਾਰਾ ਹੋਵੇਂਗਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 11] ਤਦ ਉਹ ਆਪਣੀਆਂ ਬੇੜੀਆਂ ਕੰਢੇ ਤੇ ਲਿਆਏ ਅਤੇ ਸਭ ਕੁਝ ਛੱਡ ਕੇ ਉਸ ਦੇ ਮਗਰ ਹੋ ਤੁਰੇ।
