[LXX | EL | OT | Job | Chapter 26 | Verse 1] Ὑπολαβὼν δὲ Ἰὼβ, λέγει,
[LXX | EL | OT | Job | Chapter 26 | Verse 2] Τίνι πρόσκεισαι, ἢ τίνι μέλλεις βοηθεῖν; πότερον οὐχ ᾧ πολλὴ ἰσχὺς, καὶ ᾧ βραχίων κραταιός ἐστι;
[LXX | EL | OT | Job | Chapter 26 | Verse 3] Τίνι συμβεβούλευσαι; οὐχ ᾧ πᾶσα σοφία; τίνι ἐπακολουθήσεις; οὐχ ᾧ μεγίστη δύναμις;
[LXX | EL | OT | Job | Chapter 26 | Verse 4] Τίνι ἀνήγγειλας ῥήματα; πνοὴ δὲ τίνος ἐστὶν ἡ ἐξελθοῦσα ἐκ σοῦ;
[LXX | EL | OT | Job | Chapter 26 | Verse 5] Μὴ γίγαντες μαιωθήσονται ὑποκάτωθεν ὕδατος καὶ τῶν γειτόνων αὐτοῦ;
[LXX | EL | OT | Job | Chapter 26 | Verse 6] Γυμνὸς ὁ ᾅδης ἐνώπιον αὐτοῦ, καὶ οὐκ ἔστι περιβόλαιον τῇ ἀπωλείᾳ.
[LXX | EL | OT | Job | Chapter 26 | Verse 7] Ἐκτείνων βορέαν ἐπʼ οὐδὲν, κρεμάζων γῆν ἐπὶ οὐδενός.
[LXX | EL | OT | Job | Chapter 26 | Verse 8] Δεσμεύων ὕδωρ ἐν νεφέλαις αὐτοῦ, καὶ οὐκ ἐῤῥάγη νέφος ὑποκάτω αὐτοῦ·
[LXX | EL | OT | Job | Chapter 26 | Verse 9] Ὁ κρατῶν πρόσωπον θρόνου, ἐκπετάζων ἐπʼ αὐτὸν νέφος αὐτοῦ.
[LXX | EL | OT | Job | Chapter 26 | Verse 10] Πρόσταγμα ἐγύρωσεν ἐπὶ πρόσωπον ὕδατος, μέχρι συντελείας φωτὸς μετὰ σκότους.
[LXX | EL | OT | Job | Chapter 26 | Verse 11] Στύλοι οὐρανοῦ ἐπετάσθησαν, καὶ ἐξέστησαν ἀπὸ τῆς ἐπιτιμήσεως αὐτοῦ.
[LXX | EL | OT | Job | Chapter 26 | Verse 12] Ἰσχύϊ κατέπαυσε τὴν θάλασσαν, ἐπιστήμῃ δὲ ἔστρωται τὸ κῆτος.
[LXX | EL | OT | Job | Chapter 26 | Verse 13] Κλεῖθρα δὲ οὐρανοῦ δεδοίκασιν αὐτόν· προστάγματι δὲ ἐθανάτωσε δράκοντα ἀποστάτην.
[LXX | EL | OT | Job | Chapter 26 | Verse 14] Ἰδοῦ ταῦτα μέρη ὁδοῦ αὐτοῦ, καὶ ἐπὶ ἰκμάδα λόγου ἀκουσόμεθα ἐν αὐτῷ· σθενὸς δὲ βροντῆς αὐτοῦ, τίς οἶδεν ὁπότε ποιήσει;
