[LXX | EL | OT | Job | Chapter 38 | Verse 1] Μετὰ δὲ τὸ παύσασθαι Ἐλιοὺν τῆς λέξεως, εἶπεν ὁ Κύριος τῷ Ἰὼβ διὰ λαίλαπος καὶ νεφῶν,
[LXX | EL | OT | Job | Chapter 38 | Verse 2] Τίς οὗτος ὁ κρύπτων με βουλὴν, συνέχεν δὲ ῥήματα ἐν καρδίᾳ, ἐμὲ δὲ οἴεται κρύπτειν;
[LXX | EL | OT | Job | Chapter 38 | Verse 3] Ζώσαι ὥσπερ ἀνὴρ τὴν ὀσφύν σου· ἐρωτήσω δέ σε, σὺ δέ μοι ἀποκρίθητι.
[LXX | EL | OT | Job | Chapter 38 | Verse 4] Ποῦ ἦς ἐν τῷ θεμελιοῦν με τὴν γῆν; ἀπάγγειλον δέ μοι εἰ ἐπίστῃ σύνεσιν.
[LXX | EL | OT | Job | Chapter 38 | Verse 5] Τίς ἔθετο τὰ μέτρα αὐτῆς, εἰ οἶδας; ἢ τίς ὁ ἐπαγαγὼν σπαρτίον ἐπʼ αὐτῆς;
[LXX | EL | OT | Job | Chapter 38 | Verse 6] Ἐπὶ τίνος οἱ κρίκοι αὐτῆς πεπήγασι; τίς δέ ἐστιν ὁ βαλὼν λίθον γωνιαῖον ἐπʼ αὐτῆς;
[LXX | EL | OT | Job | Chapter 38 | Verse 7] Ὅτε ἐγενήθησαν ἄστρα, ᾔνεσάν με φωνῇ μεγάλῃ πάντες ἄγγελοί μου.
[LXX | EL | OT | Job | Chapter 38 | Verse 8] Ἔφραξα δὲ θάλασσαν πύλαις, ὅτε ἐμαίμασσεν ἐκ κοιλίας μητρὸς αὐγῆς ἐκπορευομένη·
[LXX | EL | OT | Job | Chapter 38 | Verse 9] Ἐθέμην δὲ αὐτῇ νέφος ἀμφίασιν, ὁμίχλῃ δὲ αὐτὴν ἐσπαργάνωσα.
[LXX | EL | OT | Job | Chapter 38 | Verse 10] Ἐθέμην δὲ αὐτῇ ὅρια, περιθεὶς κλεῖθρα καὶ πύλας.
[LXX | EL | OT | Job | Chapter 38 | Verse 11] Εἶπα δὲ αὐτῇ, μέχρι τούτου ἐλεύσῃ, καὶ οὐχ ὑπερβήσῃ, ἀλλʼ ἐν σεαυτῇ συντριβήσεταί σου τὰ κύματα.
[LXX | EL | OT | Job | Chapter 38 | Verse 12] Ἢ ἐπὶ σοῦ συντέταχα φέγγος πρωϊνόν; Ἑωσφόρος δὲ ἶδε τὴν ἑαυτοῦ τάξιν,
[LXX | EL | OT | Job | Chapter 38 | Verse 13] ἐπιλαβέσθαι πτερύγων γῆς, ἐκτινάξαι ἀσεβεῖς ἐξ αὐτῆς;
[LXX | EL | OT | Job | Chapter 38 | Verse 14] Ἢ σὺ λαβὼν γῆν πηλὸν, ἔπλασας ζῶον, καὶ λαλητὸν αὐτὸν ἔθου ἐπὶ γῆς;
[LXX | EL | OT | Job | Chapter 38 | Verse 15] Ἀφεῖλες δὲ ἀπὸ ἀσεβῶν τὸ φῶς, βραχίονα δὲ ὑπερηφάνων συνέτριψας;
[LXX | EL | OT | Job | Chapter 38 | Verse 16] Ἦλθες δὲ ἐπὶ πηγὴν θαλάσσης, ἐν δὲ ἴχνεσιν ἀβύσσου περιεπάτησας;
[LXX | EL | OT | Job | Chapter 38 | Verse 17] Ἀνοίγονται δέ σοι φόβῳ πύλαι θανάτου, πυλωροὶ δὲ ᾅδου ἰδόντες σε ἔπτηξαν;
[LXX | EL | OT | Job | Chapter 38 | Verse 18] Νενουθέτησαι δὲ τὸ εὖρος τῆς ὑπʼ οὐρανόν; ἀνάγγειλον δή μοι, πόση τίς ἐστι;
[LXX | EL | OT | Job | Chapter 38 | Verse 19] Ποίᾳ δὲ γῇ αὐλίζεται τὸ φῶς; σκότους δὲ ποῖος ὁ τόπος;
[LXX | EL | OT | Job | Chapter 38 | Verse 20] Εἰ ἀγάγοις με εἰς ὅρια αὐτῶν, εἰ δὲ καὶ ἐπίστασαι τρίβους αὐτῶν·
[LXX | EL | OT | Job | Chapter 38 | Verse 21] Οἶδα ἄρα ὅτι τότε γεγέννησαι, ἀριθμὸς δὲ ἐτῶν σου πολύς;
[LXX | EL | OT | Job | Chapter 38 | Verse 22] Ἦλθες δὲ ἐπὶ θησαυροὺς χιόνος, θησαυροὺς δὲ χαλάζης ἑώρακας;
[LXX | EL | OT | Job | Chapter 38 | Verse 23] Ἀπόκειται δέ σοι εἰς ὥραν ἐχθρῶν, εἰς ἡμέραν πολέμων καὶ μάχης;
[LXX | EL | OT | Job | Chapter 38 | Verse 24] Πόθεν δὲ ἐκπορεύεται πάχνη, ἢ διασκεδάννυται Νότος εἰς τὴν ὑπʼ οὐρανόν;
[LXX | EL | OT | Job | Chapter 38 | Verse 25] Τίς δὲ ἡτοίμασεν ὑετῷ λάβρῳ ῥύσιν, ὁδὸν δὲ κυδοιμῶν,
[LXX | EL | OT | Job | Chapter 38 | Verse 26] τοῦ ὑετίσαι ἐπὶ γῆν οὗ οὐκ ἀνήρ, ἔρημον οὗ οὐχ ὑπάρχει ἄνθρωπος ἐν αὐτῇ,
[LXX | EL | OT | Job | Chapter 38 | Verse 27] τοῦ χορτάσαι ἄβατον καὶ ἀοίκητον, καὶ τοῦ ἐκβλαστῆσαι ἔξοδον χλόης;
[LXX | EL | OT | Job | Chapter 38 | Verse 28] Τίς ἐστιν ὑετοῦ πατήρ; τίς δέ ἐστιν ὁ τετοκὼς βώλους δρόσου;
[LXX | EL | OT | Job | Chapter 38 | Verse 29] Ἐκ γαστρὸς δὲ τίνος ἐκπορεύεται ὁ κρύσταλλος; πάχνην δὲ ἐν οὐρανῷ τίς τέτοκεν,
[LXX | EL | OT | Job | Chapter 38 | Verse 30] ἣ καταβαίνει ὥσπερ ὕδωρ ῥέον; πρόσωπον ἀσεβοῦς τίς ἔπτηξε;
[LXX | EL | OT | Job | Chapter 38 | Verse 31] Συνῆκας δὲ δεσμὸν Πλειάδος, καὶ φραγμὸν Ὠρίωνος ἤνοιξας;
[LXX | EL | OT | Job | Chapter 38 | Verse 32] Ἢ διανοίξεις μαζουρὼθ ἐν καιρῷ αὐτοῦ, καὶ ἕσπερον ἐπὶ κόμης αὐτοῦ ἄξεις αὐτά;
[LXX | EL | OT | Job | Chapter 38 | Verse 33] Ἐπίστασαι δὲ τροπὰς οὐρανοῦ, ἢ τὰ ὑπʼ οὐρανὸν ὁμοθυμαδὸν γινόμενα;
[LXX | EL | OT | Job | Chapter 38 | Verse 34] καλέσεις δὲ νέφος φωνῇ, καὶ τρόμῳ ὕδατος λάβρου ὑπακούσεταί σου;
[LXX | EL | OT | Job | Chapter 38 | Verse 35] Ἀποστελεῖς δὲ κεραυνοὺς καὶ πορεύσονται; ἐροῦσι δέ σοι, τί ἐστι;
[LXX | EL | OT | Job | Chapter 38 | Verse 36] Τίς δὲ ἔδωκε γυναιξὶν ὑφάσματος σοφίαν, ἢ ποικιλτικὴν ἐπιστήμην;
[LXX | EL | OT | Job | Chapter 38 | Verse 37] Τίς δὲ ὁ ἀριθμῶν νέφη σοφίᾳ, οὐρανὸν δὲ εἰς γῆν ἔκλινε;
[LXX | EL | OT | Job | Chapter 38 | Verse 38] Κέχυται δὲ ὥσπερ γῆ κονία, κεκόλληκα δὲ αὐτὸν ὥσπερ λίθῳ κύβον.
[LXX | EL | OT | Job | Chapter 38 | Verse 39] Θηρεύσεις δὲ λέουσι βορὰν, ψυχὰς δὲ δρακόντων ἐμπλήσεις;
[LXX | EL | OT | Job | Chapter 38 | Verse 40] Δεδοίκασι γὰρ ἐν κοίταις αὐτῶν, κάθηνται δὲ ἐν ὕλαις ἐνεδρεύοντες.
[LXX | EL | OT | Job | Chapter 38 | Verse 41] Τίς δὲ ἡτοίμασε κόρακι βοράν; νεοσσοὶ γὰρ αὐτοῦ πρὸς Κύριον κεκράγασι πλανώμενοι, τὰ σῖτα ζητοῦντες.
