[LXX | EL | OT | Job | Chapter 19 | Verse 1] Ὑπολαβὼν δὲ Ἰὼβ, λέγει,
[LXX | EL | OT | Job | Chapter 19 | Verse 2] Ἕως τίνος ἔγκοπον ποιήσετε ψυχήν μου, καὶ καθαιρεῖτέ με λόγοις; γνῶτε μόνον ὅτι ὁ Κύριος ἐποίησέ με οὕτως.
[LXX | EL | OT | Job | Chapter 19 | Verse 3] Καταλαλεῖτέ μου, οὐκ αἰσχυνόμενοί με ἐπίκεισθέ μοι.
[LXX | EL | OT | Job | Chapter 19 | Verse 4] Ναὶ δὴ ἐπʼ ἀληθείας ἐγὼ ἐπλανήθην, παρʼ ἐμοὶ δὲ αὐλίζεται πλάνος· λαλῆσαι ῥῆματα ἃ οὐκ ἔδει, τὰ δὲ ῥήματά μου πλανᾶται καὶ οὐκ ἐπὶ καιροῦ.
[LXX | EL | OT | Job | Chapter 19 | Verse 5] Ἔα δὲ, ὅτι ἐπʼ ἐμοὶ μεγαλύνεσθε, ἐνάλλεσθε δέ μοι ὀνείδει.
[LXX | EL | OT | Job | Chapter 19 | Verse 6] Γνῶτε οὖν ὅτι Κύριός ἐστιν ὁ ταράξας, ὀχύρωμα δὲ αὐτοῦ ἐπʼ ἐμὲ ὕψωσεν.
[LXX | EL | OT | Job | Chapter 19 | Verse 7] Ἰδοὺ γελῶ ὀνείδει, οὐ λαλήσω· κεκράξομαι, καὶ οὐδαμοῦ κρίμα.
[LXX | EL | OT | Job | Chapter 19 | Verse 8] Κύκλῳ περιῳκοδόμημαι, καὶ οὐ μὴ διαβῶ· ἐπὶ πρόσωπόν μου σκότος ἔθετο.
[LXX | EL | OT | Job | Chapter 19 | Verse 9] Τὴν δὲ δόξαν ἀπʼ ἐμοῦ ἐξέδυσεν, ἀφεῖλε δὲ στέφανον ἀπὸ κεφαλῆς μου.
[LXX | EL | OT | Job | Chapter 19 | Verse 10] Διέσπασέ με κύκλῳ καὶ ᾠχόμην, ἐξέκοψε δὲ ὥσπερ δένδρον τὴν ἐλπίδα μου.
[LXX | EL | OT | Job | Chapter 19 | Verse 11] Δεινῶς δέ μοι ὀργῇ ἐχρήσατο, ἡγήσατο δέ με ὥσπερ ἐχθρόν.
[LXX | EL | OT | Job | Chapter 19 | Verse 12] Ὁμοθυμαδὸν δὲ ἦλθον τὰ πειρατήρια αὐτοῦ ἐπʼ ἐμοὶ, ταῖς ὁδοῖς μου ἐκύκλωσαν ἐγκάθετοι.
[LXX | EL | OT | Job | Chapter 19 | Verse 13] Ἀπʼ ἐμοῦ ἀδελφοί μου ἀπέστησαν, ἔγνωσαν ἀλλοτρίους ἢ ἐμέ· φίλοι δέ μου ἀνελεήμονες γεγόνασιν·
[LXX | EL | OT | Job | Chapter 19 | Verse 14] Οὐ προσεποιήσαντό με οἱ ἐγγύτατοί μου, καὶ οἱ εἰδότες μου τὸ ὄνομα ἐπελάθοντό μου.
[LXX | EL | OT | Job | Chapter 19 | Verse 15] Γείτονες οἰκίας, θεράπαιναί τε μοῦ, ἀλλογενὴς ἤμην ἐναντίον αὐτῶν.
[LXX | EL | OT | Job | Chapter 19 | Verse 16] Θεράποντά μου ἐκάλεσα, καὶ οὐχ ὑπήκουσε· στόμα δέ μου ἐδέετο.
[LXX | EL | OT | Job | Chapter 19 | Verse 17] Καὶ ἱκέτευον τὴν γυναῖκά μου, προσεκαλούμην δὲ καλακευων υἱοὺς παλλακίδων μου·
[LXX | EL | OT | Job | Chapter 19 | Verse 18] Οἱ δὲ εἰς τὸν αἰῶνά με ἀπεποιήσαντο, ὅταν ἀναστῶ, κατʼ ἐμοῦ λαλοῦσιν.
[LXX | EL | OT | Job | Chapter 19 | Verse 19] Ἐβδελύξαντό με οἱ ἰδόντες με· οὓς δὴ ἠγαπήκειν, ἐπανέστησάν μοι.
[LXX | EL | OT | Job | Chapter 19 | Verse 20] Ἐν δέρματί μου ἐσάπησαν αἱ σάρκες μου, τὰ δὲ ὀστᾶ μου ἐν ὀδοῦσιν ἔχεται.
[LXX | EL | OT | Job | Chapter 19 | Verse 21] Ἐλεήσατέ με, ἐλεήσατέ με, ὦ φίλοι, χεὶρ γὰρ Κυρίου ἡ ἁψαμένη μου ἐστί.
[LXX | EL | OT | Job | Chapter 19 | Verse 22] Διατί με διώκετε ὥσπερ καὶ ὁ Κύριος; ἀπὸ δὲ σαρκῶν μου οὐκ ἐμπίπλασθε;
[LXX | EL | OT | Job | Chapter 19 | Verse 23] Τίς γὰρ ἂν δοίη γραφῆναι τὰ ῥήματά μου, τεθῆναι δὲ αὐτὰ ἐν βιβλίῳ εἰς τὸν αἰῶνα,
[LXX | EL | OT | Job | Chapter 19 | Verse 24] ἐν γραφείῳ σιδηρῷ καὶ μολίβῳ, ἢ ἐν πέτραις ἐγγλυφῆναι;
[LXX | EL | OT | Job | Chapter 19 | Verse 25] Οἶδα γὰρ ὅτι ἀένναός ἐστιν ὁ ἐκλύειν με μέλλων,
[LXX | EL | OT | Job | Chapter 19 | Verse 26] ἐπὶ γῆς ἀναστῆσαι τὸ δέρμα μου τὸ ἀναντλοῦν ταῦτα· παρὰ γὰρ Κυρίου ταῦτά μοι συνετελέσθη,
[LXX | EL | OT | Job | Chapter 19 | Verse 27] ἃ ἐγὼ ἐμαυτῷ συνεπίσταμαι, ἃ ὁ ὀφθαλμός μου ἑώρακε, καὶ οὐκ ἄλλος, πάντα δέ μοι συντετέλεσται ἐν κόλπῳ.
[LXX | EL | OT | Job | Chapter 19 | Verse 28] Εἰ δὲ καὶ ἐρεῖτε, τί ἐροῦμεν ἔναντι αὐτοῦ, καὶ ῥίζαν λόγου εὑρήσομεν ἐν αὐτῷ;
[LXX | EL | OT | Job | Chapter 19 | Verse 29] Εὐλαβήθητε δὴ καὶ ὑμεῖς ἀπὸ ἐπικαλύμματος, θυμὸς γὰρ ἐπʼ ἀνόμους ἐπελεύσεται· καὶ τότε γνώσονται, ποῦ ἐστιν αὐτῶν ἡ ὕλη
