[LXX | EL | OT | Job | Chapter 21 | Verse 1] Ὑπολαβὼν δὲ Ἰὼβ, λέγει,
[LXX | EL | OT | Job | Chapter 21 | Verse 2] Ἀκούσατε ἀκούσατέ μου τῶν λόγων, ἵνα μὴ ᾖ μοι παρʼ ὑμῶν αὕτη ἡ παράκλησις.
[LXX | EL | OT | Job | Chapter 21 | Verse 3] Ἄρατέ με, ἐγὼ δὲ λαλήσω, εἶτʼ οὐ καταγελάσετέ μου.
[LXX | EL | OT | Job | Chapter 21 | Verse 4] Τί γάρ; μὴ ἀνθρώπου μου ἡ ἔλεγξις; ἢ διὰ τί οὐ θυμωθήσομαι;
[LXX | EL | OT | Job | Chapter 21 | Verse 5] Εἰσβλέψαντες εἰς ἐμὲ θαυμάσετε, χεῖρα θέντες ἐπὶ σιαγόνι.
[LXX | EL | OT | Job | Chapter 21 | Verse 6] Ἐάν τε γὰρ μνησθῶ, ἐσπούδακα· ἔχουσι δέ μου τὰς σάρκας ὀδύναι.
[LXX | EL | OT | Job | Chapter 21 | Verse 7] Διὰ τί ἀσεβεῖς ζῶσι, πεπαλαίωνται δὲ καὶ ἐν πλούτῳ;
[LXX | EL | OT | Job | Chapter 21 | Verse 8] Ὁ σπόρος αὐτῶν κατὰ ψυχὴν, τὰ δὲ τέκνα αὐτῶν ἐν ὀφθαλμοῖς.
[LXX | EL | OT | Job | Chapter 21 | Verse 9] Οἱ οἶκοι αὐτῶν εὐθηνοῦσι, φόβος δὲ οὐδαμοῦ, μάστιξ δὲ παρὰ Κυρίου οὐκ ἔστιν ἐπʼ αὐτοῖς.
[LXX | EL | OT | Job | Chapter 21 | Verse 10] Ἡ βοῦς αὐτῶν οὐκ ὠμοτόκησε, διεσώθη δὲ αὐτῶν ἐν γαστρὶ ἔχουσα καὶ οὐκ ἔσφαλε.
[LXX | EL | OT | Job | Chapter 21 | Verse 11] Μένουσι δὲ ὡς πρόβατα αἰώνια, τὰ δὲ παιδία αὐτῶν προσπαίζουσιν,
[LXX | EL | OT | Job | Chapter 21 | Verse 12] ἀναλαβόντες ψαλτήριον καὶ κιθάραν, καὶ εὐφραίνονται φωνῇ ψαλμοῦ.
[LXX | EL | OT | Job | Chapter 21 | Verse 13] Συνετέλεσαν δὲ ἐν ἀγαθοῖς τὸν βίον αὐτῶν, ἐν δὲ ἀναπαύσει ᾅδου ἐκοιμήθησαν.
[LXX | EL | OT | Job | Chapter 21 | Verse 14] Λέγει δὲ Κυρίῳ, ἀπόστα ἀπʼ ἐμοῦ, ὁδούς σου εἰδέναι οὐ βούλομαι.
[LXX | EL | OT | Job | Chapter 21 | Verse 15] Τί ἱκανὸς, ὅτι δουλεύσομεν αὐτῷ; καὶ τίς ὠφέλεια, ὅτι ἀπαντήσομεν αὐτῷ;
[LXX | EL | OT | Job | Chapter 21 | Verse 16] Ἐν χερσὶ γὰρ ἦν αὐτῶν τὰ ἀγαθὰ, ἔργα δὲ ἀσεβῶν οὐκ ἐφορᾷ.
[LXX | EL | OT | Job | Chapter 21 | Verse 17] Οὐ μὴν δὲ ἀλλὰ καὶ ἀσεβῶν λύχνος σβεσθήσεται, ἐπελεύσεται δὲ αὐτοῖς ἡ καταστροφὴ, ὠδῖνες δὲ αὐτοὺς ἕξουσιν ἀπὸ ὀργῆς.
[LXX | EL | OT | Job | Chapter 21 | Verse 18] Ἔσονται δὲ ὥσπερ ἄχυρα ὑπʼ ἀνέμου, ἢ ὥσπερ κονιορτὸς ὃν ὑφείλετο λαίλαψ.
[LXX | EL | OT | Job | Chapter 21 | Verse 19] Ἐκλείποι υἱοὺς τὰ ὑπάρχοντα αὐτοῦ, ἀνταποδώσει πρὸς αὐτὸν καὶ γνώσεται.
[LXX | EL | OT | Job | Chapter 21 | Verse 20] Ἴδοισαν οἱ ὀφθαλμοὶ αὐτοῦ τὴν ἑαυτοῦ σφαγὴν, ἀπὸ δὲ Κυρίου μὴ διασωθείη.
[LXX | EL | OT | Job | Chapter 21 | Verse 21] Ὅτι τὸ θέλημα αὐτοῦ ἐν οἴκῳ αὐτοῦ μετʼ αὐτοῦ, καὶ ἀριθμοὶ μηνῶν αὐτοῦ διῃρέθησαν.
[LXX | EL | OT | Job | Chapter 21 | Verse 22] Πότερον οὐχὶ ὁ Κύριός ἐστιν ὁ διδάσκων σύνεσιν καὶ ἐπιστήμην; αὐτὸς δὲ φόνους διακρίνει;
[LXX | EL | OT | Job | Chapter 21 | Verse 23] Οὗτος ἀποθανεῖται ἐν κράτει ἁπλοσύνης αὐτοῦ, ὅλος δὲ εὐπαθῶν καὶ εὐθηνῶν.
[LXX | EL | OT | Job | Chapter 21 | Verse 24] Τὰ δὲ ἔγκατα αὐτοὺ πλήρη στέατος, μυελὸς δὲ αὐτοῦ διαχεῖται.
[LXX | EL | OT | Job | Chapter 21 | Verse 25] Ὁ δὲ τελευτᾷ ὑπὸ πικρίας ψυχῆς, οὐ φαγὼν οὐδὲν ἀγαθόν.
[LXX | EL | OT | Job | Chapter 21 | Verse 26] Ὁμοθυμαδὸν δὲ ἐπὶ γῆς κοιμῶνται, σαπρία δὲ αὐτοὺς ἐκάλυψεν.
[LXX | EL | OT | Job | Chapter 21 | Verse 27] Ὥστε οἶδα ὑμᾶς, ὅτι τόλμῃ ἐπίκεισθέ μοι·
[LXX | EL | OT | Job | Chapter 21 | Verse 28] Ὥστε ἐρεῖτε, ποῦ ἐστιν οἶκος ἄρχοντος; καὶ ποῦ ἐστιν ἡ σκέπη τῶν σκηνωμάτων τῶν ἀσεβῶν;
[LXX | EL | OT | Job | Chapter 21 | Verse 29] Ἐρωτήσατε παραπορευομένους ὁδὸν, καὶ τὰ σημεῖα αὐτῶν οὐκ ἀπαλλοτριώσετε.
[LXX | EL | OT | Job | Chapter 21 | Verse 30] Ὅτι εἰς ἡμέραν ἀπωλείας κουφίζεται ὁ πονηρὸς, εἰς ἡμέραν ὀργῆς αὐτοῦ ἀπαχθήσονται.
[LXX | EL | OT | Job | Chapter 21 | Verse 31] Τίς ἀπαγγελεῖ ἐπὶ προσώπου αὐτοῦ τὴν ὁδὸν αὐτοῦ, καὶ αὐτὸς ἐποίησε; τίς ἀνταποδώσει αὐτῷ;
[LXX | EL | OT | Job | Chapter 21 | Verse 32] Καὶ αὐτὸς εἰς τάφους ἀπηνέχθη, καὶ αὐτὸς ἐπὶ σωρῶν ἠγρύπνησεν.
[LXX | EL | OT | Job | Chapter 21 | Verse 33] Ἐγλυκάνθησαν αὐτῷ χάλικες χειμάῤῥου, καὶ ὀπίσω αὐτοῦ πᾶς ἄνθρωπος ἀπελεύσεται, καὶ ἔμπροσθεν αὐτοῦ ἀναρίθμητοι.
[LXX | EL | OT | Job | Chapter 21 | Verse 34] Πῶς δὲ παρακαλεῖτέ με κενά; τὸ δὲ ἐμὲ καταπαύσασθαι ἀφʼ ὑμῶν οὐδέν.
